월,순위,타이틀,가수
2,6,너의 번호를 누르고 (Prod. 영화처럼),#안녕
2,7,Downtown Baby,블루 (BLOO)
2,8,가을밤에 든 생각,잔나비
2,9,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온"
2,10,주저하는 연인들을 위해,잔나비
2,11,너밖에 안보여,임재현
2,12,선물,멜로망스
2,13,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
2,14,별 보러 가자,적재
2,15,조금 취했어 (Prod. 2soo),임재현
2,16,Way Back Home,숀 (SHAUN)
2,17,축하해 (Prod. By VAN.C),오반
2,18,나의 사춘기에게,볼빨간사춘기
2,19,폰서트,10CM
2,20,여행,볼빨간사춘기
2,21,서툰 이별을 하려해 (Feat.전상근),윤토벤
2,22,어떻게 지내 (답가),런치
2,23,스토커,10CM
2,24,좋아해.. (바른연애 길잡이 X 죠지),죠지
2,25,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE)
2,26,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비
2,27,"나만, 봄",볼빨간사춘기
2,28,우주를 줄게,볼빨간사춘기
2,29,있어줘요,장덕철
2,30,붙잡고 싶어도,#안녕
2,31,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB)
2,32,Madeleine Love,CHEEZE (치즈)
2,33,워커홀릭,볼빨간사춘기
2,34,좋다고 말해,볼빨간사춘기
2,35,입김,10CM
2,36,안아줘,정준일
2,37,범 내려온다,이날치
2,38,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
2,39,썸 탈꺼야,볼빨간사춘기
2,40,나만 안되는 연애,볼빨간사춘기
2,41,혜화동 거리에서,피아노맨
2,42,이 노래가 클럽에서 나온다면,우디 (Woody)
2,43,별 보러 갈래?,볼빨간사춘기
2,44,TOMBOY,혁오 (HYUKOH)
2,45,겨울을 걷는다,윤딴딴
2,46,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊)
2,47,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE)
2,48,보자보자,머쉬베놈 (MUSHVENOM)
2,49,그때는 이 거리가 아름다웠다,잠골버스
2,50,니가 보고싶은 밤,윤딴딴
2,51,Dancing Cartoon,볼빨간사춘기
2,52,위잉위잉,혁오 (HYUKOH)
2,53,난 당신의 고요함이,오왠 (O.WHEN)
2,54,봄이 좋냐??,10CM
2,55,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비
2,56,바라봐줘요,죠지
2,57,남이 될 수 있을까,"볼빨간사춘기, 스무살"
2,58,행복,오반
2,59,고백 (원곡 델리스파이스),잔나비
2,60,잘 지내,적재
2,61,오늘,오왠 (O.WHEN)
2,62,인사,멜로망스
2,63,사랑은 은하수 다방에서,10CM
2,64,심술,볼빨간사춘기
2,65,"너, 너",스트레이 (The Stray)
2,66,고백,델리스파이스
2,67,그대가 살아서,정동원
2,68,몇 번의 이별,정효빈
2,69,비행운,문문 (MoonMoon)
2,70,She (Hidden Track No.V 1월 선정곡),잔나비
2,71,pet,10CM
2,72,매트리스,10CM
2,73,Blue,볼빨간사춘기
2,74,사랑하는 너에게 (취향저격 그녀 X 스탠딩 에그),스탠딩 에그
2,75,동화,멜로망스
2,76,품,볼빨간사춘기
2,77,웃으며,"임재현, 문성욱"
2,78,고백,뜨거운 감자
2,79,왜 이리 시끄러운 것이냐 (Prod. SLO),머쉬베놈 (MUSHVENOM)
2,80,첫사랑 (feat.SOLE(쏠)),정준일
2,81,Little Star,스탠딩 에그
2,82,불 좀 꺼줄래,"주시크 (Joosiq), 오반"
2,83,나랑 아니면,검정치마
2,84,사랑한다는 말로는,피아노맨
2,85,여전히 행복했으면,윤딴딴
2,86,널 생각해,원 모어 찬스 (one more chance)
2,87,대충 입고 나와,우디 (Woody)
2,88,#첫사랑,볼빨간사춘기
2,89,곡예사,조광일
2,90,Tight,10CM
2,91,왔다,머쉬베놈 (MUSHVENOM)
2,92,You(=I),볼빨간사춘기
2,93,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선"
2,94,"SODA (feat. 1ho, 0back)",공기남
2,95,그 밤 그 밤,잔나비
2,96,그러나,10CM
2,97,언제쯤,노틸러스
2,98,싸운날,볼빨간사춘기
2,99,불면증 (Vocal by 윤하),에피톤 프로젝트
2,100,어떻게 생각해,CHEEZE (치즈)
3,1,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재
3,2,오래된 노래,스탠딩 에그
3,3,어떻게 지내 (Prod. By VAN.C),오반
3,4,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
3,5,너의 번호를 누르고 (Prod. 영화처럼),#안녕
3,6,서면역에서,순순희
3,7,Downtown Baby,블루 (BLOO)
3,8,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온"
3,9,가을밤에 든 생각,잔나비
3,10,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB)
3,11,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈)
3,12,주저하는 연인들을 위해,잔나비
3,13,좋아해.. (바른연애 길잡이 X 죠지),죠지
3,14,"나만, 봄",볼빨간사춘기
3,15,선물,멜로망스
3,16,별 보러 가자,적재
3,17,봄이 좋냐??,10CM
3,18,Way Back Home,숀 (SHAUN)
3,19,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
3,20,나의 사춘기에게,볼빨간사춘기
3,21,사랑의 시작은 고백에서부터(new),휘현
3,22,조금 취했어 (Prod. 2soo),임재현
3,23,여행,볼빨간사춘기
3,24,폰서트,10CM
3,25,축하해 (Prod. By VAN.C),오반
3,26,서툰 이별을 하려해 (Feat.전상근),윤토벤
3,27,스토커,10CM
3,28,나는 왜 이럴까,#안녕
3,29,Madeleine Love,CHEEZE (치즈)
3,30,어떻게 지내 (답가),런치
3,31,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비
3,32,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE)
3,33,우주를 줄게,볼빨간사춘기
3,34,너밖에 안보여,임재현
3,35,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB)
3,36,좋다고 말해,볼빨간사춘기
3,37,별 보러 갈래?,볼빨간사춘기
3,38,있어줘요,장덕철
3,39,썸 탈꺼야,볼빨간사춘기
3,40,워커홀릭,볼빨간사춘기
3,41,안아줘,정준일
3,42,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
3,43,TOMBOY,혁오 (HYUKOH)
3,44,겨울을 걷는다,윤딴딴
3,45,이 노래가 클럽에서 나온다면,우디 (Woody)
3,46,나만 안되는 연애,볼빨간사춘기
3,47,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊)
3,48,붙잡고 싶어도,#안녕
3,49,니가 보고싶은 밤,윤딴딴
3,50,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE)
3,51,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비
3,52,위잉위잉,혁오 (HYUKOH)
3,53,사랑은 은하수 다방에서,10CM
3,54,남이 될 수 있을까,"볼빨간사춘기, 스무살"
3,55,인사,멜로망스
3,56,바라봐줘요,죠지
3,57,그때는 이 거리가 아름다웠다,잠골버스
3,58,잘 지내,적재
3,59,고백,델리스파이스
3,60,안아줘 (Prod. VAN.C),오반
3,61,행복,오반
3,62,입김,10CM
3,63,심술,볼빨간사춘기
3,64,pet,10CM
3,65,오늘,오왠 (O.WHEN)
3,66,프리지아,볼빨간사춘기
3,67,고백,뜨거운 감자
3,68,동화,멜로망스
3,69,널 생각해,원 모어 찬스 (one more chance)
3,70,비행운,문문 (MoonMoon)
3,71,Dancing Cartoon,볼빨간사춘기
3,72,혜화동 거리에서,피아노맨
3,73,"너, 너",스트레이 (The Stray)
3,74,범 내려온다,이날치
3,75,그대가 살아서,정동원
3,76,She (Hidden Track No.V 1월 선정곡),잔나비
3,77,보자보자,머쉬베놈 (MUSHVENOM)
3,78,Blue,볼빨간사춘기
3,79,매트리스,10CM
3,80,Little Star,스탠딩 에그
3,81,품,볼빨간사춘기
3,82,웃으며,"임재현, 문성욱"
3,83,#첫사랑,볼빨간사춘기
3,84,사랑하는 너에게 (취향저격 그녀 X 스탠딩 에그),스탠딩 에그
3,85,끝난 사이,보라미유
3,86,나랑 아니면,검정치마
3,87,우연히 봄 (2021),안녕하신가영
3,88,대충 입고 나와,우디 (Woody)
3,89,You(=I),볼빨간사춘기
3,90,그 밤 그 밤,잔나비
3,91,몇 번의 이별,정효빈
3,92,어떻게 생각해,CHEEZE (치즈)
3,93,불 좀 꺼줄래,"주시크 (Joosiq), 오반"
3,94,사랑한다는 말로는,피아노맨
3,95,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선"
3,96,"SODA (feat. 1ho, 0back)",공기남
3,97,좋아해 (bye),CHEEZE (치즈)
3,98,첫사랑 (feat.SOLE(쏠)),정준일
3,99,그러나,10CM
3,100,비오는 날 뭐해,하은 (포맨)
4,1,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재
4,2,오래된 노래,스탠딩 에그
4,3,어떻게 지내 (Prod. By VAN.C),오반
4,4,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
4,5,너의 번호를 누르고 (Prod. 영화처럼),#안녕
4,6,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈)
4,7,서면역에서,순순희
4,8,Downtown Baby,블루 (BLOO)
4,9,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB)
4,10,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온"
4,11,가을밤에 든 생각,잔나비
4,12,안아줘 (Prod. VAN.C),오반
4,13,주저하는 연인들을 위해,잔나비
4,14,봄이 좋냐??,10CM
4,15,"나만, 봄",볼빨간사춘기
4,16,폰서트,10CM
4,17,별 보러 가자,적재
4,18,선물,멜로망스
4,19,Way Back Home,숀 (SHAUN)
4,20,여행,볼빨간사춘기
4,21,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
4,22,좋아해.. (바른연애 길잡이 X 죠지),죠지
4,23,나의 사춘기에게,볼빨간사춘기
4,24,조금 취했어 (Prod. 2soo),임재현
4,25,스토커,10CM
4,26,Madeleine Love,CHEEZE (치즈)
4,27,서툰 이별을 하려해 (Feat.전상근),윤토벤
4,28,축하해 (Prod. By VAN.C),오반
4,29,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비
4,30,우주를 줄게,볼빨간사춘기
4,31,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE)
4,32,좋다고 말해,볼빨간사춘기
4,33,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊)
4,34,어떻게 지내 (답가),런치
4,35,썸 탈꺼야,볼빨간사춘기
4,36,별 보러 갈래?,볼빨간사춘기
4,37,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB)
4,38,있어줘요,장덕철
4,39,워커홀릭,볼빨간사춘기
4,40,안아줘,정준일
4,41,끝난 사이,보라미유
4,42,사랑은 은하수 다방에서,10CM
4,43,pet,10CM
4,44,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
4,45,니가 보고싶은 밤,윤딴딴
4,46,나만 안되는 연애,볼빨간사춘기
4,47,이 노래가 클럽에서 나온다면,우디 (Woody)
4,48,TOMBOY,혁오 (HYUKOH)
4,49,겨울을 걷는다,윤딴딴
4,50,남이 될 수 있을까,"볼빨간사춘기, 스무살"
4,51,너밖에 안보여,임재현
4,52,우연히 봄 (2021),안녕하신가영
4,53,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비
4,54,위잉위잉,혁오 (HYUKOH)
4,55,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE)
4,56,사랑의 시작은 고백에서부터(new),휘현
4,57,고백,델리스파이스
4,58,심술,볼빨간사춘기
4,59,붙잡고 싶어도,#안녕
4,60,행복,오반
4,61,매트리스,10CM
4,62,오늘,오왠 (O.WHEN)
4,63,그대가 살아서,정동원
4,64,인사,멜로망스
4,65,널 생각해,원 모어 찬스 (one more chance)
4,66,바라봐줘요,죠지
4,67,프리지아,볼빨간사춘기
4,68,나는 왜 이럴까,#안녕
4,69,동화,멜로망스
4,70,잘 지내,적재
4,71,비행운,문문 (MoonMoon)
4,72,입김,10CM
4,73,그때는 이 거리가 아름다웠다,잠골버스
4,74,고백,정준일
4,75,"너, 너",스트레이 (The Stray)
4,76,She (Hidden Track No.V 1월 선정곡),잔나비
4,77,대충 입고 나와,우디 (Woody)
4,78,고백,뜨거운 감자
4,79,대화가 필요해,"정효빈, 주시크 (Joosiq)"
4,80,Little Star,스탠딩 에그
4,81,Blue,볼빨간사춘기
4,82,Dancing Cartoon,볼빨간사춘기
4,83,비오는 날 뭐해,하은 (포맨)
4,84,혜화동 거리에서,피아노맨
4,85,품,볼빨간사춘기
4,86,그대로,오왠 (O.WHEN)
4,87,#첫사랑,볼빨간사춘기
4,88,웃으며,"임재현, 문성욱"
4,89,나랑 아니면,검정치마
4,90,범 내려온다,이날치
4,91,You(=I),볼빨간사춘기
4,92,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선"
4,93,어떻게 생각해,CHEEZE (치즈)
4,94,나들이 갈까,볼빨간사춘기
4,95,PILLOW,PL (피엘)
4,96,보자보자,머쉬베놈 (MUSHVENOM)
4,97,진인사대천명,호미들
4,98,헤어지던 밤,어쿠루브
4,99,사랑하는 너에게 (취향저격 그녀 X 스탠딩 에그),스탠딩 에그
4,100,그게 뭐라고,어쿠루브
5,1,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재
5,2,오래된 노래,스탠딩 에그
5,3,너의 번호를 누르고 (Prod. 영화처럼),#안녕
5,4,어떻게 지내 (Prod. By VAN.C),오반
5,5,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
5,6,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈)
5,7,서면역에서,순순희
5,8,Downtown Baby,블루 (BLOO)
5,9,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM
5,10,닫힌엔딩 (Closed Ending),숀 (SHAUN)
5,11,주저하는 연인들을 위해,잔나비
5,12,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB)
5,13,Way Back Home,숀 (SHAUN)
5,14,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온"
5,15,별 보러 가자,적재
5,16,가을밤에 든 생각,잔나비
5,17,여행,볼빨간사춘기
5,18,선물,멜로망스
5,19,폰서트,10CM
5,20,조금 취했어 (Prod. 2soo),임재현
5,21,"나만, 봄",볼빨간사춘기
5,22,봄이 좋냐??,10CM
5,23,나의 사춘기에게,볼빨간사춘기
5,24,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
5,25,스토커,10CM
5,26,좋아해.. (바른연애 길잡이 X 죠지),죠지
5,27,서툰 이별을 하려해 (Feat.전상근),윤토벤
5,28,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE)
5,29,우주를 줄게,볼빨간사춘기
5,30,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비
5,31,안아줘 (Prod. VAN.C),오반
5,32,축하해 (Prod. By VAN.C),오반
5,33,Madeleine Love,CHEEZE (치즈)
5,34,좋다고 말해,볼빨간사춘기
5,35,어떻게 지내 (답가),런치
5,36,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB)
5,37,썸 탈꺼야,볼빨간사춘기
5,38,별 보러 갈래?,볼빨간사춘기
5,39,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊)
5,40,Everyday,스탠딩 에그
5,41,안아줘,정준일
5,42,있어줘요,장덕철
5,43,pet,10CM
5,44,워커홀릭,볼빨간사춘기
5,45,아무래도 난,노틸러스
5,46,이 노래가 클럽에서 나온다면,우디 (Woody)
5,47,TOMBOY,혁오 (HYUKOH)
5,48,니가 보고싶은 밤,윤딴딴
5,49,나만 안되는 연애,볼빨간사춘기
5,50,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
5,51,남이 될 수 있을까,"볼빨간사춘기, 스무살"
5,52,비오는 날 뭐해,하은 (포맨)
5,53,사랑은 은하수 다방에서,10CM
5,54,고백,정준일
5,55,Blue (Feat. 원슈타인),숀 (SHAUN)
5,56,겨울을 걷는다,윤딴딴
5,57,위잉위잉,혁오 (HYUKOH)
5,58,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비
5,59,큰일이다,순순희
5,60,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE)
5,61,행복,오반
5,62,심술,볼빨간사춘기
5,63,오늘,오왠 (O.WHEN)
5,64,매트리스,10CM
5,65,끝난 사이,보라미유
5,66,고백,델리스파이스
5,67,너밖에 안보여,임재현
5,68,동화,멜로망스
5,69,그대가 살아서,정동원
5,70,붙잡고 싶어도,#안녕
5,71,인사,멜로망스
5,72,Little Star,스탠딩 에그
5,73,비행운,문문 (MoonMoon)
5,74,대충 입고 나와,우디 (Woody)
5,75,"너, 너",스트레이 (The Stray)
5,76,Two Days,검정치마
5,77,바라봐줘요,죠지
5,78,고백,뜨거운 감자
5,79,잘 지내,적재
5,80,She (Hidden Track No.V 1월 선정곡),잔나비
5,81,비로소 너에게 도착했다 (Full Bloom Duet) (Feat.정영은),마크툽 (MAKTUB)
5,82,나랑 아니면,검정치마
5,83,그때는 이 거리가 아름다웠다,잠골버스
5,84,진인사대천명,호미들
5,85,널 생각해,원 모어 찬스 (one more chance)
5,86,Blue,볼빨간사춘기
5,87,입김,10CM
5,88,헤어지던 밤,어쿠루브
5,89,웃으며,"임재현, 문성욱"
5,90,사랑의 시작은 고백에서부터(new),휘현
5,91,You(=I),볼빨간사춘기
5,92,프리지아,볼빨간사춘기
5,93,혜화동 거리에서,피아노맨
5,94,#첫사랑,볼빨간사춘기
5,95,품,볼빨간사춘기
5,96,Dancing Cartoon,볼빨간사춘기
5,97,나는 왜 이럴까,#안녕
5,98,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선"
5,99,모자라(we need more),호미들
5,100,어떻게 생각해,CHEEZE (치즈)
6,1,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재
6,2,오래된 노래,스탠딩 에그
6,3,너의 번호를 누르고 (Prod. 영화처럼),#안녕
6,4,어떻게 지내 (Prod. By VAN.C),오반
6,5,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
6,6,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈)
6,7,Downtown Baby,블루 (BLOO)
6,8,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM
6,9,서면역에서,순순희
6,10,닫힌엔딩 (Closed Ending),숀 (SHAUN)
6,11,주저하는 연인들을 위해,잔나비
6,12,Way Back Home,숀 (SHAUN)
6,13,허리춤,오반
6,14,여행,볼빨간사춘기
6,15,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온"
6,16,선물,멜로망스
6,17,별 보러 가자,적재
6,18,가을밤에 든 생각,잔나비
6,19,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB)
6,20,폰서트,10CM
6,21,조금 취했어 (Prod. 2soo),임재현
6,22,큰일이다,순순희
6,23,나의 사춘기에게,볼빨간사춘기
6,24,스토커,10CM
6,25,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE)
6,26,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
6,27,서툰 이별을 하려해 (Feat.전상근),윤토벤
6,28,"나만, 봄",볼빨간사춘기
6,29,우주를 줄게,볼빨간사춘기
6,30,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비
6,31,좋아해.. (바른연애 길잡이 X 죠지),죠지
6,32,축하해 (Prod. By VAN.C),오반
6,33,봄이 좋냐??,10CM
6,34,좋다고 말해,볼빨간사춘기
6,35,어떻게 지내 (답가),런치
6,36,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB)
6,37,썸 탈꺼야,볼빨간사춘기
6,38,있어줘요,장덕철
6,39,Madeleine Love,CHEEZE (치즈)
6,40,이 노래가 클럽에서 나온다면,우디 (Woody)
6,41,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊)
6,42,별 보러 갈래?,볼빨간사춘기
6,43,워커홀릭,볼빨간사춘기
6,44,안아줘,정준일
6,45,나만 안되는 연애,볼빨간사춘기
6,46,TOMBOY,혁오 (HYUKOH)
6,47,니가 보고싶은 밤,윤딴딴
6,48,남이 될 수 있을까,"볼빨간사춘기, 스무살"
6,49,위잉위잉,혁오 (HYUKOH)
6,50,pet,10CM
6,51,비오는 날 뭐해,하은 (포맨)
6,52,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
6,53,"너, 너",스트레이 (The Stray)
6,54,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE)
6,55,사랑은 은하수 다방에서,10CM
6,56,겨울을 걷는다,윤딴딴
6,57,안아줘 (Prod. VAN.C),오반
6,58,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비
6,59,행복,오반
6,60,동화,멜로망스
6,61,심술,볼빨간사춘기
6,62,오늘,오왠 (O.WHEN)
6,63,고백,델리스파이스
6,64,비행운,문문 (MoonMoon)
6,65,그대가 살아서,정동원
6,66,매트리스,10CM
6,67,대충 입고 나와,우디 (Woody)
6,68,Little Star,스탠딩 에그
6,69,인사,멜로망스
6,70,고백,정준일
6,71,아무래도 난,노틸러스
6,72,고백,뜨거운 감자
6,73,헤어지던 밤,어쿠루브
6,74,Everyday,스탠딩 에그
6,75,바라봐줘요,죠지
6,76,나랑 아니면,검정치마
6,77,안았어야해 (Feat. Futuristic Swaver),JAEHA (재하)
6,78,Blue (Feat. 원슈타인),숀 (SHAUN)
6,79,진인사대천명,호미들
6,80,Blue,볼빨간사춘기
6,81,붙잡고 싶어도,#안녕
6,82,잘 지내,적재
6,83,She (Hidden Track No.V 1월 선정곡),잔나비
6,84,너밖에 안보여,임재현
6,85,웃으며,"임재현, 문성욱"
6,86,끝난 사이,보라미유
