월,순위,타이틀,가수
6,87,그때는 이 거리가 아름다웠다,잠골버스
6,88,널 생각해,원 모어 찬스 (one more chance)
6,89,You(=I),볼빨간사춘기
6,90,#첫사랑,볼빨간사춘기
6,91,"Gloomy Star (Feat. 1ho, Chan)",공기남
6,92,모자라(we need more),호미들
6,93,입김,10CM
6,94,그게 뭐라고,어쿠루브
6,95,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선"
6,96,yours,데이먼스 이어 (Damons year)
6,97,"SODA (feat. 1ho, 0back)",공기남
6,98,어떻게 생각해,CHEEZE (치즈)
6,99,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운
6,100,품,볼빨간사춘기
7,1,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재
7,2,허리춤,오반
7,3,어떻게 지내 (Prod. By VAN.C),오반
7,4,오래된 노래,스탠딩 에그
7,5,너의 번호를 누르고 (Prod. 영화처럼),#안녕
7,6,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
7,7,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈)
7,8,Downtown Baby,블루 (BLOO)
7,9,서면역에서,순순희
7,10,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM
7,11,Way Back Home,숀 (SHAUN)
7,12,여행,볼빨간사춘기
7,13,주저하는 연인들을 위해,잔나비
7,14,닫힌엔딩 (Closed Ending),숀 (SHAUN)
7,15,선물,멜로망스
7,16,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온"
7,17,별 보러 가자,적재
7,18,가을밤에 든 생각,잔나비
7,19,폰서트,10CM
7,20,조금 취했어 (Prod. 2soo),임재현
7,21,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB)
7,22,쪽빛 황홀 (Indigo Ecstasy) (Feat.XenomiX),마크툽 (MAKTUB)
7,23,나의 사춘기에게,볼빨간사춘기
7,24,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE)
7,25,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비
7,26,서툰 이별을 하려해 (Feat.전상근),윤토벤
7,27,스토커,10CM
7,28,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
7,29,안았어야해 (Feat. Futuristic Swaver),JAEHA (재하)
7,30,우주를 줄게,볼빨간사춘기
7,31,축하해 (Prod. By VAN.C),오반
7,32,"나만, 봄",볼빨간사춘기
7,33,어떻게 지내 (답가),런치
7,34,좋아해.. (바른연애 길잡이 X 죠지),죠지
7,35,좋다고 말해,볼빨간사춘기
7,36,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB)
7,37,이 노래가 클럽에서 나온다면,우디 (Woody)
7,38,있어줘요,장덕철
7,39,썸 탈꺼야,볼빨간사춘기
7,40,별 보러 갈래?,볼빨간사춘기
7,41,Madeleine Love,CHEEZE (치즈)
7,42,워커홀릭,볼빨간사춘기
7,43,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊)
7,44,봄이 좋냐??,10CM
7,45,안아줘,정준일
7,46,TOMBOY,혁오 (HYUKOH)
7,47,나만 안되는 연애,볼빨간사춘기
7,48,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비
7,49,위잉위잉,혁오 (HYUKOH)
7,50,남이 될 수 있을까,"볼빨간사춘기, 스무살"
7,51,"너, 너",스트레이 (The Stray)
7,52,니가 보고싶은 밤,윤딴딴
7,53,큰일이다,순순희
7,54,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
7,55,행복,오반
7,56,비오는 날 뭐해,하은 (포맨)
7,57,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE)
7,58,겨울을 걷는다,윤딴딴
7,59,pet,10CM
7,60,사랑은 은하수 다방에서,10CM
7,61,동화,멜로망스
7,62,이제와서,탑현
7,63,심술,볼빨간사춘기
7,64,오늘,오왠 (O.WHEN)
7,65,비행운,문문 (MoonMoon)
7,66,고백,델리스파이스
7,67,그대가 살아서,정동원
7,68,She (Hidden Track No.V 1월 선정곡),잔나비
7,69,안아줘 (Prod. VAN.C),오반
7,70,매트리스,10CM
7,71,대충 입고 나와,우디 (Woody)
7,72,고백,뜨거운 감자
7,73,외딴섬 로맨틱,잔나비
7,74,"다시,꽃이 피는 봄날에 (feat. 윤도)",윤토벤
7,75,나랑 아니면,검정치마
7,76,Little Star,스탠딩 에그
7,77,인사,멜로망스
7,78,진인사대천명,호미들
7,79,바라봐줘요,죠지
7,80,고백,정준일
7,81,잘 지내,적재
7,82,Blue,볼빨간사춘기
7,83,헤어지던 밤,어쿠루브
7,84,웃으며,"임재현, 문성욱"
7,85,붙잡고 싶어도,#안녕
7,86,You(=I),볼빨간사춘기
7,87,yours,데이먼스 이어 (Damons year)
7,88,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운
7,89,너밖에 안보여,임재현
7,90,그때는 이 거리가 아름다웠다,잠골버스
7,91,널 생각해,원 모어 찬스 (one more chance)
7,92,#첫사랑,볼빨간사춘기
7,93,끝난 사이,보라미유
7,94,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선"
7,95,모자라(we need more),호미들
7,96,그게 뭐라고,어쿠루브
7,97,여름밤에 우린,스탠딩 에그
7,98,"SODA (feat. 1ho, 0back)",공기남
7,99,달이 참 예쁘다고,이승윤
7,100,Life is Wet (feat. JMIN),CAMO
8,1,허리춤,오반
8,2,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재
8,3,오래된 노래,스탠딩 에그
8,4,너의 번호를 누르고 (Prod. 영화처럼),#안녕
8,5,어떻게 지내 (Prod. By VAN.C),오반
8,6,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
8,7,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈)
8,8,Downtown Baby,블루 (BLOO)
8,9,Way Back Home,숀 (SHAUN)
8,10,주저하는 연인들을 위해,잔나비
8,11,서면역에서,순순희
8,12,외딴섬 로맨틱,잔나비
8,13,여행,볼빨간사춘기
8,14,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM
8,15,선물,멜로망스
8,16,가을밤에 든 생각,잔나비
8,17,별 보러 가자,적재
8,18,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온"
8,19,폰서트,10CM
8,20,나의 사춘기에게,볼빨간사춘기
8,21,조금 취했어 (Prod. 2soo),임재현
8,22,닫힌엔딩 (Closed Ending),숀 (SHAUN)
8,23,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비
8,24,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE)
8,25,서툰 이별을 하려해 (Feat.전상근),윤토벤
8,26,무슨 생각해,스탠딩 에그
8,27,스토커,10CM
8,28,안았어야해 (Feat. Futuristic Swaver),JAEHA (재하)
8,29,우주를 줄게,볼빨간사춘기
8,30,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB)
8,31,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
8,32,고백,멜로망스
8,33,"나만, 봄",볼빨간사춘기
8,34,"너, 너",스트레이 (The Stray)
8,35,축하해 (Prod. By VAN.C),오반
8,36,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비
8,37,좋다고 말해,볼빨간사춘기
8,38,이 노래가 클럽에서 나온다면,우디 (Woody)
8,39,어떻게 지내 (답가),런치
8,40,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB)
8,41,고백,델리스파이스
8,42,있어줘요,장덕철
8,43,워커홀릭,볼빨간사춘기
8,44,별 보러 갈래?,볼빨간사춘기
8,45,썸 탈꺼야,볼빨간사춘기
8,46,좋아해.. (바른연애 길잡이 X 죠지),죠지
8,47,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊)
8,48,TOMBOY,혁오 (HYUKOH)
8,49,안아줘,정준일
8,50,나만 안되는 연애,볼빨간사춘기
8,51,Madeleine Love,CHEEZE (치즈)
8,52,위잉위잉,혁오 (HYUKOH)
8,53,남이 될 수 있을까,"볼빨간사춘기, 스무살"
8,54,니가 보고싶은 밤,윤딴딴
8,55,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE)
8,56,봄이 좋냐??,10CM
8,57,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
8,58,겨울을 걷는다,윤딴딴
8,59,pet,10CM
8,60,행복,오반
8,61,사랑은 은하수 다방에서,10CM
8,62,동화,멜로망스
8,63,고백,뜨거운 감자
8,64,비오는 날 뭐해,하은 (포맨)
8,65,비행운,문문 (MoonMoon)
8,66,She (Hidden Track No.V 1월 선정곡),잔나비
8,67,오늘,오왠 (O.WHEN)
8,68,심술,볼빨간사춘기
8,69,잘 지내,적재
8,70,그대가 살아서,정동원
8,71,Return,고요
8,72,바라봐줘요,죠지
8,73,인사,멜로망스
8,74,Little Star,스탠딩 에그
8,75,yours,데이먼스 이어 (Damons year)
8,76,밤의 공원,잔나비
8,77,나랑 아니면,검정치마
8,78,쪽빛 황홀 (Indigo Ecstasy) (Feat.XenomiX),마크툽 (MAKTUB)
8,79,매트리스,10CM
8,80,대충 입고 나와,우디 (Woody)
8,81,큰일이다,순순희
8,82,웃으며,"임재현, 문성욱"
8,83,Blue,볼빨간사춘기
8,84,진인사대천명,호미들
8,85,You(=I),볼빨간사춘기
8,86,헤어지던 밤,어쿠루브
8,87,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운
8,88,고백,정준일
8,89,안아줘 (Prod. VAN.C),오반
8,90,널 생각해,원 모어 찬스 (one more chance)
8,91,용맹한 발걸음이여,잔나비
8,92,로맨스의 왕,잔나비
8,93,여름밤에 우린,스탠딩 에그
8,94,Life is Wet (feat. JMIN),CAMO
8,95,붙잡고 싶어도,#안녕
8,96,#첫사랑,볼빨간사춘기
8,97,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선"
8,98,꿈과 책과 힘과 벽,잔나비
8,99,어떻게 생각해,CHEEZE (치즈)
8,100,그때는 이 거리가 아름다웠다,잠골버스
9,1,고백,멜로망스
9,2,오래된 노래,스탠딩 에그
9,3,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
9,4,너의 번호를 누르고 (Prod. 영화처럼),#안녕
9,5,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재
9,6,어떻게 지내 (Prod. By VAN.C),오반
9,7,허리춤,오반
9,8,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈)
9,9,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB)
9,10,주저하는 연인들을 위해,잔나비
9,11,Downtown Baby,블루 (BLOO)
9,12,Way Back Home,숀 (SHAUN)
9,13,가을밤에 든 생각,잔나비
9,14,선물,멜로망스
9,15,서면역에서,순순희
9,16,칵테일 사랑 (Feat. 유연),로키드 (Lokid)
9,17,너를 생각해,주시크 (Joosiq)
9,18,여행,볼빨간사춘기
9,19,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM
9,20,별 보러 가자,적재
9,21,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온"
9,22,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비
9,23,나의 사춘기에게,볼빨간사춘기
9,24,스토커,10CM
9,25,조금 취했어 (Prod. 2soo),임재현
9,26,폰서트,10CM
9,27,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE)
9,28,서툰 이별을 하려해 (Feat.전상근),윤토벤
9,29,우주를 줄게,볼빨간사춘기
9,30,"너, 너",스트레이 (The Stray)
9,31,안았어야해 (Feat. Futuristic Swaver),JAEHA (재하)
9,32,닫힌엔딩 (Closed Ending),숀 (SHAUN)
9,33,외딴섬 로맨틱,잔나비
9,34,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB)
9,35,해운대,순순희
9,36,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
9,37,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비
9,38,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB)
9,39,고백,뜨거운 감자
9,40,"나만, 봄",볼빨간사춘기
9,41,TOMBOY,혁오 (HYUKOH)
9,42,좋다고 말해,볼빨간사춘기
9,43,있어줘요,장덕철
9,44,고백,델리스파이스
9,45,워커홀릭,볼빨간사춘기
9,46,안아줘,정준일
9,47,썸 탈꺼야,볼빨간사춘기
9,48,니가 보고싶은 밤,윤딴딴
9,49,남이 될 수 있을까,"볼빨간사춘기, 스무살"
9,50,별 보러 갈래?,볼빨간사춘기
9,51,위잉위잉,혁오 (HYUKOH)
9,52,나만 안되는 연애,볼빨간사춘기
9,53,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊)
9,54,축하해 (Prod. By VAN.C),오반
9,55,좋아해.. (바른연애 길잡이 X 죠지),죠지
9,56,어떻게 지내 (답가),런치
9,57,이 노래가 클럽에서 나온다면,우디 (Woody)
9,58,무슨 생각해,스탠딩 에그
9,59,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
9,60,동화,멜로망스
9,61,겨울을 걷는다,윤딴딴
9,62,니가 돌아올 희망은 없다는 걸 알아,경제환
9,63,Madeleine Love,CHEEZE (치즈)
9,64,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE)
9,65,사랑은 은하수 다방에서,10CM
9,66,봄이 좋냐??,10CM
9,67,행복,오반
9,68,비행운,문문 (MoonMoon)
9,69,오늘,오왠 (O.WHEN)
9,70,pet,10CM
9,71,심술,볼빨간사춘기
9,72,인사,멜로망스
9,73,yours,데이먼스 이어 (Damons year)
9,74,봄 그리고 너,마틴스미스
9,75,Little Star,스탠딩 에그
9,76,She (Hidden Track No.V 1월 선정곡),잔나비
9,77,나랑 아니면,검정치마
9,78,그대가 살아서,정동원
9,79,비오는 날 뭐해,하은 (포맨)
9,80,바라봐줘요,죠지
9,81,Blue,볼빨간사춘기
9,82,잘 지내,적재
9,83,웃으며,"임재현, 문성욱"
9,84,웃으리,윤딴딴
9,85,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운
9,86,매트리스,10CM
9,87,널 생각해,원 모어 찬스 (one more chance)
9,88,You(=I),볼빨간사춘기
9,89,고백,정준일
9,90,헤어지던 밤,어쿠루브
9,91,EVERYTHING,검정치마
9,92,불꽃놀이,하현상
9,93,진인사대천명,호미들
9,94,"사랑은 특별하고, 이별은 평범하고 (feat. 서유주)",스무살
9,95,#첫사랑,볼빨간사춘기
9,96,널 떠올리는 중이야,"PATEKO (파테코), Jayci yucca (제이씨 유카), Kid Wine"
9,97,대충 입고 나와,우디 (Woody)
9,98,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선"
9,99,사랑한다는 말로는,피아노맨
9,100,꿈과 책과 힘과 벽,잔나비
10,1,고백,멜로망스
10,2,너를 생각해,주시크 (Joosiq)
10,3,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB)
10,4,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
10,5,오래된 노래,스탠딩 에그
10,6,너의 번호를 누르고 (Prod. 영화처럼),#안녕
10,7,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재
10,8,어떻게 지내 (Prod. By VAN.C),오반
10,9,해운대,순순희
10,10,허리춤,오반
10,11,서툰 이별을 하려해 (Feat.전상근),윤토벤
10,12,주저하는 연인들을 위해,잔나비
10,13,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈)
10,14,가을밤에 든 생각,잔나비
10,15,Downtown Baby,블루 (BLOO)
10,16,선물,멜로망스
10,17,Way Back Home,숀 (SHAUN)
10,18,서면역에서,순순희
10,19,나비효과,볼빨간사춘기
10,20,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온"
10,21,여행,볼빨간사춘기
10,22,나의 사춘기에게,볼빨간사춘기
10,23,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비
10,24,별 보러 가자,적재
10,25,너는 내 세상이었어,볼빨간사춘기
10,26,조금 취했어 (Prod. 2soo),임재현
10,27,스토커,10CM
10,28,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE)
10,29,폰서트,10CM
10,30,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM
10,31,우주를 줄게,볼빨간사춘기
10,32,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB)
10,33,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB)
10,34,칵테일 사랑 (Feat. 유연),로키드 (Lokid)
10,35,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
10,36,곡예사,조광일
10,37,한 걸음씩 멀어지는 너에게,#안녕
10,38,"너, 너",스트레이 (The Stray)
10,39,고백,뜨거운 감자
10,40,안았어야해 (Feat. Futuristic Swaver),JAEHA (재하)
10,41,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비
10,42,좋다고 말해,볼빨간사춘기
10,43,"나만, 봄",볼빨간사춘기
10,44,닫힌엔딩 (Closed Ending),숀 (SHAUN)
10,45,있어줘요,장덕철
10,46,안아줘,정준일
10,47,썸 탈꺼야,볼빨간사춘기
10,48,TOMBOY,혁오 (HYUKOH)
10,49,나만 안되는 연애,볼빨간사춘기
10,50,위잉위잉,혁오 (HYUKOH)
10,51,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
10,52,남이 될 수 있을까,"볼빨간사춘기, 스무살"
10,53,니가 보고싶은 밤,윤딴딴
10,54,워커홀릭,볼빨간사춘기
10,55,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊)
10,56,동화,멜로망스
10,57,별 보러 갈래?,볼빨간사춘기
10,58,겨울을 걷는다,윤딴딴
10,59,고백,델리스파이스
10,60,좋아해.. (바른연애 길잡이 X 죠지),죠지
10,61,외딴섬 로맨틱,잔나비
10,62,축하해 (Prod. By VAN.C),오반
10,63,어떻게 지내 (답가),런치
10,64,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE)
10,65,Madeleine Love,CHEEZE (치즈)
10,66,인사,멜로망스
10,67,비행운,문문 (MoonMoon)
10,68,Little Star,스탠딩 에그
10,69,오늘,오왠 (O.WHEN)
10,70,사랑은 은하수 다방에서,10CM
10,71,심술,볼빨간사춘기
10,72,행복,오반
10,73,나랑 아니면,검정치마
10,74,봄이 좋냐??,10CM
10,75,yours,데이먼스 이어 (Damons year)
10,76,바라봐줘요,죠지
10,77,She (Hidden Track No.V 1월 선정곡),잔나비
10,78,pet,10CM
10,79,그대가 살아서,정동원
10,80,니가 골라준 시계,어쿠루브
10,81,봄 그리고 너,마틴스미스
10,82,Blue,볼빨간사춘기
10,83,웃으며,"임재현, 문성욱"
10,84,고백,정준일
10,85,널 떠올리는 중이야,"PATEKO (파테코), Jayci yucca (제이씨 유카), Kid Wine"
10,86,잘 지내,적재
10,87,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운
10,88,널 생각해,원 모어 찬스 (one more chance)
10,89,EVERYTHING,검정치마
10,90,비오는 날 뭐해,하은 (포맨)
10,91,You(=I),볼빨간사춘기
10,92,헤어지던 밤,어쿠루브
10,93,매트리스,10CM
10,94,무슨 생각해,스탠딩 에그
10,95,어떻게 생각해,CHEEZE (치즈)
10,96,#첫사랑,볼빨간사춘기
10,97,Wu,나플라 (nafla)
10,98,니가 돌아올 희망은 없다는 걸 알아,경제환
10,99,그때는 이 거리가 아름다웠다,잠골버스
10,100,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선"
11,1,너를 생각해,주시크 (Joosiq)
11,2,고백,멜로망스
11,3,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB)
11,4,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
11,5,너는 내 세상이었어,볼빨간사춘기
11,6,오래된 노래,스탠딩 에그
11,7,나비효과,볼빨간사춘기
11,8,너의 번호를 누르고 (Prod. 영화처럼),#안녕
11,9,어제 너는 나를 버렸어,10CM
11,10,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재
11,11,어떻게 지내 (Prod. By VAN.C),오반
11,12,서툰 이별을 하려해 (Feat.전상근),윤토벤
11,13,해운대,순순희
11,14,주저하는 연인들을 위해,잔나비
11,15,선물,멜로망스
11,16,허리춤,오반
11,17,Downtown Baby,블루 (BLOO)
11,18,가을밤에 든 생각,잔나비
11,19,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈)
11,20,Way Back Home,숀 (SHAUN)
11,21,곡예사,조광일
11,22,산책,오반
11,23,서면역에서,순순희
11,24,나의 사춘기에게,볼빨간사춘기
11,25,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온"
11,26,여행,볼빨간사춘기
11,27,가진다는 말은 좀 그렇지?,10CM
11,28,조금 취했어 (Prod. 2soo),임재현
11,29,스토커,10CM
11,30,별 보러 가자,적재
11,31,폰서트,10CM
11,32,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE)
11,33,우주를 줄게,볼빨간사춘기
11,34,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비
11,35,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB)
11,36,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM
11,37,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB)
11,38,한 걸음씩 멀어지는 너에게,#안녕
11,39,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
11,40,고백,뜨거운 감자
11,41,겨울을 걷는다,윤딴딴
11,42,좋다고 말해,볼빨간사춘기
11,43,안아줘,정준일
11,44,나만 안되는 연애,볼빨간사춘기
11,45,썸 탈꺼야,볼빨간사춘기
11,46,"너, 너",스트레이 (The Stray)
11,47,TOMBOY,혁오 (HYUKOH)
11,48,바라봐줘요,죠지
11,49,"나만, 봄",볼빨간사춘기
11,50,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비
11,51,있어줘요,장덕철
11,52,동화,멜로망스
11,53,안았어야해 (Feat. Futuristic Swaver),JAEHA (재하)
11,54,남이 될 수 있을까,"볼빨간사춘기, 스무살"
11,55,니가 보고싶은 밤,윤딴딴
11,56,위잉위잉,혁오 (HYUKOH)
11,57,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊)
11,58,워커홀릭,볼빨간사춘기
11,59,칵테일 사랑 (Feat. 유연),로키드 (Lokid)
11,60,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB)
11,61,별 보러 갈래?,볼빨간사춘기
11,62,고백,델리스파이스
11,63,열심히 할게,10CM
11,64,미안해요,탑현
11,65,닫힌엔딩 (Closed Ending),숀 (SHAUN)
11,66,좋아해.. (바른연애 길잡이 X 죠지),죠지
11,67,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE)
11,68,어떻게 지내 (답가),런치
11,69,축하해 (Prod. By VAN.C),오반
11,70,한밤의 뮤직,잔나비
11,71,Madeleine Love,CHEEZE (치즈)
11,72,yours,데이먼스 이어 (Damons year)
11,73,비행운,문문 (MoonMoon)
11,74,사랑은 은하수 다방에서,10CM
11,75,인사,멜로망스
11,76,오늘,오왠 (O.WHEN)
11,77,심술,볼빨간사춘기
11,78,행복,오반
11,79,pet,10CM
11,80,봄이 좋냐??,10CM
11,81,고백,정준일
11,82,Little Star,스탠딩 에그
11,83,나랑 아니면,검정치마
11,84,외딴섬 로맨틱,잔나비
11,85,그대가 살아서,정동원
11,86,She (Hidden Track No.V 1월 선정곡),잔나비
11,87,웃으며,"임재현, 문성욱"
11,88,너답기기안 (너의 답장을 기다리다가 기분이 안좋아졌어),meenoi (미노이)
11,89,Blue,볼빨간사춘기
11,90,Condition,10CM
11,91,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운
11,92,널 떠올리는 중이야,"PATEKO (파테코), Jayci yucca (제이씨 유카), Kid Wine"
11,93,You(=I),볼빨간사춘기
11,94,가끔 연락하던 애,결 (KYUL)
11,95,#첫사랑,볼빨간사춘기
11,96,잘 지내,적재
11,97,매트리스,10CM
11,98,널 생각해,원 모어 찬스 (one more chance)
11,99,EVERYTHING,검정치마
11,100,Please Don't Stop Your Singing,10CM
12,1,너를 생각해,주시크 (Joosiq)
12,2,고백,멜로망스
12,3,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB)
12,4,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB)
12,5,오래된 노래,스탠딩 에그
12,6,너는 내 세상이었어,볼빨간사춘기
12,7,어제 너는 나를 버렸어,10CM
12,8,너의 번호를 누르고 (Prod. 영화처럼),#안녕
12,9,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재
12,10,어떻게 지내 (Prod. By VAN.C),오반
12,11,서툰 이별을 하려해 (Feat.전상근),윤토벤
12,12,나비효과,볼빨간사춘기
12,13,주저하는 연인들을 위해,잔나비
12,14,선물,멜로망스
12,15,Downtown Baby,블루 (BLOO)
12,16,Way Back Home,숀 (SHAUN)
12,17,해운대,순순희
12,18,곡예사,조광일
12,19,허리춤,오반
12,20,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈)
12,21,나의 사춘기에게,볼빨간사춘기
12,22,조금 취했어 (Prod. 2soo),임재현
12,23,서면역에서,순순희
12,24,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온"
12,25,가을밤에 든 생각,잔나비
12,26,여행,볼빨간사춘기
12,27,하루를 어떻게 써야 해 (feat. 프리든 (FR:EDEN)),줍에이 (Joob A)
12,28,스토커,10CM
12,29,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE)
12,30,폰서트,10CM
12,31,별 보러 가자,적재
12,32,한 걸음씩 멀어지는 너에게,#안녕
12,33,산책,오반
12,34,가진다는 말은 좀 그렇지?,10CM
12,35,우주를 줄게,볼빨간사춘기
12,36,겨울을 걷는다,윤딴딴
12,37,그대 돌아오면,스탠딩 에그
12,38,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비
12,39,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB)
12,40,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB)
12,41,바라봐줘요,죠지
12,42,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM
12,43,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기
12,44,나만 안되는 연애,볼빨간사춘기
12,45,있어줘요,장덕철
12,46,안아줘,정준일
12,47,좋다고 말해,볼빨간사춘기
12,48,TOMBOY,혁오 (HYUKOH)
12,49,"너, 너",스트레이 (The Stray)
12,50,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비
12,51,썸 탈꺼야,볼빨간사춘기
12,52,니가 보고싶은 밤,윤딴딴
12,53,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊)
12,54,고백,뜨거운 감자
12,55,"나만, 봄",볼빨간사춘기
12,56,동화,멜로망스
12,57,위잉위잉,혁오 (HYUKOH)
12,58,Made In Christmas (feat. 이수현 of 악동뮤지션),잔나비
