년도,월,순위,타이틀,가수,프로듀서
2020,7,45,안아줘,정준일 (Jung Joon Il),정준일
2020,7,46,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE),"에이치코드,이승표,한희준"
2020,7,47,홍연,안예은 (AHN YE EUN),안예은
2020,7,48,겨울을 걷는다,윤딴딴 (YUN DDanDdan),"윤딴딴,nineoff"
2020,7,49,위잉위잉,혁오 (HYUKOH),
2020,7,50,Little Star,스탠딩 에그 (Standing Egg),Standing Egg
2020,7,51,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비 (Jannabi),잔나비
2020,7,52,심술,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,7,53,밤,"문성욱 (Moon SeongWook), 임재현 (Lim Jae Hyun)","문성욱,정혜원,라경외,이성훈,임영우"
2020,7,54,웃으며,"임재현 (Lim Jae Hyun), 문성욱 (Moon SeongWook)","문성욱,LAGOON"
2020,7,55,오늘,오왠 (O.WHEN),"오왠,빌리어코스티,권혁호,박종득,김지용"
2020,7,56,동화,멜로망스 (MeloMance),"멜로망스,정동환"
2020,7,58,대충 입고 나와,우디 (Woody),"우디,로브,송호일"
2020,7,59,Blue,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,7,60,봄이 좋냐??,10CM (십센치),"10CM,오안,이윤혁"
2020,7,61,비행운,문문 (MoonMoon),"문문,김영철"
2020,7,62,She (Hidden Track No.V 1월 선정곡),잔나비 (Jannabi),잔나비
2020,7,63,잘 지내,적재 (Jukjae),"적재,SCORE,Megatone"
2020,7,64,빈칸을 채워주시오,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,7,65,나랑 아니면,검정치마 (The Black Skirts),검정치마
2020,7,66,붙잡을 수가 없잖아,오왠 (O.WHEN),"오왠,이요한"
2020,7,67,개인주의 (Feat. Zion.T),적재 (Jukjae),"적재,Zion.T,SCORE,Megatone"
2020,7,68,사랑은 은하수 다방에서,10CM (십센치),10CM
2020,7,69,고백,델리스파이스 (Deli Spice),"고범준,김C"
2020,7,70,그러나,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2020,7,71,바라봐줘요,죠지 (george),"죠지,박문치"
2020,7,72,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선","최현석,학선,임정규"
2020,7,73,#첫사랑,볼빨간사춘기 (BOL4),"김지수,황종하"
2020,7,74,You(=I),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,7,75,매트리스,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2020,7,76,Mermaid,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,7,77,오늘의 기분,CHEEZE (치즈),"달총,한밤,REPROJECT"
2020,7,78,여름밤에 우린,스탠딩 에그 (Standing Egg),
2020,7,79,방에 모기가 있어 (Do You Think Of Me?),10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2020,7,80,고백,뜨거운 감자 (Hot Potato),고범준
2020,7,81,pet,10CM (십센치),"10CM,이요한,성수용,이윤혁,박기훈"
2020,7,82,Lullaby,적재 (Jukjae),"적재,추대관"
2020,7,83,좋아해 (bye),CHEEZE (치즈),달총
2020,7,85,난춘 (亂春),새소년 (SE SO NEON),"So!YoON!,김한주"
2020,7,86,어떻게 생각해,CHEEZE (치즈),CHEEZE
2020,7,87,빌런 (Villain),스텔라장 (Stella Jang),"스텔라장,SCORE,박중훈"
2020,7,88,"Gloomy Star (Feat. 1ho, Chan)",공기남 (Airman),공기남
2020,7,89,프리지아,볼빨간사춘기 (BOL4),"안지영,황종하"
2020,7,90,사랑한다는 말로는,피아노맨 (PIANO MAN),"숀,피아노맨"
2020,7,91,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운 (Mad Clown),"매드 클라운,Ye-Yo,권브라더스"
2020,7,92,널 생각해,원 모어 찬스 (one more chance),정지찬
2020,7,93,와리가리,혁오 (HYUKOH),"오혁,혁오"
2020,7,95,XX,볼빨간사춘기 (BOL4),"안지영,황종하"
2020,7,96,Mood Indigo,CHEEZE (치즈),CHEEZE
2020,7,97,서면역에서,순순희 (SOONSOONHEE),이래언
2020,7,98,취기를 빌려 (Vocal 이민혁),새봄 (saevom),
2020,7,99,걸을까,유승우 (Yu Seung Woo),"유승우,루빈"
2020,7,100,"못하겠다, 이별 (Feat. 12月)",T.P RETRO (타디스 프로젝트舊),"리트너,최현석,임정규"
2020,8,2,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),"오반,VAN.C"
2020,8,3,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,4,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2020,8,5,오래된 노래,스탠딩 에그 (Standing Egg),"Egg1,Egg2,Egg3"
2020,8,6,어떻게 지내 (답가),런치 (LUNCH),"오반,VAN.C"
2020,8,7,조금 취했어 (Prod. 2soo),임재현 (Lim Jae Hyun),2soo
2020,8,8,주저하는 연인들을 위해,잔나비 (Jannabi),"잔나비 최정훈,김도형,유영현,권박사"
2020,8,9,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2020,8,10,불 좀 꺼줄래,"주시크 (Joosiq), 오반 (OVAN)","주시크,안성현"
2020,8,11,너의 번호를 누르고 (Prod. 영화처럼),#안녕,"리트너,두번째 별,임정규"
2020,8,12,Way Back Home,숀 (SHAUN),숀
2020,8,13,서툰 이별을 하려해 (Feat.전상근),윤토벤 (YounToven) ,B.a.B
2020,8,14,여행,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,15,있어줘요,장덕철 (JANG DEOK CHEOL),"덕인,DOKO"
2020,8,16,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),
2020,8,17,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2020,8,18,워커홀릭,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,20,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE),"에이치코드,이승표,한희준"
2020,8,21,품,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,22,선물,멜로망스 (MeloMance),"멜로망스,정동환"
2020,8,23,"나만, 봄",볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,24,별 보러 가자,적재 (Jukjae),"적재,추대관"
2020,8,25,폰서트,10CM (십센치),"10CM,이요한,성수용,이윤혁"
2020,8,26,나의 사춘기에게,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,27,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비 (Jannabi),잔나비
2020,8,28,이 노래가 클럽에서 나온다면,우디 (Woody),"우디,김동휘"
2020,8,29,별 보러 갈래?,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,30,스토커,10CM (십센치),"10CM,Fine Five"
2020,8,31,우주를 줄게,볼빨간사춘기 (BOL4),"바닐라맨,안지영,낯선아이"
2020,8,32,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊),최현석
2020,8,33,행복,오반 (OVAN),"피아노맨,J.Litz"
2020,8,34,인셉션 (feat. 1ho & Chan),공기남 (Airman),"공기남,Chan"
2020,8,35,TOMBOY,혁오 (HYUKOH),"오혁,카더가든,혁오"
2020,8,36,썸 탈꺼야,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,37,좋다고 말해,볼빨간사춘기 (BOL4),"바닐라맨,안지영"
2020,8,38,Little Star,스탠딩 에그 (Standing Egg),Standing Egg
2020,8,39,인사,멜로망스 (MeloMance),정동환
2020,8,40,나만 안되는 연애,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,41,니가 보고싶은 밤,윤딴딴 (YUN DDanDdan),"윤딴딴,밤그늘"
2020,8,42,안아줘,정준일 (Jung Joon Il),정준일
2020,8,43,남이 될 수 있을까,"볼빨간사춘기 (BOL4), 스무살 (20 YEARS OF AGE)",바닐라맨
2020,8,44,그대가 살아서,정동원 (Jeong Dong Won),"리트너,더필름,임정규"
2020,8,45,위잉위잉,혁오 (HYUKOH),
2020,8,46,Madeleine Love,CHEEZE (치즈),"구름,달총"
2020,8,47,겨울을 걷는다,윤딴딴 (YUN DDanDdan),"윤딴딴,nineoff"
2020,8,48,홍연,안예은 (AHN YE EUN),안예은
2020,8,49,비오는 날 뭐해,하은 (포맨),VIP
2020,8,50,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비 (Jannabi),잔나비
2020,8,51,잘 지내,적재 (Jukjae),"적재,SCORE,Megatone"
2020,8,52,심술,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,53,웃으며,"임재현 (Lim Jae Hyun), 문성욱 (Moon SeongWook)","문성욱,LAGOON"
2020,8,54,여름별,정동원 (Jeong Dong Won),"리트너,두번째 별,임정규"
2020,8,55,밤,"문성욱 (Moon SeongWook), 임재현 (Lim Jae Hyun)","문성욱,정혜원,라경외,이성훈,임영우"
2020,8,56,오늘,오왠 (O.WHEN),"오왠,빌리어코스티,권혁호,박종득,김지용"
2020,8,57,동화,멜로망스 (MeloMance),"멜로망스,정동환"
2020,8,58,Blue,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,59,대충 입고 나와,우디 (Woody),"우디,로브,송호일"
2020,8,60,비행운,문문 (MoonMoon),"문문,김영철"
2020,8,61,She (Hidden Track No.V 1월 선정곡),잔나비 (Jannabi),잔나비
2020,8,62,여름밤에 우린,스탠딩 에그 (Standing Egg),
2020,8,63,취기를 빌려 (Vocal 이민혁),새봄 (saevom),
2020,8,64,나랑 아니면,검정치마 (The Black Skirts),검정치마
2020,8,65,사랑은 은하수 다방에서,10CM (십센치),10CM
2020,8,66,봄이 좋냐??,10CM (십센치),"10CM,오안,이윤혁"
2020,8,67,널 생각해,원 모어 찬스 (one more chance),정지찬
2020,8,68,고백,델리스파이스 (Deli Spice),"고범준,김C"
2020,8,69,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선","최현석,학선,임정규"
2020,8,70,그러나,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2020,8,72,Mermaid,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,73,매트리스,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2020,8,74,#첫사랑,볼빨간사춘기 (BOL4),"김지수,황종하"
2020,8,75,You(=I),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,76,바라봐줘요,죠지 (george),"죠지,박문치"
2020,8,77,방에 모기가 있어 (Do You Think Of Me?),10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2020,8,78,pet,10CM (십센치),"10CM,이요한,성수용,이윤혁,박기훈"
2020,8,79,고백,뜨거운 감자 (Hot Potato),고범준
2020,8,80,"못하겠다, 이별 (Feat. 12月)",T.P RETRO (타디스 프로젝트舊),"리트너,최현석,임정규"
2020,8,81,와리가리,혁오 (HYUKOH),"오혁,혁오"
2020,8,83,어떻게 생각해,CHEEZE (치즈),CHEEZE
2020,8,84,서면역에서,순순희 (SOONSOONHEE),이래언
2020,8,85,빈칸을 채워주시오,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,8,86,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운 (Mad Clown),"매드 클라운,Ye-Yo,권브라더스"
2020,8,87,좋아해 (bye),CHEEZE (치즈),달총
2020,8,88,사랑한다는 말로는,피아노맨 (PIANO MAN),"숀,피아노맨"
2020,8,89,난춘 (亂春),새소년 (SE SO NEON),"So!YoON!,김한주"
2020,8,91,"너, 너",스트레이 (The Stray),"L.NDN,스트레이,센티멘탈 시너리"
2020,8,92,프리지아,볼빨간사춘기 (BOL4),"안지영,황종하"
2020,8,93,고백,정준일 (Jung Joon Il),"정준일,권영찬"
2020,8,94,XX,볼빨간사춘기 (BOL4),"안지영,황종하"
2020,8,95,타투 (Tattoo),적재 (Jukjae),"적재,이주형,GDLO"
2020,8,96,"Gloomy Star (Feat. 1ho, Chan)",공기남 (Airman),공기남
2020,8,97,빌런 (Villain),스텔라장 (Stella Jang),"스텔라장,SCORE,박중훈"
2020,8,98,개인주의 (Feat. Zion.T),적재 (Jukjae),"적재,Zion.T,SCORE,Megatone"
2020,8,99,November Rain,잔나비 (Jannabi),잔나비
2020,8,100,불공평,순순희 (SOONSOONHEE),"박가영,김훈식"
2020,9,1,오래된 노래,스탠딩 에그 (Standing Egg),"Egg1,Egg2,Egg3"
2020,9,3,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),"오반,VAN.C"
2020,9,4,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2020,9,5,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,6,어떻게 지내 (답가),런치 (LUNCH),"오반,VAN.C"
2020,9,7,축하해 (Prod. By VAN.C),오반 (OVAN),"VAN.C,오반"
2020,9,8,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온 (LEE RAON)","마크툽,이라온"
2020,9,9,조금 취했어 (Prod. 2soo),임재현 (Lim Jae Hyun),2soo
2020,9,10,주저하는 연인들을 위해,잔나비 (Jannabi),"잔나비 최정훈,김도형,유영현,권박사"
2020,9,11,서면역에서,순순희 (SOONSOONHEE),이래언
2020,9,12,너의 번호를 누르고 (Prod. 영화처럼),#안녕,"리트너,두번째 별,임정규"
2020,9,13,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2020,9,14,별 보러 가자,적재 (Jukjae),"적재,추대관"
2020,9,15,서툰 이별을 하려해 (Feat.전상근),윤토벤 (YounToven) ,B.a.B
2020,9,16,Way Back Home,숀 (SHAUN),숀
2020,9,17,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),
2020,9,18,있어줘요,장덕철 (JANG DEOK CHEOL),"덕인,DOKO"
2020,9,19,Tight,10CM (십센치),"이아일,박문치,NODAY"
2020,9,20,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2020,9,21,여행,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,22,선물,멜로망스 (MeloMance),"멜로망스,정동환"
2020,9,23,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE),"에이치코드,이승표,한희준"
2020,9,24,워커홀릭,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,25,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비 (Jannabi),잔나비
2020,9,26,불 좀 꺼줄래,"주시크 (Joosiq), 오반 (OVAN)","주시크,안성현"
2020,9,27,폰서트,10CM (십센치),"10CM,이요한,성수용,이윤혁"
2020,9,28,그때는 이 거리가 아름다웠다,잠골버스 (잠자는 골방의 버스커들),정일호
2020,9,29,나의 사춘기에게,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,30,"나만, 봄",볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,31,스토커,10CM (십센치),"10CM,Fine Five"
2020,9,32,품,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,34,이 노래가 클럽에서 나온다면,우디 (Woody),"우디,김동휘"
2020,9,35,잘 지내,적재 (Jukjae),"적재,SCORE,Megatone"
2020,9,36,우주를 줄게,볼빨간사춘기 (BOL4),"바닐라맨,안지영,낯선아이"
2020,9,37,별 보러 갈래?,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,38,안아줘,정준일 (Jung Joon Il),정준일
2020,9,39,차라리,노틸러스 (nautilus),"Joseph K,Brian U,구현모"
2020,9,40,행복,오반 (OVAN),"피아노맨,J.Litz"
2020,9,41,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊),최현석
2020,9,42,TOMBOY,혁오 (HYUKOH),"오혁,카더가든,혁오"
2020,9,43,인사,멜로망스 (MeloMance),정동환
2020,9,44,니가 보고싶은 밤,윤딴딴 (YUN DDanDdan),"윤딴딴,밤그늘"
2020,9,45,남이 될 수 있을까,"볼빨간사춘기 (BOL4), 스무살 (20 YEARS OF AGE)",바닐라맨
2020,9,46,나만 안되는 연애,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,47,썸 탈꺼야,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,48,Speechless,스탠딩 에그 (Standing Egg),"Mooney,James Shay,Reynolds,Jordan,Smyers,Dan,Veltz,Laura"
2020,9,49,좋다고 말해,볼빨간사춘기 (BOL4),"바닐라맨,안지영"
2020,9,50,Little Star,스탠딩 에그 (Standing Egg),Standing Egg
2020,9,51,그대가 살아서,정동원 (Jeong Dong Won),"리트너,더필름,임정규"
2020,9,52,위잉위잉,혁오 (HYUKOH),
2020,9,53,Madeleine Love,CHEEZE (치즈),"구름,달총"
2020,9,54,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비 (Jannabi),잔나비
2020,9,55,겨울을 걷는다,윤딴딴 (YUN DDanDdan),"윤딴딴,nineoff"
2020,9,56,홍연,안예은 (AHN YE EUN),안예은
2020,9,57,오늘,오왠 (O.WHEN),"오왠,빌리어코스티,권혁호,박종득,김지용"
2020,9,58,She (Hidden Track No.V 1월 선정곡),잔나비 (Jannabi),잔나비
2020,9,59,동화,멜로망스 (MeloMance),"멜로망스,정동환"
2020,9,60,웃으며,"임재현 (Lim Jae Hyun), 문성욱 (Moon SeongWook)","문성욱,LAGOON"
2020,9,61,심술,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,62,인셉션 (feat. 1ho & Chan),공기남 (Airman),"공기남,Chan"
2020,9,63,비오는 날 뭐해,하은 (포맨),VIP
2020,9,64,취기를 빌려 (Vocal 이민혁),새봄 (saevom),
2020,9,65,"너, 너",스트레이 (The Stray),"L.NDN,스트레이,센티멘탈 시너리"
2020,9,66,Blue,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,67,비행운,문문 (MoonMoon),"문문,김영철"
2020,9,68,나랑 아니면,검정치마 (The Black Skirts),검정치마
2020,9,69,고백,델리스파이스 (Deli Spice),"고범준,김C"
2020,9,70,여름밤에 우린,스탠딩 에그 (Standing Egg),
2020,9,71,그러나,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2020,9,72,밤,"문성욱 (Moon SeongWook), 임재현 (Lim Jae Hyun)","문성욱,정혜원,라경외,이성훈,임영우"
2020,9,73,사랑은 은하수 다방에서,10CM (십센치),10CM
2020,9,74,대충 입고 나와,우디 (Woody),"우디,로브,송호일"
2020,9,75,매트리스,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2020,9,76,널 생각해,원 모어 찬스 (one more chance),정지찬
2020,9,77,바라봐줘요,죠지 (george),"죠지,박문치"
2020,9,78,하염없이 (Feat. 정동원),"T.P RETRO (타디스 프로젝트舊), 학선","최현석,학선,임정규"
2020,9,79,pet,10CM (십센치),"10CM,이요한,성수용,이윤혁,박기훈"
2020,9,80,#첫사랑,볼빨간사춘기 (BOL4),"김지수,황종하"
2020,9,81,봄이 좋냐??,10CM (십센치),"10CM,오안,이윤혁"
2020,9,82,Mermaid,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,83,You(=I),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,84,여름별,정동원 (Jeong Dong Won),"리트너,두번째 별,임정규"
2020,9,85,새벽을 달려 (Feat. JUNIEL),스무살 (20 YEARS OF AGE),"스무살,818"
2020,9,86,고백,뜨거운 감자 (Hot Potato),고범준
2020,9,87,좋아해 (bye),CHEEZE (치즈),달총
2020,9,88,타투 (Tattoo),적재 (Jukjae),"적재,이주형,GDLO"
2020,9,89,민들레 (single ver.),우효 (OOHYO),"우효,Tony Doogan"
2020,9,90,와리가리,혁오 (HYUKOH),"오혁,혁오"
2020,9,91,가끔 미치도록 네가 안고 싶어질 때가 있어,가을방학 (Autumn vacation),정바비
2020,9,92,Lullaby,적재 (Jukjae),"적재,추대관"
2020,9,93,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운 (Mad Clown),"매드 클라운,Ye-Yo,권브라더스"
2020,9,94,방에 모기가 있어 (Do You Think Of Me?),10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2020,9,95,어떻게 생각해,CHEEZE (치즈),CHEEZE
2020,9,96,사랑한다는 말로는,피아노맨 (PIANO MAN),"숀,피아노맨"
2020,9,97,고백,정준일 (Jung Joon Il),"정준일,권영찬"
2020,9,98,싸운날,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,9,100,프리지아,볼빨간사춘기 (BOL4),"안지영,황종하"
2020,10,1,오래된 노래,스탠딩 에그 (Standing Egg),"Egg1,Egg2,Egg3"
2020,10,3,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),"오반,VAN.C"
2020,10,4,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2020,10,5,서면역에서,순순희 (SOONSOONHEE),이래언
2020,10,6,축하해 (Prod. By VAN.C),오반 (OVAN),"VAN.C,오반"
2020,10,7,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온 (LEE RAON)","마크툽,이라온"
2020,10,8,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,10,9,어떻게 지내 (답가),런치 (LUNCH),"오반,VAN.C"
2020,10,10,조금 취했어 (Prod. 2soo),임재현 (Lim Jae Hyun),2soo
2020,10,11,주저하는 연인들을 위해,잔나비 (Jannabi),"잔나비 최정훈,김도형,유영현,권박사"
2020,10,12,Tight,10CM (십센치),"이아일,박문치,NODAY"
2020,10,13,너의 번호를 누르고 (Prod. 영화처럼),#안녕,"리트너,두번째 별,임정규"
2020,10,14,별 보러 가자,적재 (Jukjae),"적재,추대관"
2020,10,15,그때는 이 거리가 아름다웠다,잠골버스 (잠자는 골방의 버스커들),정일호
2020,10,16,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재 (Jukjae),"DOKO,사승호"
2020,10,17,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),
2020,10,18,Way Back Home,숀 (SHAUN),숀
2020,10,19,서툰 이별을 하려해 (Feat.전상근),윤토벤 (YounToven) ,B.a.B
2020,10,20,선물,멜로망스 (MeloMance),"멜로망스,정동환"
2020,10,21,있어줘요,장덕철 (JANG DEOK CHEOL),"덕인,DOKO"
2020,10,22,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2020,10,23,사랑하는 너에게 (취향저격 그녀 X 스탠딩 에그),스탠딩 에그,Noheul
2020,10,24,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),"마크툽,이라온,Triple Synergy,박민지"
2020,10,25,여행,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,10,26,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE),"에이치코드,이승표,한희준"
2020,10,27,나의 사춘기에게,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,10,28,워커홀릭,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,10,29,폰서트,10CM (십센치),"10CM,이요한,성수용,이윤혁"
2020,10,30,스토커,10CM (십센치),"10CM,Fine Five"
2020,10,31,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비 (Jannabi),잔나비
2020,10,32,"나만, 봄",볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,10,33,불 좀 꺼줄래,"주시크 (Joosiq), 오반 (OVAN)","주시크,안성현"
2020,10,34,이 노래가 클럽에서 나온다면,우디 (Woody),"우디,김동휘"
2020,10,35,우주를 줄게,볼빨간사춘기 (BOL4),"바닐라맨,안지영,낯선아이"
2020,10,36,안아줘,정준일 (Jung Joon Il),정준일
2020,10,38,별 보러 갈래?,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,10,39,행복,오반 (OVAN),"피아노맨,J.Litz"
2020,10,40,잘 지내,적재 (Jukjae),"적재,SCORE,Megatone"
2020,10,41,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊),최현석
2020,10,42,품,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,10,43,TOMBOY,혁오 (HYUKOH),"오혁,카더가든,혁오"
2020,10,44,니가 보고싶은 밤,윤딴딴 (YUN DDanDdan),"윤딴딴,밤그늘"
2020,10,45,나만 안되는 연애,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,10,46,인사,멜로망스 (MeloMance),정동환
2020,10,47,남이 될 수 있을까,"볼빨간사춘기 (BOL4), 스무살 (20 YEARS OF AGE)",바닐라맨
2020,10,48,좋다고 말해,볼빨간사춘기 (BOL4),"바닐라맨,안지영"
2020,10,49,썸 탈꺼야,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,10,50,홍연,안예은 (AHN YE EUN),안예은
2020,10,51,겨울을 걷는다,윤딴딴 (YUN DDanDdan),"윤딴딴,nineoff"
2020,10,52,그대가 살아서,정동원 (Jeong Dong Won),"리트너,더필름,임정규"
2020,10,53,위잉위잉,혁오 (HYUKOH),
2020,10,54,Little Star,스탠딩 에그 (Standing Egg),Standing Egg
2020,10,55,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비 (Jannabi),잔나비
2020,10,56,몇 번의 이별,정효빈 (Jeong Hyo Bean),"빅가이로빈,최상언,김홍준"
2020,10,57,누명 (Prod. 2soo),임재현 (Lim Jae Hyun),"2soo,문성욱"
2020,10,58,Madeleine Love,CHEEZE (치즈),"구름,달총"
2020,10,59,오늘,오왠 (O.WHEN),"오왠,빌리어코스티,권혁호,박종득,김지용"
2020,10,60,심술,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,10,61,웃으며,"임재현 (Lim Jae Hyun), 문성욱 (Moon SeongWook)","문성욱,LAGOON"
2020,10,62,고백,델리스파이스 (Deli Spice),"고범준,김C"
2020,10,63,동화,멜로망스 (MeloMance),"멜로망스,정동환"
2020,10,64,She (Hidden Track No.V 1월 선정곡),잔나비 (Jannabi),잔나비
2020,10,65,범 내려온다,이날치 (LEENALCHI),이날치
2020,10,66,Blue,볼빨간사춘기 (BOL4),"안지영,바닐라맨"
2020,10,67,나랑 아니면,검정치마 (The Black Skirts),검정치마
2020,10,68,사랑은 은하수 다방에서,10CM (십센치),10CM
2020,10,69,또 (Song by 줍에이) (feat. 가현),SOUND PALETTE (사운드 팔레트),"GC,줍에이,가현"
2020,10,70,밤,"문성욱 (Moon SeongWook), 임재현 (Lim Jae Hyun)","문성욱,정혜원,라경외,이성훈,임영우"
2020,10,71,비행운,문문 (MoonMoon),"문문,김영철"
2020,10,72,"너, 너",스트레이 (The Stray),"L.NDN,스트레이,센티멘탈 시너리"
2020,10,73,널 생각해,원 모어 찬스 (one more chance),정지찬
2020,10,74,그러나,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2020,10,75,매트리스,10CM (십센치),"10CM,이요한,성수용,방인재,이윤혁"
2020,10,76,취기를 빌려 (Vocal 이민혁),새봄 (saevom),
