년도,월,순위,타이틀,가수,프로듀서
2020,8,81,비올레타,IZ*ONE (아이즈원),"최현준,김승수,박슬기"
2020,8,82,Touch My Body,씨스타,"블랙아이드필승,Rado"
2020,8,83,거짓말,BIGBANG (빅뱅),"G-DRAGON,용감한형제"
2020,8,84,Loving U (러빙유),씨스타,이단옆차기
2020,8,85,한(一),(여자)아이들,"빅싼초,전소연"
2020,8,86,냉면,명카드라이브,이트라이브
2020,8,87,9와 4분의 3 승강장에서 너를 기다려 (Run Away),투모로우바이투게더,"Slow Rabbit,Supreme Boi,Melanie Fontana,Michel 'Lindgren' Schulz,Andreas Carlsson,'Hitman' Bang,Pauline Skott,Peter St James"
2020,8,88,바다,코요태,"장용진,김성태"
2020,8,89,빙고 (아싸),거북이,Turtleman
2020,8,90,어쩌나,세븐틴,"WOOZI,BUMZU,박기태"
2020,8,91,이여름  Summer,쿨 (COOL),윤일상
2020,8,92,하루 끝,아이유,"Dokkun,박근태"
2020,8,93,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳),"Albi Albertsson,Markus Lindell,Belle Humble"
2020,8,94,순정 (純情),코요태,"최준영,조성현,김성태"
2020,8,95,Why Don't You Know (Feat. 넉살),청하,"임수호,C-no,웅킴"
2020,8,96,PARTY,소녀시대 (GIRLS' GENERATION),"Albi Albertsson,Chris Young,신아녜스,Mussashi"
2020,8,97,What is Love?,TWICE (트와이스),"J.Y. Park 'The Asiansoul',이우민 'Collapsedone'"
2020,8,98,뿜뿜,모모랜드 (MOMOLAND),"신사동호랭이,BXN"
2020,8,99,사이렌 (Siren),선미,"선미,FRANTS"
2020,8,100,불타오르네 (FIRE),방탄소년단,"PDOGG,방시혁,RM,SUGA,Devine Channel"
2020,9,1,Dynamite,방탄소년단,"David Stewart,Jessica Agombar"
2020,9,2,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)","이상순,high seAson"
2020,9,3,마리아 (Maria),화사 (Hwa Sa),"박우상,화사"
2020,9,4,When We Disco (Duet with 선미),박진영 (J.Y. Park),"J.Y. Park 'The Asiansoul',이해솔"
2020,9,5,Dolphin,오마이걸 (OH MY GIRL),"Ryan S. Jhun,Celine Svanback,Chloe Latimer,Jeppe London,Lauritz Christiansen"
2020,9,6,덤디덤디 (DUMDi DUMDi),(여자)아이들,"전소연,Poptime"
2020,9,7,Not Shy,ITZY (있지),"Kobee,Charlotte Wilson,earattack,박진영"
2020,9,8,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),"Steven Lee,Andreas Johansson,Laurell,Sebastian Thott"
2020,9,9,그 여름을 틀어줘,"싹쓰리 (유두래곤, 린다G, 비룡)",심은지
2020,9,10,Ice Cream (with Selena Gomez),BLACKPINK,"Tommy Brown,Mr. Franks,TEDDY,Bekuh BOOM,Victoria Monet,24,Selena Gomez,Ariana Grande"
2020,9,11,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,"PDOGG,RM,Melanie Fontana,Michel 'Lindgren' Schulz,'Hitman' Bang,SUGA,Emily Weisband,j-hope,Halsey"
2020,9,12,보라빛 밤 (pporappippam),선미,"선미,FRANTS"
2020,9,13,여름 안에서 by 싹쓰리 (Feat. 황광희),"싹쓰리 (유두래곤, 린다G, 비룡)","이현도,박문치"
2020,9,14,신난다 (Feat. 마마무),비룡,"이현승,비룡,코스믹 사운드,코스믹 걸,TM"
2020,9,15,Into the I-LAND,아이유,"원더키드,Melanie Fontana,Michel 'Lindgren' Schulz,'Hitman' Bang,danke,이스란,탐쓴,송재경"
2020,9,16,Psycho,Red Velvet (레드벨벳),"Andrew Scott,Cazzi Opeia,EJAE,유영진"
2020,9,17,MORE & MORE,TWICE (트와이스),"Uzoechi Emenike,Justin Tranter,Julia Michaels,Zara Larsson,MNEK,J.Y. Park 'The Asiansoul',이해솔"
2020,9,18,PLAY (Feat. 창모),청하,"Vincenzo,Fuxxy,Any Masingga,Anna Timgren,CHANGMO"
2020,9,19,덤더럼 (Dumhdurum),Apink (에이핑크),"블랙아이드필승,전군,라도"
2020,9,20,Monster,레드벨벳-아이린&슬기,"Yaakov 'Yash' Gruzman,Delaney Jane,Jenson Vaughan,유영진"
2020,9,21,FIESTA,IZ*ONE (아이즈원),"최현준,김승수"
2020,9,22,HIP,마마무 (Mamamoo),"Dokkun,박우상,화사"
2020,9,23,WANNABE,ITZY (있지),"별들의전쟁,우빈,team GALACTIKA *"
2020,9,24,숲의 아이 (Bon voyage),유아 (오마이걸),"Afshin Salmani,Josh Cumbee,Ryan S. Jhun,Shari Short,Josephina Carr,AFSHEEN"
2020,9,25,아틀란티스 소녀 (Atlantis Princess),볼빨간사춘기,"황성제,Jin By Jin"
2020,9,26,환상동화 (Secret Story of the Swan),IZ*ONE (아이즈원),MosPick
2020,9,27,Left & Right,세븐틴,"WOOZI,BUMZU"
2020,9,28,What You Waiting For,전소미,"TEDDY,R.Tee,24,전소미"
2020,9,29,WANNA BE MYSELF(나는 안다르다),마마무 (Mamamoo),"코스믹 사운드,코스믹 걸"
2020,9,30,LALALILALA,에이프릴 (APRIL),"moonc,강명신"
2020,9,31,달라달라,ITZY (있지),"별들의전쟁,아테나,GALACTIKA"
2020,9,32,비행기,거북이,임성훈
2020,9,33,Forever Young,BLACKPINK,"TEDDY,FUTURE BOUNCE,R.Tee"
2020,9,34,마지막처럼,BLACKPINK,"TEDDY,FUTURE BOUNCE,Lydia Paek"
2020,9,35,두리쥬와 (Feat. S.B.N),유두래곤,"박현우,송성경"
2020,9,36,Obliviate,러블리즈,"Stardust,재리포터"
2020,9,37,Criminal,태민 (TAEMIN),"Lauren Aquilina,Chloe Latimer,Shae Jacobs,SCORE,Megatone"
2020,9,38,BUNGEE (Fall in Love),오마이걸 (OH MY GIRL),"Hyuk Shin,정윤,Ashley Alisha,JJ Evans,MooF"
2020,9,39,Dance The Night Away,TWICE (트와이스),"Anne Judith Stokke Wik,Jonatan Gusmark,Ludvig Evers a.k.a Moonshine,Cazzi Opeia,오승은,Andreas Baertels"
2020,9,40,FANCY,TWICE (트와이스),"블랙아이드필승,전군,라도"
2020,9,41,벌써 12시,청하,"블랙아이드필승,전군,라도"
2020,9,42,호랑이 (Tiger Inside),SuperM,"Moonshine,Alexander Karlsson"
2020,9,43,불장난,BLACKPINK,"TEDDY,R.Tee"
2020,9,44,비밀정원,오마이걸 (OH MY GIRL),"Steven Lee,Mayu Wakisaka,Sean Alexander"
2020,9,45,불티 (Spark),태연 (TAEYEON),"KENZIE,Anne Judith Stokke Wik,Ronny Svendsen"
2020,9,46,BLUE MOON (Prod. GroovyRoom),"효린, 창모 (CHANGMO)",그루비룸
2020,9,47,Feel Special,TWICE (트와이스),"J.Y. Park 'The Asiansoul',Ollipop,Hayley Aitken,이우민 'Collapsedone'"
2020,9,48,ICY,ITZY (있지),"J.Y. Park 'The Asiansoul',Cazzi Opeia,Ellen Berg,Daniel Caesar,Ludwig Lindell,Ashley Alisha,Cameron Neilson,Lauren Dyson,이해솔"
2020,9,49,너랑 나,아이유,이민수
2020,9,50,멍청이(twit),화사 (Hwa Sa),"Dokkun,박우상,화사"
2020,9,51,아주 NICE,세븐틴,"WOOZI,BUMZU"
2020,9,52,빨간 맛 (Red Flavor),Red Velvet (레드벨벳),"Daniel Caesar,Ludwig Lindell,Caesar & Loui"
2020,9,53,Oh my god,(여자)아이들,"빅싼초,전소연"
2020,9,54,좋은 날,아이유,이민수
2020,9,55,Roller Coaster,청하,"블랙아이드필승,전군,라도"
2020,9,56,Stay Tonight,청하,"Vincenzo,Any Masingga,Fuxxy,Anna Timgren"
2020,9,57,LATATA,(여자)아이들,"빅싼초,전소연"
2020,9,58,LION,(여자)아이들,"빅싼초,전소연"
2020,9,59,YES or YES,TWICE (트와이스),"David Amber,Andy Love"
2020,9,60,Apple,여자친구 (GFRIEND),"FRANTS,PDOGG,'Hitman' Bang,황현,은하,Hannah Robinson,Richard Phillips,Alex Nese,Chendy,유주,노주환,김진,구여름,이스란"
2020,9,61,Obsession,EXO,"Dem Jointz,Cristi 'Stalone' Gallo,Asia'h Epperson,Adrian Mckinnon,유영진,라이언 전"
2020,9,62,아틀란티스 소녀 (Atlantis Princess),보아 (BoA),"보아,Shaun Kim"
2020,9,63,다섯 번째 계절 (SSFWL),오마이걸 (OH MY GIRL),"Steven Lee,Joe Lawrence,Caroline Gustavsson"
2020,9,64,스물셋,아이유,"이종훈,이채규,IU"
2020,9,65,별이 빛나는 밤,마마무 (Mamamoo),"Dokkun,박우상"
2020,9,66,하루 끝,아이유,"Dokkun,박근태"
2020,9,67,Snapping,청하,"박우상,한재완"
2020,9,68,REALLY REALLY,WINNER,"강승윤,강욱진,MINO"
2020,9,69,불타오르네 (FIRE),방탄소년단,"PDOGG,방시혁,RM,SUGA,Devine Channel"
2020,9,70,I Don't Care,2NE1,"TEDDY,KUSH"
2020,9,71,우리집,2PM,"준케이,를"
2020,9,72,하루 하루,BIGBANG (빅뱅),"G-DRAGON,Daishi Dance"
2020,9,73,Don't Know What To Do,BLACKPINK,"TEDDY,24,Brian Lee,Bekuh BOOM,R.Tee,24"
2020,9,74,Decalcomanie (데칼코마니),마마무 (Mamamoo),"MGR,Dokkun,박우상"
2020,9,75,Now or Never,에이프릴 (APRIL),"Mayu Wakisaka,Appu Krishnan,Keiichiro Katayama,72,Justakiid"
2020,9,76,거짓말,BIGBANG (빅뱅),"G-DRAGON,용감한형제"
2020,9,77,불꽃놀이 (Remember Me),오마이걸 (OH MY GIRL),"Steven Lee,Caroline Gustavsson"
2020,9,78,한(一),(여자)아이들,"빅싼초,전소연"
2020,9,79,I NEED U,방탄소년단,"PDOGG,방시혁,RM,SUGA,j-hope,브라더수"
2020,9,80,비올레타,IZ*ONE (아이즈원),"최현준,김승수,박슬기"
2020,9,81,My My,세븐틴,"WOOZI,BUMZU,Vernon,박기태"
2020,9,82,THE BADDEST,"(여자)아이들, Wolftyla, Bea Miller, K/DA, League of Legends","라이엇게임즈 뮤직팀,Bekuh BOOM"
2020,9,83,CHEER UP,TWICE (트와이스),"블랙아이드필승,라도"
2020,9,84,Power Up,Red Velvet (레드벨벳),"Ludvig Evers a.k.a Moonshine,Jonatan Gusmark,Ellen Berg Tollbom,Cazzi Opeia"
2020,9,85,사이렌 (Siren),선미,"선미,FRANTS"
2020,9,86,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳),"Albi Albertsson,Markus Lindell,Belle Humble"
2020,9,87,파도,유엔,윤일상
2020,9,88,What is Love?,TWICE (트와이스),"J.Y. Park 'The Asiansoul',이우민 'Collapsedone'"
2020,9,89,Love Shot,EXO,"Mike Woods,Kevin White,Andrew Bazzi,Anthony Russo,MZMC,Rice n' Peas"
2020,9,90,가시나,선미,"죠리,TEDDY,24"
2020,9,91,순정 (純情),코요태,"최준영,조성현,김성태"
2020,9,92,뿜뿜,모모랜드 (MOMOLAND),"신사동호랭이,BXN"
2020,9,93,Senorita,(여자)아이들,"빅싼초,전소연"
2020,9,94,자각몽 (Abracadabra),유아 (오마이걸),"Ryan S. Jhun,Lukas Hallgren,Jon Hallgren,Maria Broberg,Grace Gachotsaka"
2020,9,95,빙고 (아싸),거북이,Turtleman
2020,9,96,Bad Boy,Red Velvet (레드벨벳),"The Stereotypes,Maxx Song,Whitney Phillips,유영진"
2020,9,97,GOTTA GO (가라고),소유 (SOYOU),"Arthur J,Francis,마스터키"
2020,9,98,9와 4분의 3 승강장에서 너를 기다려 (Run Away),투모로우바이투게더,"Slow Rabbit,Supreme Boi,Melanie Fontana,Michel 'Lindgren' Schulz,Andreas Carlsson,'Hitman' Bang,Pauline Skott,Peter St James"
2020,9,99,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원),MosPick
2020,9,100,SHAKE IT,씨스타,"이단옆차기,핫띠,영광의 얼굴들"
2020,10,1,Dynamite,방탄소년단,"David Stewart,Jessica Agombar"
2020,10,2,Lovesick Girls,BLACKPINK,"TEDDY,24,제니,Brian Lee,Leah Haywood,R.Tee,David Guetta"
2020,10,3,DON'T TOUCH ME,환불원정대,"블랙아이드필승,전군,라도"
2020,10,4,When We Disco (Duet with 선미),박진영 (J.Y. Park),"J.Y. Park 'The Asiansoul',이해솔"
2020,10,5,마리아 (Maria),화사 (Hwa Sa),"박우상,화사"
2020,10,6,Dolphin,오마이걸 (OH MY GIRL),"Ryan S. Jhun,Celine Svanback,Chloe Latimer,Jeppe London,Lauritz Christiansen"
2020,10,7,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)","이상순,high seAson"
2020,10,8,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,"PDOGG,RM,Melanie Fontana,Michel 'Lindgren' Schulz,'Hitman' Bang,SUGA,Emily Weisband,j-hope,Halsey"
2020,10,9,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),"Steven Lee,Andreas Johansson,Laurell,Sebastian Thott"
2020,10,10,덤디덤디 (DUMDi DUMDi),(여자)아이들,"전소연,Poptime"
2020,10,11,Ice Cream (with Selena Gomez),BLACKPINK,"Tommy Brown,Mr. Franks,TEDDY,Bekuh BOOM,Victoria Monet,24,Selena Gomez,Ariana Grande"
2020,10,12,Not Shy,ITZY (있지),"Kobee,Charlotte Wilson,earattack,박진영"
2020,10,13,보라빛 밤 (pporappippam),선미,"선미,FRANTS"
2020,10,14,그 여름을 틀어줘,"싹쓰리 (유두래곤, 린다G, 비룡)",심은지
2020,10,15,Into the I-LAND,아이유,"원더키드,Melanie Fontana,Michel 'Lindgren' Schulz,'Hitman' Bang,danke,이스란,탐쓴,송재경"
2020,10,16,Psycho,Red Velvet (레드벨벳),"Andrew Scott,Cazzi Opeia,EJAE,유영진"
2020,10,17,Bet You Wanna (Feat. Cardi B),BLACKPINK,"Tommy Brown,Mr. Franks,TEDDY"
2020,10,18,신난다 (Feat. 마마무),비룡,"이현승,비룡,코스믹 사운드,코스믹 걸,TM"
2020,10,19,여름 안에서 by 싹쓰리 (Feat. 황광희),"싹쓰리 (유두래곤, 린다G, 비룡)","이현도,박문치"
2020,10,20,MORE & MORE,TWICE (트와이스),"Uzoechi Emenike,Justin Tranter,Julia Michaels,Zara Larsson,MNEK,J.Y. Park 'The Asiansoul',이해솔"
2020,10,21,숲의 아이 (Bon voyage),유아 (오마이걸),"Afshin Salmani,Josh Cumbee,Ryan S. Jhun,Shari Short,Josephina Carr,AFSHEEN"
2020,10,22,PLAY (Feat. 창모),청하,"Vincenzo,Fuxxy,Any Masingga,Anna Timgren,CHANGMO"
2020,10,23,HIP,마마무 (Mamamoo),"Dokkun,박우상,화사"
2020,10,24,딩가딩가 (Dingga),마마무 (Mamamoo),"Dokkun,박우상,화사"
2020,10,25,덤더럼 (Dumhdurum),Apink (에이핑크),"블랙아이드필승,전군,라도"
2020,10,26,FIESTA,IZ*ONE (아이즈원),"최현준,김승수"
2020,10,27,ALIEN,이수현,"이찬혁,PEEJAY,서동환"
2020,10,28,WANNABE,ITZY (있지),"별들의전쟁,우빈,team GALACTIKA *"
2020,10,29,Love To Hate Me,BLACKPINK,"Tushar Apte,Rob Grimaldi,24,Vince,TEDDY"
2020,10,30,Monster,레드벨벳-아이린&슬기,"Yaakov 'Yash' Gruzman,Delaney Jane,Jenson Vaughan,유영진"
2020,10,31,Make A Wish (Birthday Song),NCT U,"Bobii Lewis,Karen Poole,Sonny J Mason"
2020,10,32,아틀란티스 소녀 (Atlantis Princess),볼빨간사춘기,"황성제,Jin By Jin"
2020,10,33,환상동화 (Secret Story of the Swan),IZ*ONE (아이즈원),MosPick
2020,10,34,Left & Right,세븐틴,"WOOZI,BUMZU"
2020,10,35,I CAN’T STOP ME,TWICE (트와이스),"Melanie Fontana,Michel 'Lindgren' Schulz,A Wright"
2020,10,36,마지막처럼,BLACKPINK,"TEDDY,FUTURE BOUNCE,Lydia Paek"
2020,10,37,LALALILALA,에이프릴 (APRIL),"moonc,강명신"
2020,10,38,Forever Young,BLACKPINK,"TEDDY,FUTURE BOUNCE,R.Tee"
2020,10,39,달라달라,ITZY (있지),"별들의전쟁,아테나,GALACTIKA"
2020,10,40,불장난,BLACKPINK,"TEDDY,R.Tee"
2020,10,41,HOME;RUN,세븐틴,"WOOZI,BUMZU,Nmore"
2020,10,42,What You Waiting For,전소미,"TEDDY,R.Tee,24,전소미"
2020,10,43,비행기,거북이,임성훈
2020,10,44,벌써 12시,청하,"블랙아이드필승,전군,라도"
2020,10,45,비밀정원,오마이걸 (OH MY GIRL),"Steven Lee,Mayu Wakisaka,Sean Alexander"
2020,10,46,FANCY,TWICE (트와이스),"블랙아이드필승,전군,라도"
2020,10,47,WANNA BE MYSELF(나는 안다르다),마마무 (Mamamoo),"코스믹 사운드,코스믹 걸"
2020,10,48,너랑 나,아이유,이민수
2020,10,49,BUNGEE (Fall in Love),오마이걸 (OH MY GIRL),"Hyuk Shin,정윤,Ashley Alisha,JJ Evans,MooF"
2020,10,50,불티 (Spark),태연 (TAEYEON),"KENZIE,Anne Judith Stokke Wik,Ronny Svendsen"
2020,10,51,멍청이(twit),화사 (Hwa Sa),"Dokkun,박우상,화사"
2020,10,52,좋은 날,아이유,이민수
2020,10,53,Dance The Night Away,TWICE (트와이스),"Anne Judith Stokke Wik,Jonatan Gusmark,Ludvig Evers a.k.a Moonshine,Cazzi Opeia,오승은,Andreas Baertels"
2020,10,54,우리집,2PM,"준케이,를"
2020,10,55,Feel Special,TWICE (트와이스),"J.Y. Park 'The Asiansoul',Ollipop,Hayley Aitken,이우민 'Collapsedone'"
2020,10,56,BLUE MOON (Prod. GroovyRoom),"효린, 창모 (CHANGMO)",그루비룸
2020,10,57,무대로,NCT DREAM,"Jonatan Gusmark,Ludvig Evers a.k.a Moonshine,Cazzi Opeia,Bobii Lewis"
2020,10,58,Roller Coaster,청하,"블랙아이드필승,전군,라도"
2020,10,59,YES or YES,TWICE (트와이스),"David Amber,Andy Love"
2020,10,60,스물셋,아이유,"이종훈,이채규,IU"
2020,10,61,Don't Know What To Do,BLACKPINK,"TEDDY,24,Brian Lee,Bekuh BOOM,R.Tee,24"
2020,10,62,하루 끝,아이유,"Dokkun,박근태"
2020,10,63,불타오르네 (FIRE),방탄소년단,"PDOGG,방시혁,RM,SUGA,Devine Channel"
2020,10,64,별이 빛나는 밤,마마무 (Mamamoo),"Dokkun,박우상"
2020,10,65,다섯 번째 계절 (SSFWL),오마이걸 (OH MY GIRL),"Steven Lee,Joe Lawrence,Caroline Gustavsson"
2020,10,66,ICY,ITZY (있지),"J.Y. Park 'The Asiansoul',Cazzi Opeia,Ellen Berg,Daniel Caesar,Ludwig Lindell,Ashley Alisha,Cameron Neilson,Lauren Dyson,이해솔"
2020,10,67,LATATA,(여자)아이들,"빅싼초,전소연"
2020,10,68,아주 NICE,세븐틴,"WOOZI,BUMZU"
2020,10,69,REALLY REALLY,WINNER,"강승윤,강욱진,MINO"
2020,10,70,LION,(여자)아이들,"빅싼초,전소연"
2020,10,71,Oh my god,(여자)아이들,"빅싼초,전소연"
2020,10,72,하루 하루,BIGBANG (빅뱅),"G-DRAGON,Daishi Dance"
2020,10,73,빨간 맛 (Red Flavor),Red Velvet (레드벨벳),"Daniel Caesar,Ludwig Lindell,Caesar & Loui"
2020,10,74,Decalcomanie (데칼코마니),마마무 (Mamamoo),"MGR,Dokkun,박우상"
2020,10,75,Snapping,청하,"박우상,한재완"
2020,10,76,거짓말,BIGBANG (빅뱅),"G-DRAGON,용감한형제"
2020,10,77,Stay Tonight,청하,"Vincenzo,Any Masingga,Fuxxy,Anna Timgren"
2020,10,78,My My,세븐틴,"WOOZI,BUMZU,Vernon,박기태"
2020,10,79,I NEED U,방탄소년단,"PDOGG,방시혁,RM,SUGA,j-hope,브라더수"
2020,10,80,I Don't Care,2NE1,"TEDDY,KUSH"
2020,10,81,불꽃놀이 (Remember Me),오마이걸 (OH MY GIRL),"Steven Lee,Caroline Gustavsson"
2020,10,82,Obsession,EXO,"Dem Jointz,Cristi 'Stalone' Gallo,Asia'h Epperson,Adrian Mckinnon,유영진,라이언 전"
2020,10,83,"Music, Dance",NCT 127,"KENZIE,Mike Daley,Mitchell Owens,Adrian Mckinnon"
2020,10,84,Save ME,방탄소년단,"PDOGG,Ray Michael Djan Jr,Ashton Foster,Samantha Harper,RM,SUGA,j-hope"
2020,10,85,아틀란티스 소녀 (Atlantis Princess),보아 (BoA),"보아,Shaun Kim"
2020,10,86,한(一),(여자)아이들,"빅싼초,전소연"
2020,10,87,Love Shot,EXO,"Mike Woods,Kevin White,Andrew Bazzi,Anthony Russo,MZMC,Rice n' Peas"
2020,10,88,What is Love?,TWICE (트와이스),"J.Y. Park 'The Asiansoul',이우민 'Collapsedone'"
2020,10,89,Feel Good (SECRET CODE),프로미스나인,"이우민 'Collapsedone',Justin Reinstein,Jjean"
2020,10,90,The Stealer,더보이즈 (THE BOYZ),"Coach & Sendo,Theo Lawrence,Yuki"
2020,10,91,TTL (Time To Love),"티아라, 초신성",Dokkun
2020,10,92,비올레타,IZ*ONE (아이즈원),"최현준,김승수,박슬기"
2020,10,93,사이렌 (Siren),선미,"선미,FRANTS"
2020,10,94,분홍신,아이유,이민수
2020,10,95,CHEER UP,TWICE (트와이스),"블랙아이드필승,라도"
2020,10,96,순정 (純情),코요태,"최준영,조성현,김성태"
2020,10,97,Apple,여자친구 (GFRIEND),"FRANTS,PDOGG,'Hitman' Bang,황현,은하,Hannah Robinson,Richard Phillips,Alex Nese,Chendy,유주,노주환,김진,구여름,이스란"
2020,10,98,Bad Boy,Red Velvet (레드벨벳),"The Stereotypes,Maxx Song,Whitney Phillips,유영진"
2020,10,99,뿜뿜,모모랜드 (MOMOLAND),"신사동호랭이,BXN"
2020,10,100,두리쥬와 (Feat. S.B.N),유두래곤,"박현우,송성경"
2020,11,1,Dynamite,방탄소년단,"David Stewart,Jessica Agombar"
2020,11,2,Lovesick Girls,BLACKPINK,"TEDDY,24,제니,Brian Lee,Leah Haywood,R.Tee,David Guetta"
2020,11,3,DON'T TOUCH ME,환불원정대,"블랙아이드필승,전군,라도"
2020,11,4,딩가딩가 (Dingga),마마무 (Mamamoo),"Dokkun,박우상,화사"
2020,11,5,When We Disco (Duet with 선미),박진영 (J.Y. Park),"J.Y. Park 'The Asiansoul',이해솔"
2020,11,6,I CAN’T STOP ME,TWICE (트와이스),"Melanie Fontana,Michel 'Lindgren' Schulz,A Wright"
2020,11,7,마리아 (Maria),화사 (Hwa Sa),"박우상,화사"
2020,11,8,Dolphin,오마이걸 (OH MY GIRL),"Ryan S. Jhun,Celine Svanback,Chloe Latimer,Jeppe London,Lauritz Christiansen"
2020,11,9,How You Like That,BLACKPINK,"TEDDY,R.Tee,24"
2020,11,10,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,"PDOGG,RM,Melanie Fontana,Michel 'Lindgren' Schulz,'Hitman' Bang,SUGA,Emily Weisband,j-hope,Halsey"
2020,11,11,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)","이상순,high seAson"
2020,11,12,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),"Steven Lee,Andreas Johansson,Laurell,Sebastian Thott"
2020,11,13,덤디덤디 (DUMDi DUMDi),(여자)아이들,"전소연,Poptime"
2020,11,14,AYA,마마무 (Mamamoo),"Dokkun,이상호,문별,김민기"
2020,11,15,Ice Cream (with Selena Gomez),BLACKPINK,"Tommy Brown,Mr. Franks,TEDDY,Bekuh BOOM,Victoria Monet,24,Selena Gomez,Ariana Grande"
2020,11,16,Not Shy,ITZY (있지),"Kobee,Charlotte Wilson,earattack,박진영"
2020,11,17,보라빛 밤 (pporappippam),선미,"선미,FRANTS"
2020,11,18,Psycho,Red Velvet (레드벨벳),"Andrew Scott,Cazzi Opeia,EJAE,유영진"
2020,11,19,Into the I-LAND,아이유,"원더키드,Melanie Fontana,Michel 'Lindgren' Schulz,'Hitman' Bang,danke,이스란,탐쓴,송재경"
2020,11,20,HIP,마마무 (Mamamoo),"Dokkun,박우상,화사"
2020,11,21,Dancing Cartoon,볼빨간사춘기,"안지영,바닐라맨"
2020,11,22,그 여름을 틀어줘,"싹쓰리 (유두래곤, 린다G, 비룡)",심은지
2020,11,23,ALIEN,이수현,"이찬혁,PEEJAY,서동환"
2020,11,24,Bet You Wanna (Feat. Cardi B),BLACKPINK,"Tommy Brown,Mr. Franks,TEDDY"
2020,11,25,MORE & MORE,TWICE (트와이스),"Uzoechi Emenike,Justin Tranter,Julia Michaels,Zara Larsson,MNEK,J.Y. Park 'The Asiansoul',이해솔"
2020,11,26,MAGO,여자친구 (GFRIEND),"FRANTS,'Hitman' Bang,Kyler Niko,Paulina Cerrilla,은하,조윤경,유주,Alice Vicious,Cazzi Opeia,Ellen Berg Tollbom,JADED JANE,Noisy Citizen,Justin Reinstein,JJean,엄지"
2020,11,27,신난다 (Feat. 마마무),비룡,"이현승,비룡,코스믹 사운드,코스믹 걸,TM"
2020,11,28,PLAY (Feat. 창모),청하,"Vincenzo,Fuxxy,Any Masingga,Anna Timgren,CHANGMO"
2020,11,29,여름 안에서 by 싹쓰리 (Feat. 황광희),"싹쓰리 (유두래곤, 린다G, 비룡)","이현도,박문치"
2020,11,30,숲의 아이 (Bon voyage),유아 (오마이걸),"Afshin Salmani,Josh Cumbee,Ryan S. Jhun,Shari Short,Josephina Carr,AFSHEEN"
2020,11,31,Stay,방탄소년단,"Arston,정국,RM,진"
2020,11,32,Make A Wish (Birthday Song),NCT U,"Bobii Lewis,Karen Poole,Sonny J Mason"
2020,11,33,덤더럼 (Dumhdurum),Apink (에이핑크),"블랙아이드필승,전군,라도"
2020,11,34,FIESTA,IZ*ONE (아이즈원),"최현준,김승수"
2020,11,35,WANNABE,ITZY (있지),"별들의전쟁,우빈,team GALACTIKA *"
2020,11,36,Black Mamba,aespa,"Omega,Ella Isaacson,Gabriela Geneva,Jordan James Reyes,Shaun Lopez,Scott Chesak,유영진"
2020,11,37,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유,"신사동호랭이,최규성"
2020,11,38,HOME;RUN,세븐틴,"WOOZI,BUMZU,Nmore"
2020,11,39,마지막처럼,BLACKPINK,"TEDDY,FUTURE BOUNCE,Lydia Paek"
2020,11,40,5시 53분의 하늘에서 발견한 너와 나,투모로우바이투게더,"Slow Rabbit,Kyler Niko,LIL 27 CLUB,'Hitman' Bang"
2020,11,41,아틀란티스 소녀 (Atlantis Princess),볼빨간사춘기,"황성제,Jin By Jin"
2020,11,42,Forever Young,BLACKPINK,"TEDDY,FUTURE BOUNCE,R.Tee"
2020,11,43,LALALILALA,에이프릴 (APRIL),"moonc,강명신"
2020,11,44,Monster,레드벨벳-아이린&슬기,"Yaakov 'Yash' Gruzman,Delaney Jane,Jenson Vaughan,유영진"
2020,11,45,환상동화 (Secret Story of the Swan),IZ*ONE (아이즈원),MosPick
2020,11,46,Love To Hate Me,BLACKPINK,"Tushar Apte,Rob Grimaldi,24,Vince,TEDDY"
2020,11,47,Left & Right,세븐틴,"WOOZI,BUMZU"
2020,11,48,불장난,BLACKPINK,"TEDDY,R.Tee"
2020,11,49,달라달라,ITZY (있지),"별들의전쟁,아테나,GALACTIKA"
2020,11,50,FANCY,TWICE (트와이스),"블랙아이드필승,전군,라도"
2020,11,51,Feel Special,TWICE (트와이스),"J.Y. Park 'The Asiansoul',Ollipop,Hayley Aitken,이우민 'Collapsedone'"
2020,11,52,벌써 12시,청하,"블랙아이드필승,전군,라도"
2020,11,53,Show Your Love,비투비 포유,"임현식,이든,Ollounder,LEEZ"
2020,11,54,비행기,거북이,임성훈
2020,11,55,별이 빛나는 밤,마마무 (Mamamoo),"Dokkun,박우상"
