월,순위,타이틀,가수
7,16,비올레타,IZ*ONE (아이즈원)
7,17,YES or YES,TWICE (트와이스)
7,18,Tempo,EXO
7,19,Room Shaker,에일리(Ailee)
7,20,다섯 번째 계절 (SSFWL),오마이걸 (OH MY GIRL)
7,21,고고베베 (gogobebe),마마무 (Mamamoo)
7,22,WOW,마마무 (Mamamoo)
7,23,MILLIONS,WINNER
7,24,빨간 맛 (Red Flavor),Red Velvet (레드벨벳)
7,25,Monday to Sunday,데.비 (데일리 비타민)
7,26,Roller Coaster,청하
7,27,Power Up,Red Velvet (레드벨벳)
7,28,Chica,청하
7,29,Don't Know What To Do,BLACKPINK
7,30,Super Special Girl,맴맴
7,31,Psycho (Bonus Track),백현 (BAEKHYUN)
7,32,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원)
7,33,뿜뿜,모모랜드 (MOMOLAND)
7,34,Forever Young,BLACKPINK
7,35,BREATHE,AB6IX (에이비식스)
7,36,Love U,청하
7,37,ICY,ITZY (있지)
7,38,소년미 (少年美),PRODUCE X 101
7,39,What is Love?,TWICE (트와이스)
7,40,사이렌 (Siren),선미
7,41,쓰담쓰담,"MINO (송민호), P.O (피오), 규현 (KYUHYUN)"
7,42,마지막처럼,BLACKPINK
7,43,To My World,PRODUCE X 101
7,44,Senorita,(여자)아이들
7,45,1도 없어,Apink (에이핑크)
7,46,SHAKE IT,씨스타
7,47,별이 빛나는 밤,마마무 (Mamamoo)
7,48,CHEER UP,TWICE (트와이스)
7,49,Why Don't You Know (Feat. 넉살),청하
7,50,BLUE MOON (Prod. GroovyRoom),"효린, 창모 (CHANGMO)"
7,51,밤 (Time for the moon night),여자친구 (GFRIEND)
7,52,REALLY REALLY,WINNER
7,53,LATATA,(여자)아이들
7,54,불타오르네 (FIRE),방탄소년단
7,55,비행기,거북이
7,56,에너제틱 (Energetic),Wanna One (워너원)
7,57,Heart Shaker,TWICE (트와이스)
7,58,너나 해 (Egotistic),마마무 (Mamamoo)
7,59,Boogie Up,우주소녀
7,60,여름여름해 (Sunny Summer),여자친구 (GFRIEND)
7,61,해야 (Sunrise),여자친구 (GFRIEND)
7,62,불장난,BLACKPINK
7,63,다 빛이나 (Gleam),마마무 (Mamamoo)
7,64,LIKEY,TWICE (트와이스)
7,65,아주 NICE,세븐틴
7,66,I'm So Hot,모모랜드 (MOMOLAND)
7,67,Bad Boy,Red Velvet (레드벨벳)
7,68,Loving U (러빙유),씨스타
7,69,Why,태연 (TAEYEON)
7,70,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳)
7,71,PARTY,소녀시대 (GIRLS' GENERATION)
7,72,한(一),(여자)아이들
7,73,BAAM,모모랜드 (MOMOLAND)
7,74,오늘부터 우리는 (Me Gustas Tu),여자친구 (GFRIEND)
7,75,Touch My Body,씨스타
7,76,TT,TWICE (트와이스)
7,77,가시나,선미
7,78,빙글뱅글 (Bingle Bangle),AOA
7,79,시간을 달려서 (Rough),여자친구 (GFRIEND)
7,80,파도,유엔
7,81,Decalcomanie (데칼코마니),마마무 (Mamamoo)
7,82,Rumor,국.슈 (국프의 핫이슈)
7,83,사랑과 전쟁 (Narr. 하하),다비치
7,84,Sunny Side Up!,Red Velvet (레드벨벳)
7,85,ISLAND,WINNER
7,86,I NEED U,방탄소년단
7,87,스물셋,아이유
7,88,피카부 (Peek-A-Boo),Red Velvet (레드벨벳)
7,89,좋은 날,아이유
7,90,KNOCK KNOCK,TWICE (트와이스)
7,91,8282,다비치
7,92,9-TEEN,세븐틴
7,93,I Don't Care,2NE1
7,94,Save ME,방탄소년단
7,95,New Face,싸이 (PSY)
7,96,심쿵해 (Heart Attack),AOA
7,97,너랑 나,아이유
7,98,Hot Summer,f(x)
7,99,아틀란티스 소녀 (Atlantis Princess),보아 (BoA)
7,100,%% (응응),Apink (에이핑크)
8,1,ICY,ITZY (있지)
8,2,Snapping,청하
8,3,FANCY,TWICE (트와이스)
8,4,달라달라,ITZY (있지)
8,5,벌써 12시,청하
8,6,누구 없소 (NO ONE) (Feat. B.I of iKON),이하이
8,7,열대야 (Fever),여자친구 (GFRIEND)
8,8,Dance The Night Away,TWICE (트와이스)
8,9,Love Shot,EXO
8,10,짐살라빔 (Zimzalabim),Red Velvet (레드벨벳)
8,11,AH YEAH (아예),WINNER
8,12,U GOT IT,갓츄 (GOT U)
8,13,BUNGEE (Fall in Love),오마이걸 (OH MY GIRL)
8,14,음파음파 (Umpah Umpah),Red Velvet (레드벨벳)
8,15,Tempo,EXO
8,16,HIT,세븐틴
8,17,BIRTHDAY,전소미
8,18,날라리 (LALALAY),선미
8,19,이뻐이뻐 (Pretty girl),크레파스
8,20,아주 NICE,세븐틴
8,21,BOOM,NCT DREAM
8,22,YES or YES,TWICE (트와이스)
8,23,움직여 (MOVE) (Prod. by ZICO),SIXC (6 crazy)
8,24,멍청이(twit),화사 (Hwa Sa)
8,25,비올레타,IZ*ONE (아이즈원)
8,26,어쩌나,세븐틴
8,27,빨간 맛 (Red Flavor),Red Velvet (레드벨벳)
8,28,고고베베 (gogobebe),마마무 (Mamamoo)
8,29,다섯 번째 계절 (SSFWL),오마이걸 (OH MY GIRL)
8,30,Roller Coaster,청하
8,31,Power Up,Red Velvet (레드벨벳)
8,32,FLASH,X1 (엑스원)
8,33,MILLIONS,WINNER
8,34,Forever Young,BLACKPINK
8,35,뿜뿜,모모랜드 (MOMOLAND)
8,36,Chica,청하
8,37,To My World,PRODUCE X 101
8,38,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원)
8,39,소년미 (少年美),PRODUCE X 101
8,40,Don't Know What To Do,BLACKPINK
8,41,SHAKE IT,씨스타
8,42,CHEER UP,TWICE (트와이스)
8,43,다 빛이나 (Gleam),마마무 (Mamamoo)
8,44,What is Love?,TWICE (트와이스)
8,45,마지막처럼,BLACKPINK
8,46,Love U,청하
8,47,비행기,거북이
8,48,사이렌 (Siren),선미
8,49,BLUE MOON (Prod. GroovyRoom),"효린, 창모 (CHANGMO)"
8,50,별이 빛나는 밤,마마무 (Mamamoo)
8,51,WOW,마마무 (Mamamoo)
8,52,1도 없어,Apink (에이핑크)
8,53,불타오르네 (FIRE),방탄소년단
8,54,에너제틱 (Energetic),Wanna One (워너원)
8,55,Room Shaker,에일리(Ailee)
8,56,Why Don't You Know (Feat. 넉살),청하
8,57,REALLY REALLY,WINNER
8,58,밤 (Time for the moon night),여자친구 (GFRIEND)
8,59,Loving U (러빙유),씨스타
8,60,파도,유엔
8,61,여름여름해 (Sunny Summer),여자친구 (GFRIEND)
8,62,Heart Shaker,TWICE (트와이스)
8,63,Good to Me,세븐틴
8,64,LATATA,(여자)아이들
8,65,너나 해 (Egotistic),마마무 (Mamamoo)
8,66,해변의 여인,쿨 (COOL)
8,67,불장난,BLACKPINK
8,68,Senorita,(여자)아이들
8,69,Why,태연 (TAEYEON)
8,70,LIKEY,TWICE (트와이스)
8,71,PARTY,소녀시대 (GIRLS' GENERATION)
8,72,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳)
8,73,가시나,선미
8,74,또또또 (Feat.MINO),JINU (김진우)
8,75,Bad Boy,Red Velvet (레드벨벳)
8,76,Touch My Body,씨스타
8,77,아틀란티스 소녀 (Atlantis Princess),보아 (BoA)
8,78,싶으니까,박보람
8,79,숨이 차,세븐틴
8,80,BREATHE,AB6IX (에이비식스)
8,81,TT,TWICE (트와이스)
8,82,오늘부터 우리는 (Me Gustas Tu),여자친구 (GFRIEND)
8,83,웃을 때 제일 예뻐,X1 (엑스원)
8,84,스물셋,아이유
8,85,BAAM,모모랜드 (MOMOLAND)
8,86,좋은 날,아이유
8,87,해야 (Sunrise),여자친구 (GFRIEND)
8,88,Decalcomanie (데칼코마니),마마무 (Mamamoo)
8,89,빙글뱅글 (Bingle Bangle),AOA
8,90,여름아! 부탁해,인디고
8,91,한(一),(여자)아이들
8,92,너랑 나,아이유
8,93,Rumor,국.슈 (국프의 핫이슈)
8,94,빔밤붐 (BIM BAM BUM),로켓펀치(Rocket Punch)
8,95,시간을 달려서 (Rough),여자친구 (GFRIEND)
8,96,U GOT IT (X1 Ver.),X1 (엑스원)
8,97,비밀정원,오마이걸 (OH MY GIRL)
8,98,I'm So Hot,모모랜드 (MOMOLAND)
8,99,Monday to Sunday,데.비 (데일리 비타민)
8,100,I NEED U,방탄소년단
9,1,날라리 (LALALAY),선미
9,2,ICY,ITZY (있지)
9,3,음파음파 (Umpah Umpah),Red Velvet (레드벨벳)
9,4,Snapping,청하
9,5,FLASH,X1 (엑스원)
9,6,FANCY,TWICE (트와이스)
9,7,달라달라,ITZY (있지)
9,8,벌써 12시,청하
9,9,웃을 때 제일 예뻐,X1 (엑스원)
9,10,Feel Special,TWICE (트와이스)
9,11,U GOT IT (X1 Ver.),X1 (엑스원)
9,12,Love Shot,EXO
9,13,BUNGEE (Fall in Love),오마이걸 (OH MY GIRL)
9,14,움직여 (MOVE) (Prod. by ZICO) (X1 Ver.),X1 (엑스원)
9,15,Stand Up (Intro.),X1 (엑스원)
9,16,Dance The Night Away,TWICE (트와이스)
9,17,누구 없소 (NO ONE) (Feat. B.I of iKON),이하이
9,18,Tempo,EXO
9,19,짐살라빔 (Zimzalabim),Red Velvet (레드벨벳)
9,20,열대야 (Fever),여자친구 (GFRIEND)
9,21,AH YEAH (아예),WINNER
9,22,HIT,세븐틴
9,23,YES or YES,TWICE (트와이스)
9,24,독 : Fear,세븐틴
9,25,멍청이(twit),화사 (Hwa Sa)
9,26,U GOT IT,갓츄 (GOT U)
9,27,비올레타,IZ*ONE (아이즈원)
9,28,BIRTHDAY,전소미
9,29,다섯 번째 계절 (SSFWL),오마이걸 (OH MY GIRL)
9,30,고고베베 (gogobebe),마마무 (Mamamoo)
9,31,아주 NICE,세븐틴
9,32,Destiny (나의 지구),오마이걸 (OH MY GIRL)
9,33,이뻐이뻐 (Pretty girl),크레파스
9,34,Roller Coaster,청하
9,35,빨간 맛 (Red Flavor),Red Velvet (레드벨벳)
9,36,LATATA,(여자)아이들
9,37,거짓말을 해,세븐틴
9,38,Forever Young,BLACKPINK
9,39,사이렌 (Siren),선미
9,40,Snap Shoot,세븐틴
9,41,움직여 (MOVE) (Prod. by ZICO),SIXC (6 crazy)
9,42,뿜뿜,모모랜드 (MOMOLAND)
9,43,비밀정원,오마이걸 (OH MY GIRL)
9,44,MILLIONS,WINNER
9,45,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원)
9,46,별이 빛나는 밤,마마무 (Mamamoo)
9,47,Let me hear you say,세븐틴
9,48,Power Up,Red Velvet (레드벨벳)
9,49,What is Love?,TWICE (트와이스)
9,50,마지막처럼,BLACKPINK
9,51,너나 해 (Egotistic),마마무 (Mamamoo)
9,52,247,세븐틴
9,53,Second Life,세븐틴
9,54,BOOM,NCT DREAM
9,55,불타오르네 (FIRE),방탄소년단
9,56,Don't Know What To Do,BLACKPINK
9,57,한(一),(여자)아이들
9,58,BLUE MOON (Prod. GroovyRoom),"효린, 창모 (CHANGMO)"
9,59,Chica,청하
9,60,너나 해 (Egotistic),AOA
9,61,Happy Ending (Korean Ver.),세븐틴
9,62,어쩌나,세븐틴
9,63,달려,"청하, 마미손"
9,64,비행기,거북이
9,65,Senorita,(여자)아이들
9,66,Network Love,세븐틴
9,67,밤 (Time for the moon night),여자친구 (GFRIEND)
9,68,1도 없어,Apink (에이핑크)
9,69,가시나,선미
9,70,Lucky,세븐틴
9,71,CHEER UP,TWICE (트와이스)
9,72,Heart Shaker,TWICE (트와이스)
9,73,Decalcomanie (데칼코마니),마마무 (Mamamoo)
9,74,불장난,BLACKPINK
9,75,REALLY REALLY,WINNER
9,76,에너제틱 (Energetic),Wanna One (워너원)
9,77,Back it up,세븐틴
9,78,스물셋,아이유
9,79,영원한 사랑,핑클 (Fin.K.L)
9,80,불꽃놀이 (Remember Me),오마이걸 (OH MY GIRL)
9,81,Bad Boy,Red Velvet (레드벨벳)
9,82,Why Don't You Know (Feat. 넉살),청하
9,83,LIKEY,TWICE (트와이스)
9,84,Why,태연 (TAEYEON)
9,85,YOU AND I,박봄 (Park Bom)
9,86,Love U,청하
9,87,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳)
9,88,좋은 날,아이유
9,89,너랑 나,아이유
9,90,TT,TWICE (트와이스)
9,91,I Don't Care,2NE1
9,92,주인공,선미
9,93,SHAKE IT,씨스타
9,94,Good Luck,마마무 (Mamamoo)
9,95,내 남자 친구에게,핑클 (Fin.K.L)
9,96,피카부 (Peek-A-Boo),Red Velvet (레드벨벳)
9,97,HIT,세븐틴
9,98,WOW,마마무 (Mamamoo)
9,99,I NEED U,방탄소년단
9,100,해야 (Sunrise),여자친구 (GFRIEND)
10,1,Feel Special,TWICE (트와이스)
10,2,날라리 (LALALAY),선미
10,3,ICY,ITZY (있지)
10,4,Snapping,청하
10,5,FANCY,TWICE (트와이스)
10,6,달라달라,ITZY (있지)
10,7,FLASH,X1 (엑스원)
10,8,음파음파 (Umpah Umpah),Red Velvet (레드벨벳)
10,9,불티 (Spark),태연 (TAEYEON)
10,10,Love Shot,EXO
10,11,벌써 12시,청하
10,12,Destiny (나의 지구),오마이걸 (OH MY GIRL)
10,13,웃을 때 제일 예뻐,X1 (엑스원)
10,14,독 : Fear,세븐틴
10,15,BUNGEE (Fall in Love),오마이걸 (OH MY GIRL)
10,16,U GOT IT (X1 Ver.),X1 (엑스원)
10,17,Dance The Night Away,TWICE (트와이스)
10,18,YES or YES,TWICE (트와이스)
10,19,움직여 (MOVE) (Prod. by ZICO) (X1 Ver.),X1 (엑스원)
10,20,누구 없소 (NO ONE) (Feat. B.I of iKON),이하이
10,21,다섯 번째 계절 (SSFWL),오마이걸 (OH MY GIRL)
10,22,멍청이(twit),화사 (Hwa Sa)
10,23,Snap Shoot,세븐틴
10,24,AH YEAH (아예),WINNER
10,25,짐살라빔 (Zimzalabim),Red Velvet (레드벨벳)
10,26,비올레타,IZ*ONE (아이즈원)
10,27,비밀정원,오마이걸 (OH MY GIRL)
10,28,Tempo,EXO
10,29,고고베베 (gogobebe),마마무 (Mamamoo)
10,30,SOSO,WINNER
10,31,Roller Coaster,청하
10,32,열대야 (Fever),여자친구 (GFRIEND)
10,33,거짓말을 해,세븐틴
10,34,LATATA,(여자)아이들
10,35,What is Love?,TWICE (트와이스)
10,36,뿜뿜,모모랜드 (MOMOLAND)
10,37,CLOSER,오마이걸 (OH MY GIRL)
10,38,BIRTHDAY,전소미
10,39,너나 해 (Egotistic),AOA
10,40,별이 빛나는 밤,마마무 (Mamamoo)
10,41,Forever Young,BLACKPINK
10,42,Jopping,SuperM
10,43,빨간 맛 (Red Flavor),Red Velvet (레드벨벳)
10,44,불타오르네 (FIRE),방탄소년단
10,45,BLIND FOR LOVE,AB6IX (에이비식스)
10,46,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원)
10,47,마지막처럼,BLACKPINK
10,48,MILLIONS,WINNER
10,49,불꽃놀이 (Remember Me),오마이걸 (OH MY GIRL)
10,50,사이렌 (Siren),선미
10,51,LOVE ME,뉴이스트
10,52,Let me hear you say,세븐틴
10,53,한(一),(여자)아이들
10,54,너나 해 (Egotistic),마마무 (Mamamoo)
10,55,BLUE MOON (Prod. GroovyRoom),"효린, 창모 (CHANGMO)"
10,56,Second Life,세븐틴
10,57,U GOT IT,갓츄 (GOT U)
10,58,Senorita,(여자)아이들
10,59,아주 NICE,세븐틴
10,60,Heart Shaker,TWICE (트와이스)
10,61,Happy Ending (Korean Ver.),세븐틴
10,62,HIT,세븐틴
10,63,247,세븐틴
10,64,Stand Up (Intro.),X1 (엑스원)
10,65,CHEER UP,TWICE (트와이스)
10,66,Power Up,Red Velvet (레드벨벳)
10,67,이뻐이뻐 (Pretty girl),크레파스
10,68,Don't Know What To Do,BLACKPINK
10,69,스물셋,아이유
10,70,불장난,BLACKPINK
10,71,Sixth Sense,브라운아이드걸스
10,72,밤 (Time for the moon night),여자친구 (GFRIEND)
10,73,LIKEY,TWICE (트와이스)
10,74,Decalcomanie (데칼코마니),마마무 (Mamamoo)
10,75,REALLY REALLY,WINNER
10,76,비행기,거북이
10,77,좋은 날,아이유
10,78,1도 없어,Apink (에이핑크)
10,79,9와 4분의 3 승강장에서 너를 기다려 (Run Away),투모로우바이투게더
10,80,가시나,선미
10,81,Bad Boy,Red Velvet (레드벨벳)
10,82,너랑 나,아이유
10,83,TT,TWICE (트와이스)
10,84,움직여 (MOVE) (Prod. by ZICO),SIXC (6 crazy)
10,85,Network Love,세븐틴
10,86,Love You Like Crazy,태연 (TAEYEON)
10,87,에너제틱 (Energetic),Wanna One (워너원)
10,88,거짓말,BIGBANG (빅뱅)
10,89,I Don't Care,2NE1
10,90,Why Don't You Know (Feat. 넉살),청하
10,91,싫다고 말해 (Nightmare Version),(여자)아이들
10,92,Chica,청하
10,93,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳)
10,94,Why,태연 (TAEYEON)
10,95,Lucky,세븐틴
10,96,Good Luck,마마무 (Mamamoo)
10,97,한 발짝 두 발짝,오마이걸 (OH MY GIRL)
10,98,우린 결국 다시 만날 운명이었지 (Destiny),마마무 (Mamamoo)
10,99,BOOM,NCT DREAM
10,100,YOU AND I,박봄 (Park Bom)
11,1,불티 (Spark),태연 (TAEYEON)
11,2,HIP,마마무 (Mamamoo)
11,3,LION,(여자)아이들
11,4,Feel Special,TWICE (트와이스)
11,5,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단
11,6,FLOWER SHOWER,현아
11,7,FANCY,TWICE (트와이스)
11,8,ICY,ITZY (있지)
11,9,날라리 (LALALAY),선미
11,10,Snapping,청하
11,11,우린 결국 다시 만날 운명이었지 (Destiny),마마무 (Mamamoo)
11,12,FLASH,X1 (엑스원)
11,13,달라달라,ITZY (있지)
11,14,원더우먼,브라운아이드걸스
11,15,LOVE ME,뉴이스트
11,16,게릴라 (Guerilla),오마이걸 (OH MY GIRL)
11,17,Love You Like Crazy,태연 (TAEYEON)
11,18,벌써 12시,청하
11,19,음파음파 (Umpah Umpah),Red Velvet (레드벨벳)
11,20,SOSO,WINNER
11,21,Love Shot,EXO
11,22,YES or YES,TWICE (트와이스)
11,23,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유
11,24,Dance The Night Away,TWICE (트와이스)
11,25,Obsession,EXO
11,26,9와 4분의 3 승강장에서 너를 기다려 (Run Away),투모로우바이투게더
11,27,BUNGEE (Fall in Love),오마이걸 (OH MY GIRL)
11,28,멍청이(twit),화사 (Hwa Sa)
11,29,LATATA,(여자)아이들
11,30,Destiny (나의 지구),오마이걸 (OH MY GIRL)
11,31,다섯 번째 계절 (SSFWL),오마이걸 (OH MY GIRL)
11,32,고고베베 (gogobebe),마마무 (Mamamoo)
11,33,누구 없소 (NO ONE) (Feat. B.I of iKON),이하이
11,34,비올레타,IZ*ONE (아이즈원)
11,35,너랑 나,아이유
11,36,Roller Coaster,청하
11,37,AH YEAH (아예),WINNER
11,38,우린 결국 다시 만날 운명이었지 (Destiny),마마무 (Mamamoo)
11,39,별이 빛나는 밤,마마무 (Mamamoo)
11,40,싫다고 말해 (Nightmare Version),(여자)아이들
11,41,비밀정원,오마이걸 (OH MY GIRL)
11,42,날 보러 와요 (Come See Me),AOA
11,43,Tempo,EXO
11,44,뿜뿜,모모랜드 (MOMOLAND)
11,45,What is Love?,TWICE (트와이스)
11,46,한(一),(여자)아이들
11,47,Forever Young,BLACKPINK
11,48,마지막처럼,BLACKPINK
11,49,Senorita,(여자)아이들
11,50,불타오르네 (FIRE),방탄소년단
11,51,짐살라빔 (Zimzalabim),Red Velvet (레드벨벳)
11,52,그리운 밤,VICTON (빅톤)
11,53,좋은 날,아이유
11,54,MILLIONS,WINNER
11,55,너나 해 (Egotistic),마마무 (Mamamoo)
11,56,빨간 맛 (Red Flavor),Red Velvet (레드벨벳)
11,57,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원)
11,58,스물셋,아이유
11,59,Heart Shaker,TWICE (트와이스)
11,60,BLUE MOON (Prod. GroovyRoom),"효린, 창모 (CHANGMO)"
11,61,웃을 때 제일 예뻐,X1 (엑스원)
11,62,비행기,거북이
11,63,Sorry,AOA
11,64,Decalcomanie (데칼코마니),마마무 (Mamamoo)
11,65,열대야 (Fever),여자친구 (GFRIEND)
11,66,사이렌 (Siren),선미
11,67,Sixth Sense,브라운아이드걸스
11,68,불장난,BLACKPINK
11,69,BIRTHDAY,전소미
11,70,CHEER UP,TWICE (트와이스)
11,71,REALLY REALLY,WINNER
11,72,이루리,우주소녀
11,73,불꽃놀이 (Remember Me),오마이걸 (OH MY GIRL)
11,74,독 : Fear,세븐틴
11,75,Moonlight,러블리즈
11,76,밤 (Time for the moon night),여자친구 (GFRIEND)
11,77,아주 NICE,세븐틴
11,78,니가 부르는 나의 이름,GOT7 (갓세븐)
11,79,LIKEY,TWICE (트와이스)
11,80,너나 해 (Egotistic),AOA
11,81,Don't Know What To Do,BLACKPINK
11,82,Power Up,Red Velvet (레드벨벳)
11,83,하루 끝,아이유
11,84,U GOT IT (X1 Ver.),X1 (엑스원)
11,85,1도 없어,Apink (에이핑크)
11,86,Bad Boy,Red Velvet (레드벨벳)
11,87,4x4ever,마마무 (Mamamoo)
11,88,Twilight,오마이걸 (OH MY GIRL)
11,89,TT,TWICE (트와이스)
11,90,움직여 (MOVE) (Prod. by ZICO) (X1 Ver.),X1 (엑스원)
11,91,거짓말,BIGBANG (빅뱅)
11,92,Trouble,EXO
11,93,밤새,뉴이스트
11,94,I Don't Care,2NE1
11,95,가시나,선미
11,96,Call me back,뉴이스트
11,97,Universe,마마무 (Mamamoo)
11,98,에너제틱 (Energetic),Wanna One (워너원)
11,99,어쩌다,브라운아이드걸스
11,100,CLOSER,오마이걸 (OH MY GIRL)
12,1,HIP,마마무 (Mamamoo)
12,2,불티 (Spark),태연 (TAEYEON)
12,3,Obsession,EXO
12,4,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단
12,5,Psycho,Red Velvet (레드벨벳)
12,6,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),아이유
12,7,Feel Special,TWICE (트와이스)
12,8,LION,(여자)아이들
12,9,"FEVER (Feat. 수퍼비, BIBI)",박진영
12,10,날 보러 와요 (Come See Me),AOA
12,11,Trouble,EXO
12,12,춤 (Groove),EXO
12,13,나비효과 (Butterfly Effect),EXO
12,14,지킬 (Jekyll),EXO
12,15,Ya Ya Ya,EXO
12,16,Baby You Are,EXO
12,17,Non Stop,EXO
12,18,FANCY,TWICE (트와이스)
12,19,ICY,ITZY (있지)
12,20,FLOWER SHOWER,현아
12,21,Snapping,청하
12,22,달라달라,ITZY (있지)
12,23,날라리 (LALALAY),선미
12,24,嗜 (Obsession),EXO
12,25,벌써 12시,청하
12,26,Love Shot,EXO
12,27,YES or YES,TWICE (트와이스)
12,28,우린 결국 다시 만날 운명이었지 (Destiny),마마무 (Mamamoo)
12,29,음파음파 (Umpah Umpah),Red Velvet (레드벨벳)
12,30,Dance The Night Away,TWICE (트와이스)
12,31,FLASH,X1 (엑스원)
12,32,9와 4분의 3 승강장에서 너를 기다려 (Run Away),투모로우바이투게더
12,33,화이트(WHITE) (Feat. 박재범),다비치
12,34,멍청이(twit),화사 (Hwa Sa)
12,35,너랑 나,아이유
12,36,고고베베 (gogobebe),마마무 (Mamamoo)
12,37,별이 빛나는 밤,마마무 (Mamamoo)
12,38,이루리,우주소녀
12,39,Roller Coaster,청하
12,40,Heart Shaker,TWICE (트와이스)
12,41,LATATA,(여자)아이들
12,42,BUNGEE (Fall in Love),오마이걸 (OH MY GIRL)
12,43,뿜뿜,모모랜드 (MOMOLAND)
12,44,다섯 번째 계절 (SSFWL),오마이걸 (OH MY GIRL)
12,45,What is Love?,TWICE (트와이스)
12,46,Dear Santa,소녀시대-태티서 (Girls' Generation-TTS)
12,47,크리스마스잖아요,B1A4
12,48,BLUE MOON (Prod. GroovyRoom),"효린, 창모 (CHANGMO)"
12,49,불타오르네 (FIRE),방탄소년단
12,50,원더우먼,브라운아이드걸스
12,51,마지막처럼,BLACKPINK
12,52,Forever Young,BLACKPINK
12,53,비올레타,IZ*ONE (아이즈원)
12,54,빨간 맛 (Red Flavor),Red Velvet (레드벨벳)
12,55,좋은 날,아이유
12,56,스물셋,아이유
12,57,누구 없소 (NO ONE) (Feat. B.I of iKON),이하이
12,58,Tempo,EXO
12,59,너나 해 (Egotistic),마마무 (Mamamoo)
12,60,AH YEAH (아예),WINNER
12,61,비밀정원,오마이걸 (OH MY GIRL)
12,62,게릴라 (Guerilla),오마이걸 (OH MY GIRL)
12,63,비행기,거북이
12,64,Decalcomanie (데칼코마니),마마무 (Mamamoo)
12,65,리베카,양준일
12,66,MILLIONS,WINNER
12,67,한(一),(여자)아이들
12,68,Bad Boy,Red Velvet (레드벨벳)
12,69,In & Out,Red Velvet (레드벨벳)
12,70,Senorita,(여자)아이들
12,71,사이렌 (Siren),선미
12,72,CHEER UP,TWICE (트와이스)
12,73,불장난,BLACKPINK
12,74,짐살라빔 (Zimzalabim),Red Velvet (레드벨벳)
12,75,LIKEY,TWICE (트와이스)
12,76,REALLY REALLY,WINNER
12,77,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원)
12,78,TOUCHIN',강다니엘
12,79,화이트 (White),핑클 (Fin.K.L)
12,80,Power Up,Red Velvet (레드벨벳)
12,81,하얀 고백 (Lately),인피니트
12,82,커플,젝스키스
12,83,Destiny (나의 지구),오마이걸 (OH MY GIRL)
12,84,밤 (Time for the moon night),여자친구 (GFRIEND)
12,85,울어도 돼,비투비
12,86,LOVE ME,뉴이스트
12,87,울면 안 돼,비투비
12,88,1도 없어,Apink (에이핑크)
12,89,열대야 (Fever),여자친구 (GFRIEND)
12,90,아주 NICE,세븐틴
12,91,하루 끝,아이유
12,92,TT,TWICE (트와이스)
12,93,Don't Know What To Do,BLACKPINK
12,94,SOSO,WINNER
12,95,불꽃놀이 (Remember Me),오마이걸 (OH MY GIRL)
12,96,거짓말,BIGBANG (빅뱅)
12,97,우린 결국 다시 만날 운명이었지 (Destiny),마마무 (Mamamoo)
12,98,I Don't Care,2NE1
12,99,I NEED U,방탄소년단
12,100,Love You Like Crazy,태연 (TAEYEON)
