Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
박민지,박민지,,2,0.571429,0.625,0
공기남(Airman),공기남(Airman),,1,1,1,0
GDLO,GDLO,,2,0.545455,0.583333,0
숀(SHAUN),숀(SHAUN),,5,0.378378,0.460714,1.235714
문문,문문,,2,0.6,0.666667,0
Shyun,Shyun,,2,0.529412,0.555556,0
에이치코드,에이치코드,,2,0.6,0.666667,0
반하나,반하나,,4,0.4,0.520833,0
최용찬,최용찬,,2,0.555556,0.6,0
VIP,VIP,,1,1,1,3
신현희와김루트(SEENROOT),신현희와김루트(SEENROOT),,5,0.287671,0.356349,20
김지용,김지용,,4,0.355932,0.412698,0
재희,재희,,11,0.149171,0.223679,0
바닐라어쿠스틱(VanillaAcoustic),바닐라어쿠스틱(VanillaAcoustic),,9,0.226891,0.341843,51
리트너,리트너,,3,0.5,0.583333,0.866667
스텔라장(StellaJang),스텔라장(StellaJang),,5,0.3,0.394444,14
마크툽(MAKTUB),마크툽(MAKTUB),,1,1,1,6
그_냥(J_ust),그_냥(J_ust),,1,1,1,3
권순관,권순관,,6,0.267857,0.36,0
방인재,방인재,,6,0.304348,0.366667,0
적재,적재,,2,0.545455,0.583333,0
어쿠루브(Acourve),어쿠루브(Acourve),,8,0.230769,0.379674,170
스무살,스무살,,6,0.278351,0.348148,51.333333
SCORE,SCORE,,2,0.545455,0.583333,0
정준일(JungJoonIl),정준일(JungJoonIl),,3,0.5,0.651515,34
윤딴딴,윤딴딴,,2,0.526316,0.55,0
에피톤프로젝트,에피톤프로젝트,,2,0.666667,0.75,0
nineoff,nineoff,,2,0.526316,0.55,0
임정규,임정규,,2,0.666667,0.75,7.933333
김영철,김영철,,2,0.6,0.666667,0
마멀레이드키친,마멀레이드키친,,4,0.4375,0.511905,0
새봄,새봄,,1,1,1,0
박종득,박종득,,4,0.355932,0.412698,0
양시온,양시온,,4,0.355932,0.412698,0
Humbert,Humbert,,2,0.666667,0.75,0
프롬(Fromm),프롬(Fromm),,1,1,1,3
이찬영,이찬영,,2,0.526316,0.55,0
김동휘,김동휘,,2,0.571429,0.625,0
임진강,임진강,,2,0.526316,0.55,0
자이로,자이로,,6,0.267857,0.36,0
이광운,이광운,,4,0.4375,0.511905,0
VAN.C(반씨),VAN.C(반씨),,5,0.378378,0.460714,1.235714
장덕철(JANGDEOKCHEOL),장덕철(JANGDEOKCHEOL),,3,0.571429,0.708333,3
이원석,이원석,,2,0.6,0.666667,0
한희준,한희준,,2,0.6,0.666667,0
윤결,윤결,,2,0.533333,0.5625,0
홍소진,홍소진,,6,0.267857,0.36,0
스트레이(TheStray),스트레이(TheStray),,1,1,1,3
잔나비최정훈,잔나비최정훈,,2,0.533333,0.5625,0
학선,학선,,3,0.5,0.625,0.533333
이민혁(LeeMinHyuk),이민혁(LeeMinHyuk),,1,1,1,1
낯선아이,낯선아이,,10,0.2,0.293357,0
Crush,Crush,,2,0.6,0.666667,0
LAGOON,LAGOON,,3,0.555556,0.666667,1.5
2soo,2soo,,3,0.555556,0.666667,4
소수빈,소수빈,,2,0.666667,0.75,0
요한(Yohan),요한(Yohan),,3,0.7,0.833333,18
김장원,김장원,,2,0.666667,0.75,0
안예은(AHNYEEUN),안예은(AHNYEEUN),,1,1,1,0
Noair,Noair,,4,0.366667,0.439394,0
오혁,오혁,,2,0.6,0.666667,0
코지,코지,,2,0.6,0.666667,0
윤토벤(YounToven),윤토벤(YounToven),,1,1,1,0
크루셜스타(CRUCiALSTAR),크루셜스타(CRUCiALSTAR),,3,0.615385,0.770833,22
소수빈(SoSooBin),소수빈(SoSooBin),,1,1,1,1
임하은,임하은,,2,0.571429,0.625,0
T.PRETRO(타디스프로젝트舊),T.PRETRO(타디스프로젝트舊),,3,0.5,0.625,0.533333
혁오(HYUKOH),혁오(HYUKOH),,1,1,1,3
StandingEgg,StandingEgg,,2,0.555556,0.6,0
더필름,더필름,,3,0.444444,0.5,0
박기훈,박기훈,,6,0.304348,0.366667,0
준,준,,2,0.529412,0.555556,0
김다솔,김다솔,,2,0.526316,0.55,0
또라이박,또라이박,,9,0.188811,0.262845,0
박종혁,박종혁,,2,0.526316,0.55,0
이치원,이치원,,2,0.6,0.666667,0
CHEEZE,CHEEZE,,2,0.529412,0.555556,0
바닐라맨,바닐라맨,,8,0.278351,0.418563,200
주정근,주정근,,2,0.6,0.666667,0
성수용,성수용,,6,0.304348,0.366667,0
윤현상(YoonHyunSang),윤현상(YoonHyunSang),,1,1,1,1
소란(SORAN),소란(SORAN),,5,0.326087,0.483333,39
DOKO,DOKO,,2,0.666667,0.75,4
10CM(십센치),10CM(십센치),,5,0.428571,0.584921,119
정수민(SSMusic),정수민(SSMusic),,2,0.6,0.666667,0
덕인,덕인,,4,0.4,0.520833,0
그리즐리(Grizzly),그리즐리(Grizzly),,3,0.470588,0.604167,13
주성근,주성근,,2,0.666667,0.75,0
민켄,민켄,,2,0.666667,0.75,0
정준일,정준일,,4,0.34375,0.416667,0
최현석,최현석,,3,0.571429,0.666667,3.333333
달총,달총,,2,0.529412,0.555556,0
김승수,김승수,,2,0.571429,0.625,0
조규만,조규만,,2,0.666667,0.75,0
어깨깡패,어깨깡패,,4,0.355932,0.412698,0
한밤,한밤,,2,0.666667,0.75,0
40(포티),40(포티),,1,1,1,0
안예은,안예은,,1,1,1,0
가을방학(Autumnvacation),가을방학(Autumnvacation),,1,1,1,0
권브라더스,권브라더스,,2,0.6,0.666667,0
Kiik,Kiik,,2,0.6,0.666667,0
DPRLIVE(디피알라이브),DPRLIVE(디피알라이브),,1,1,1,3
Ye-Yo,Ye-Yo,,2,0.6,0.666667,0
송호일,송호일,,2,0.571429,0.625,0
원모어찬스(onemorechance),원모어찬스(onemorechance),,1,1,1,0
잔나비,잔나비,,2,0.533333,0.5625,0
권혁호,권혁호,,4,0.355932,0.412698,0
전우철,전우철,,2,0.526316,0.55,0
볼빨간사춘기(BOL4),볼빨간사춘기(BOL4),,9,0.247706,0.449868,158.5
죠지,죠지,,4,0.366667,0.439394,0
스무살(20YEARSOFAGE),스무살(20YEARSOFAGE),,7,0.290323,0.422046,195.5
델리스파이스(DeliSpice),델리스파이스(DeliSpice),,2,0.75,0.833333,2
서정일,서정일,,4,0.381818,0.456349,38
피아노맨(PIANOMAN),피아노맨(PIANOMAN),,3,0.518519,0.630952,22.316667
Egg3,Egg3,,2,0.555556,0.6,0
Easthund,Easthund,,2,0.583333,0.642857,10
이종혁,이종혁,,4,0.35,0.404762,0
하상욱,하상욱,,2,0.6,0.666667,0
빈첸,빈첸,,4,0.411765,0.488095,1.316667
권동찬,권동찬,,10,0.186207,0.251382,0
김동민,김동민,,6,0.25,0.33,0
정성하,정성하,,6,0.278351,0.348148,51.333333
순순희(SOONSOONHEE),순순희(SOONSOONHEE),,4,0.378378,0.452381,13
LambC,LambC,,6,0.267857,0.36,0
이주형,이주형,,2,0.545455,0.583333,0
Megatone,Megatone,,2,0.545455,0.583333,0
두번째별,두번째별,,3,0.5,0.583333,0.866667
박태진,박태진,,11,0.149171,0.223679,0
신성진,신성진,,2,0.571429,0.625,0
서익주,서익주,,2,0.526316,0.55,0
40,40,,1,1,1,0
황대현,황대현,,8,0.226891,0.290168,0
문문(MoonMoon),문문(MoonMoon),,1,1,1,3
샘김,샘김,,4,0.366667,0.439394,0
히키(Hickee),히키(Hickee),,4,0.384615,0.483333,0
문성욱,문성욱,,3,0.555556,0.666667,1.5
데이브레이크(DAYBREAK),데이브레이크(DAYBREAK),,1,1,1,3
진대호,진대호,,4,0.388889,0.440476,0
WH3N(웬),WH3N(웬),,11,0.171975,0.263643,0.5
홍준,홍준,,2,0.6,0.666667,0
REPROJECT,REPROJECT,,2,0.529412,0.555556,0
Flyn,Flyn,,4,0.355932,0.412698,0
신현희,신현희,,6,0.225806,0.271429,0
109(일공구),109(일공구),,3,0.4375,0.547619,6
이준호(LEEJUNHO),이준호(LEEJUNHO),,1,1,1,6
TripleSynergy,TripleSynergy,,2,0.571429,0.625,0
김민석(멜로망스),김민석(멜로망스),,5,0.357143,0.564444,60
윤종신,윤종신,,2,0.533333,0.5625,0
장경준,장경준,,2,0.533333,0.5625,0
매드클라운,매드클라운,,2,0.6,0.666667,0
김현수,김현수,,2,0.571429,0.625,0
심현보,심현보,,2,0.666667,0.75,0
G.Urban(지어반),G.Urban(지어반),,1,1,1,1
황종하,황종하,,10,0.2,0.293357,0
김승재,김승재,,2,0.571429,0.625,0
jeebanoff,jeebanoff,,4,0.4,0.479167,0
FineFive,FineFive,,6,0.304348,0.366667,0
혁오,혁오,,2,0.6,0.666667,0
U-Turn,U-Turn,,2,0.571429,0.625,15
보라미유(BORAMIYU),보라미유(BORAMIYU),,6,0.272727,0.374691,171.5
하은요셉(HAEUN,하은요셉(HAEUN,,2,0.6,0.666667,0
우디,우디,,2,0.571429,0.625,0
고닥,고닥,,9,0.2,0.315315,92
Noheul,Noheul,,7,0.252336,0.34418,162
캥거루,캥거루,,2,0.666667,0.75,0
새봄(saevom),새봄(saevom),,1,1,1,0
소란,소란,,6,0.25,0.33,0
정효빈(JeongHyoBean),정효빈(JeongHyoBean),,1,1,1,1
적재(Jukjae),적재(Jukjae),,1,1,1,15
스트레이,스트레이,,2,0.6,0.666667,0
DPRCREAM(디피알크림),DPRCREAM(디피알크림),,1,1,1,0
센티멘탈시너리,센티멘탈시너리,,2,0.6,0.666667,0
Cream,Cream,,2,0.6,0.666667,0
SeoMary,SeoMary,,4,0.4,0.479167,0
장기하와얼굴들(Kiha&TheFaces),장기하와얼굴들(Kiha&TheFaces),,1,1,1,1
우디(Woody),우디(Woody),,1,1,1,6
디에이드(TheAde),디에이드(TheAde),,1,1,1,3
피아노맨,피아노맨,,3,0.538462,0.619048,30.338095
멜로망스,멜로망스,,4,0.3,0.35,0
DPRLIVE,DPRLIVE,,2,0.6,0.666667,0
Egg2,Egg2,,2,0.555556,0.6,0
OhashiTrio,OhashiTrio,,2,0.529412,0.555556,0
이민혁,이민혁,,2,0.666667,0.75,0
CHEEZE(치즈),CHEEZE(치즈),,1,1,1,36
고영배,고영배,,6,0.25,0.33,0
박재우,박재우,,9,0.188811,0.262845,0
크루셜스타,크루셜스타,,4,0.4,0.479167,0
어쿠스틱콜라보(AcousticCollabo),어쿠스틱콜라보(AcousticCollabo),,1,1,1,6
구름,구름,,2,0.529412,0.555556,0
박민서,박민서,,2,0.666667,0.75,0
이준호,이준호,,2,0.571429,0.625,0
스텔라장,스텔라장,,6,0.234375,0.296667,0
데이브레이크,데이브레이크,,2,0.6,0.666667,0
이승표,이승표,,2,0.6,0.666667,0
오지현,오지현,,2,0.666667,0.75,0
김세진,김세진,,2,0.666667,0.75,0
빈첸(VINXEN),빈첸(VINXEN),,3,0.451613,0.535714,6.352381
공기남,공기남,,1,1,1,0
정동환,정동환,,4,0.394737,0.505556,62
Color,Color,,4,0.333333,0.416667,0
네이브로(NeighBro.),네이브로(NeighBro.),,1,1,1,1
오반(OVAN),오반(OVAN),,3,0.608696,0.72619,38.859524
옥상달빛,옥상달빛,,1,1,1,1
죠지(george),죠지(george),,3,0.55,0.712121,40
유승우(YuSeungWoo),유승우(YuSeungWoo),,1,1,1,1
김민석,김민석,,4,0.394737,0.477778,54
김임춘,김임춘,,4,0.4375,0.511905,0
김C,김C,,3,0.5,0.611111,0
에피톤프로젝트(EpitoneProject),에피톤프로젝트(EpitoneProject),,1,1,1,1
에이치코드(H:CODE),에이치코드(H:CODE),,1,1,1,3
Egg1,Egg1,,2,0.555556,0.6,0
JohnOFARhee,JohnOFARhee,,6,0.267857,0.36,0
오안,오안,,6,0.304348,0.366667,0
윤딴딴(YUNDDanDdan),윤딴딴(YUNDDanDdan),,1,1,1,45
숀,숀,,4,0.466667,0.553571,7.971429
검정치마,검정치마,,1,1,1,0
소다,소다,,2,0.666667,0.75,0
강지원,강지원,,9,0.188811,0.262845,0
HAVEN,HAVEN,,2,0.6,0.666667,0
#안녕,#안녕,,3,0.533333,0.645833,2.833333
뜨거운감자(HotPotato),뜨거운감자(HotPotato),,3,0.5,0.611111,0
WH3N,WH3N,,10,0.203008,0.318048,12.5
오왠(O.WHEN),오왠(O.WHEN),,3,0.538462,0.698413,171
장기하,장기하,,2,0.666667,0.75,0
잔나비(Jannabi),잔나비(Jannabi),,1,1,1,28
하은(포맨),하은(포맨),,2,0.6,0.666667,0
이윤혁,이윤혁,,6,0.304348,0.366667,0
J.Litz,J.Litz,,4,0.4375,0.505952,1.685714
추대관,추대관,,2,0.545455,0.583333,0
순순희,순순희,,5,0.28,0.332143,0
이라온,이라온,,2,0.571429,0.625,0
정지찬,정지찬,,1,1,1,0
하상욱(HaSangwook),하상욱(HaSangwook),,1,1,1,3
그_냥,그_냥,,2,0.6,0.666667,0
박기영,박기영,,4,0.34375,0.416667,0
권박사,권박사,,2,0.533333,0.5625,0
Clau:D,Clau:D,,2,0.571429,0.625,0
1415(일사일오),1415(일사일오),,1,1,1,1
김규년,김규년,,2,0.6,0.666667,0
루셜스타,루셜스타,,4,0.4,0.479167,0
109,109,,4,0.318182,0.404762,0
이종훈,이종훈,,6,0.278351,0.348148,51.333333
멜로망스(MeloMance),멜로망스(MeloMance),,3,0.416667,0.5,63
스탠딩에그(StandingEgg),스탠딩에그(StandingEgg),,1,1,1,10
반하나(BANHANA),반하나(BANHANA),,3,0.571429,0.708333,3
김도형,김도형,,2,0.533333,0.5625,0
keyU,keyU,,2,0.666667,0.75,0
매드클라운(MadClown),매드클라운(MadClown),,1,1,1,3
