Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
CommandFreaks,CommandFreaks,,10,0.182781,0.206313,0
iKON,iKON,,1,1,1,10
강창모,강창모,,3,0.583333,0.666667,1.708333
조윤경,조윤경,,10,0.184546,0.206414,0
KylerNiko,KylerNiko,,10,0.191963,0.226695,3451.369437
GustavKarlstrom,GustavKarlstrom,,14,0.108983,0.11871,0
AdamMcInnis,AdamMcInnis,,12,0.154758,0.184761,0
Vince,Vince,,12,0.156113,0.175441,0
AliceVicious,AliceVicious,,10,0.184546,0.206414,0
라붐(LABOUM),라붐(LABOUM),,3,0.538462,0.619048,13.333333
하이라이트(Highlight),하이라이트(Highlight),,13,0.147342,0.174582,9920.5
부끄뚱,부끄뚱,,15,0.104553,0.11498,1067
화사,화사,,12,0.155028,0.174219,13.396825
마마무(Mamamoo),마마무(Mamamoo),,11,0.182781,0.214568,4167.172605
JacobChatelain,JacobChatelain,,10,0.204746,0.230271,0
no2zcat,no2zcat,,10,0.1778,0.199994,0
탁,탁,,2,0.666667,0.75,0
HyukShin,HyukShin,,10,0.182781,0.206313,0
이달의소녀,이달의소녀,,11,0.196043,0.22513,1599
안지영,안지영,,2,0.571429,0.625,0
NCT127,NCT127,,11,0.161096,0.200211,11507.5
키(KEY),키(KEY),,11,0.176509,0.204419,22.513145
JakeTorrey,JakeTorrey,,16,0.102944,0.114548,0
WOOZI,WOOZI,,12,0.165583,0.184293,0
DOKO,DOKO,,2,0.75,0.833333,0.5
DamonThomas,DamonThomas,,16,0.102944,0.114548,0
RonPerry,RonPerry,,12,0.175237,0.198787,0
AndreasCarlsson,AndreasCarlsson,,12,0.167764,0.184117,0
PDOGG,PDOGG,,12,0.175237,0.198787,0
AlbiAlbertsson,AlbiAlbertsson,,12,0.150917,0.169154,0
AlexandruCotoiFlorin,AlexandruCotoiFlorin,,12,0.172971,0.197976,0
MaxLynedochGraham,MaxLynedochGraham,,12,0.183912,0.212101,0
BrittPols,BrittPols,,12,0.183912,0.212101,0
정기석,정기석,,3,0.583333,0.666667,1.708333
GabrielBrunellBrandes,GabrielBrunellBrandes,,12,0.15805,0.175906,0
FCM후디니,FCM후디니,,14,0.11256,0.122492,0
danke,danke,,10,0.204746,0.230271,0
마부스,마부스,,16,0.097539,0.106901,0
라치카(LACHICA),라치카(LACHICA),,11,0.169895,0.187941,25.501796
박우상,박우상,,10,0.190053,0.222557,4574.132847
진,진,,12,0.175237,0.198787,0
RM,RM,,12,0.175237,0.198787,0
전준규,전준규,,12,0.161778,0.178791,266.5
Andreas?berg,Andreas?berg,,12,0.138781,0.157232,0
AndrewScott,AndrewScott,,10,0.184801,0.204402,0
원슈타인),원슈타인),,3,0.583333,0.666667,1.708333
다비치,다비치,,11,0.192793,0.222798,4443.555479
휘인(WheeIn),휘인(WheeIn),,11,0.159749,0.176911,0
LondonJackson,LondonJackson,,10,0.204746,0.230271,0
우빈,우빈,,10,0.174324,0.195329,0
화사(HwaSa),화사(HwaSa),,11,0.182283,0.211359,2304.15011
PatMorrissey,PatMorrissey,,12,0.154758,0.184761,0
화이트99,화이트99,,12,0.144011,0.157234,2.2
AndreasBaertels,AndreasBaertels,,10,0.204746,0.229809,0
WWWAVE,WWWAVE,,12,0.143086,0.153464,0
HarrySommerdahl,HarrySommerdahl,,10,0.184801,0.204402,0
KillDave,KillDave,,12,0.154758,0.184761,0
blackedition,blackedition,,10,0.184546,0.206414,0
이현승,이현승,,12,0.162072,0.180193,581.725411
LydiaPaek,LydiaPaek,,12,0.156113,0.175441,0
이우민'Collapsedone',이우민'Collapsedone',,10,0.206643,0.234731,408.86697
teamGALACTIKA*,teamGALACTIKA*,,10,0.174324,0.195329,0
StrayKids(스트레이키즈),StrayKids(스트레이키즈),,3,0.533333,0.6875,18
RonnieIcon,RonnieIcon,,12,0.15805,0.175906,0
Nmore,Nmore,,12,0.16925,0.192388,1342.814563
코스믹걸,코스믹걸,,12,0.154848,0.173285,277.383823
Colde,Colde,,12,0.148984,0.161712,0
TWICE(트와이스),TWICE(트와이스),,9,0.257335,0.320035,43953.95169
$$AM,$$AM,,12,0.143086,0.153464,0
브라더수,브라더수,,12,0.176277,0.203771,4734
CharlotteWilson,CharlotteWilson,,10,0.174324,0.195329,0
Noheul,Noheul,,12,0.16168,0.177545,0
진영,진영,,10,0.183031,0.208026,1066
SelenaGomez,SelenaGomez,,12,0.156113,0.175441,0
SamKlempner,SamKlempner,,10,0.1778,0.199994,0
Rodnae'Chikk'Bell,Rodnae'Chikk'Bell,,10,0.196764,0.227204,417.882023
SebastianGarcia,SebastianGarcia,,12,0.175237,0.198787,0
CelineSvanback,CelineSvanback,,10,0.222268,0.260768,3190.856056
라비,라비,,14,0.116634,0.128456,1596
SophieCurtis,SophieCurtis,,12,0.154758,0.184761,0
AlexejViktorovitch,AlexejViktorovitch,,12,0.138781,0.157232,0
Coach&Sendo,Coach&Sendo,,12,0.154758,0.184761,0
(여자)아이들,(여자)아이들,,13,0.126807,0.145214,3717
JosephinaCarr,JosephinaCarr,,12,0.164161,0.180927,0
CameronNeilson,CameronNeilson,,10,0.174324,0.195329,0
RyanS.Jhun,RyanS.Jhun,,10,0.243071,0.298161,27923.15626
AFSHEEN,AFSHEEN,,12,0.164161,0.180927,0
강욱진,강욱진,,14,0.119446,0.129641,0
송성경,송성경,,4,0.608696,0.755952,5.6
ThomasEriksen,ThomasEriksen,,12,0.183912,0.212101,0
Alawn,Alawn,,12,0.16396,0.179993,0
비비,비비,,12,0.160902,0.175065,0
Jjean,Jjean,,12,0.167764,0.184117,0
R.Tee,R.Tee,,12,0.156296,0.177154,344.666667
FAB,FAB,,12,0.16808,0.18551,0
이단옆차기,이단옆차기,,10,0.199851,0.227968,10913.99553
AndyLove,AndyLove,,10,0.204746,0.229809,0
문킴,문킴,,14,0.129009,0.147496,2362.5
비오,비오,,12,0.168504,0.188158,678.666667
TM,TM,,14,0.126209,0.136001,0
ValDelPrete,ValDelPrete,,12,0.154758,0.184761,0
소녀시대-태티서(Girls'Generation-TTS),소녀시대-태티서(Girls'Generation-TTS),,13,0.122286,0.138203,1599
robbin,robbin,,12,0.183912,0.212101,0
식케이,식케이,,12,0.137851,0.151807,0
GALACTIKA,GALACTIKA,,10,0.174324,0.195329,0
문정규,문정규,,12,0.134119,0.143831,0
지나,지나,,11,0.194758,0.219207,19.136986
김석찬,김석찬,,12,0.161778,0.178791,266.5
전군,전군,,10,0.218635,0.252951,2178.054944
Minit,Minit,,12,0.148984,0.161712,0
엄지,엄지,,10,0.184546,0.206414,0
AlexNese,AlexNese,,12,0.138781,0.157232,0
이상호,이상호,,12,0.15458,0.171104,0
Kobee,Kobee,,10,0.174324,0.195329,0
MichaelMatosic,MichaelMatosic,,16,0.102944,0.114548,0
GALAX,GALAX,,2,0.736842,0.821429,12.266667
LeahHaywood,LeahHaywood,,12,0.156113,0.175441,0
핫띠,핫띠,,12,0.164767,0.17862,0
양요섭,양요섭,,2,0.75,0.833333,0.5
Timothy'Bos'Bullock,Timothy'Bos'Bullock,,12,0.17887,0.216058,572.251194
김승수,김승수,,12,0.168398,0.18769,1596
DennisDeKoKordnejad,DennisDeKoKordnejad,,12,0.16396,0.179993,0
최규성,최규성,,10,0.208903,0.248153,2278.765521
장우영,장우영,,4,0.363636,0.447917,0
ShariShort,ShariShort,,12,0.164161,0.180927,0
에이프릴(APRIL),에이프릴(APRIL),,1,1,1,1
씨스타,씨스타,,11,0.197199,0.223204,4530.055164
Jay-Keyz,Jay-Keyz,,12,0.147586,0.162479,0
노지훈,노지훈,,11,0.194758,0.219207,19.136986
Saimon,Saimon,,10,0.170763,0.191133,0
태연(TAEYEON),태연(TAEYEON),,9,0.205848,0.247371,6703.824041
JoeLawrence,JoeLawrence,,10,0.182781,0.206313,0
Dr.JO,Dr.JO,,10,0.204746,0.230271,0
HayleyKiyoko,HayleyKiyoko,,12,0.154758,0.184761,0
PEEJAY,PEEJAY,,10,0.205217,0.233231,797.5
SebastianThott,SebastianThott,,10,0.182781,0.206313,0
비투비,비투비,,9,0.224884,0.264641,8085.128977
SAAY,SAAY,,12,0.154758,0.184761,0
제인스,제인스,,10,0.211546,0.241412,8456.208273
CHANGMO,CHANGMO,,10,0.207767,0.241631,4492.343881
오마이걸(OHMYGIRL),오마이걸(OHMYGIRL),,9,0.223569,0.276274,12722.13744
Baauer,Baauer,,2,0.666667,0.75,0
JessCorazza,JessCorazza,,12,0.154758,0.184761,0
DavidQuinones,DavidQuinones,,12,0.165174,0.182529,0
DavidAmber,DavidAmber,,10,0.204746,0.229809,0
박슬기,박슬기,,12,0.16808,0.18551,0
DavidGuetta,DavidGuetta,,12,0.156113,0.175441,0
NinosHanna,NinosHanna,,12,0.138781,0.157232,0
JADEDJANE,JADEDJANE,,10,0.184546,0.206414,0
Dokkun,Dokkun,,10,0.211546,0.249275,9382.61859
박근태,박근태,,10,0.204746,0.230271,0
JoshMcClelland,JoshMcClelland,,12,0.165583,0.184293,0
TimDeal,TimDeal,,10,0.1778,0.199994,0
MartinCoogan,MartinCoogan,,10,0.204746,0.230271,0
아테나,아테나,,10,0.174324,0.195329,0
김민기,김민기,,12,0.154938,0.173752,128.872091
HayleyAitken,HayleyAitken,,10,0.204746,0.229809,0
보아,보아,,12,0.154758,0.184761,0
ScottQuinn,ScottQuinn,,10,0.1778,0.199994,0
몬스타엑스,몬스타엑스,,13,0.150577,0.17524,4244
온앤오프(ONF),온앤오프(ONF),,13,0.131547,0.144485,0
Apink(에이핑크),Apink(에이핑크),,11,0.198663,0.225057,208.225096
STAYC(스테이씨),STAYC(스테이씨),,11,0.189649,0.212656,58.532493
Mr.Franks,Mr.Franks,,12,0.156113,0.175441,0
심은지,심은지,,3,0.571429,0.666667,0.6
JonatanGusmark,JonatanGusmark,,10,0.219172,0.248201,1301.137223
AWA,AWA,,12,0.147586,0.162479,0
j-hope,j-hope,,12,0.175237,0.198787,0
다솜,다솜,,11,0.167031,0.186231,1043
오승은,오승은,,10,0.204746,0.229809,0
TEDDY,TEDDY,,12,0.157585,0.18326,7662.666667
한재호,한재호,,14,0.126149,0.134586,0
Laser,Laser,,14,0.130903,0.144127,0
박기태,박기태,,12,0.165583,0.184293,0
SHINee(샤이니),SHINee(샤이니),,11,0.225263,0.2871,20254.18584
FabianTorsson,FabianTorsson,,10,0.184801,0.204402,0
AstonRudi,AstonRudi,,12,0.147586,0.162479,0
PRISMFILTER,PRISMFILTER,,12,0.137851,0.151807,0
AlexanderKarlsson,AlexanderKarlsson,,12,0.138781,0.157232,0
투챔프,투챔프,,16,0.097539,0.106901,0
KirstenCollins,KirstenCollins,,12,0.154758,0.184761,0
CarlosBattey,CarlosBattey,,12,0.172971,0.197976,0
SlowRabbit,SlowRabbit,,12,0.163459,0.176879,0
AWright,AWright,,10,0.204746,0.229809,0
볼빨간사춘기,볼빨간사춘기,,1,1,1,6
Yuth,Yuth,,16,0.094674,0.10161,0
정일훈,정일훈,,10,0.183659,0.202645,0
코스믹사운드,코스믹사운드,,12,0.154848,0.173285,277.383823
2PM,2PM,,3,0.533333,0.6875,18
JaydenHenry,JaydenHenry,,12,0.172971,0.197976,0
StephanBenson,StephanBenson,,10,0.1778,0.199994,0
Engeline,Engeline,,12,0.183912,0.212101,0
비룡),비룡),,2,0.727273,0.8125,4.666667
BrandonArreaga,BrandonArreaga,,16,0.102944,0.114548,0
배기현,배기현,,14,0.130903,0.144127,0
AsiaWhiteacre,AsiaWhiteacre,,12,0.138781,0.157232,0
moonc,moonc,,2,0.666667,0.75,0
개코,개코,,12,0.138781,0.157232,0
AndreasOberg,AndreasOberg,,14,0.108983,0.11871,0
김기리,김기리,,11,0.194758,0.219207,19.136986
TesungKim,TesungKim,,14,0.129009,0.147496,2362.5
BrittenNewbill,BrittenNewbill,,12,0.160902,0.175065,0
EdwinHonoret,EdwinHonoret,,16,0.102944,0.114548,0
highseAson,highseAson,,3,0.571429,0.666667,0.6
TheFamily,TheFamily,,10,0.1778,0.199994,0
2NE1,2NE1,,13,0.136236,0.151764,534
AndreasJohansson,AndreasJohansson,,10,0.182781,0.206313,0
DanielKim,DanielKim,,10,0.185828,0.208525,0
CameronWalker,CameronWalker,,12,0.165583,0.184293,0
초신성,초신성,,11,0.174665,0.193636,0
LudvigEversa.k.aMoonshine,LudvigEversa.k.aMoonshine,,10,0.219172,0.248201,1301.137223
이상이,이상이,,3,0.583333,0.666667,1.708333
ShaunKim,ShaunKim,,12,0.154758,0.184761,0
YOUHA,YOUHA,,12,0.16396,0.179993,0
SlymeYoung,SlymeYoung,,3,0.461538,0.527778,0
최현준,최현준,,12,0.16808,0.18551,0
유엔,유엔,,3,0.388889,0.452381,0
HautboiRich,HautboiRich,,12,0.17887,0.216058,572.251194
이상순,이상순,,3,0.571429,0.666667,0.6
폴킴,폴킴,,2,0.875,0.928571,20
AndrewChoi,AndrewChoi,,12,0.195612,0.227629,1916.302761
TommyBrown,TommyBrown,,10,0.210879,0.242001,14372.08051
ITZY(있지),ITZY(있지),,9,0.211045,0.256509,10447.19532
TusharApte,TusharApte,,12,0.156113,0.175441,0
Anchor,Anchor,,12,0.137851,0.151807,0
앤드,앤드,,4,0.608696,0.755952,5.6
JennaAndrews,JennaAndrews,,12,0.175237,0.198787,0
