Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
BIGNaughty(서동현),BIGNaughty(서동현),,10,0.243399,0.300759,1529.122637
HashSwan(해쉬스완),HashSwan(해쉬스완),,11,0.192433,0.215967,11.167884
EK(이케이),EK(이케이),,10,0.221805,0.258394,1169.016037
김효은,김효은,,9,0.223654,0.25717,61.358668
PULLIK(박준호),PULLIK(박준호),,12,0.155427,0.170025,0.5
창모(CHANGMO),창모(CHANGMO),,10,0.241803,0.285755,1610.697953
philtre,philtre,,11,0.191434,0.211519,0
로꼬(Loco),로꼬(Loco),,7,0.26721,0.3241,8563.890636
한요한(HANYOHAN),한요한(HANYOHAN),,10,0.234873,0.270872,214.501465
P#000000,P#000000,,9,0.246862,0.283647,246.626848
Leellamarz,Leellamarz,,11,0.225191,0.264893,549.287822
DPRLIVE(디피알라이브),DPRLIVE(디피알라이브),,10,0.222139,0.249806,876.5
Yunu,Yunu,,9,0.221139,0.242384,58.050285
허클베리피(HuckleberryP),허클베리피(HuckleberryP),,10,0.206294,0.224617,31.295002
플루마(PLUMA),플루마(PLUMA),,10,0.221139,0.244439,0
ZENETHEZILLA,ZENETHEZILLA,,10,0.203168,0.229315,0.964286
Megatone(13),Megatone(13),,11,0.180982,0.196773,0
MUSHVENOM,MUSHVENOM,,13,0.138889,0.150328,0
FANXYCHILD(팬시차일드),FANXYCHILD(팬시차일드),,9,0.222474,0.256531,582.672704
HuckleberryP,HuckleberryP,,9,0.223654,0.25717,61.358668
KimSeungmin,KimSeungmin,,11,0.225708,0.258331,0
DAVII,DAVII,,11,0.190815,0.210704,0
basecamp,basecamp,,11,0.225708,0.258331,0
Paloalto,Paloalto,,9,0.259227,0.294518,1094.884301
HashSwan,HashSwan,,11,0.194848,0.21522,0
Crush(크러쉬),Crush(크러쉬),,8,0.243399,0.286344,205.109725
1of1,1of1,,10,0.154937,0.174498,0
DPRCREAM(디피알크림),DPRCREAM(디피알크림),,12,0.154289,0.166729,0.5
Jhnovr,Jhnovr,,9,0.256969,0.288191,379.641942
STAFFONLY,STAFFONLY,,12,0.119627,0.136682,292.5
U-Tum,U-Tum,,9,0.196667,0.217287,0
저스디스(JUSTHIS),저스디스(JUSTHIS),,10,0.240033,0.274358,50.123634
Swings,Swings,,11,0.207309,0.232463,4.902648
브린(Bryn),브린(Bryn),,10,0.213459,0.237667,22.00294
ASHISLAND,ASHISLAND,,11,0.16954,0.185764,0
IOAH,IOAH,,9,0.235811,0.258506,0
HwaSa,HwaSa,,8,0.211318,0.236243,58.041162
wherechoi,wherechoi,,8,0.211016,0.233983,0
Blue.D,Blue.D,,11,0.190815,0.208589,0
최진호(BlueWhale),최진호(BlueWhale),,10,0.234127,0.278192,856.769809
YunB(윤비),YunB(윤비),,10,0.222474,0.257885,195.858442
SOLE,SOLE,,10,0.154937,0.174498,0
JINBO,JINBO,,11,0.163798,0.177929,0
GRAY(그레이),GRAY(그레이),,8,0.24461,0.291711,647.912812
VerbalJint,VerbalJint,,11,0.218519,0.258589,136.728873
KelbyClarke,KelbyClarke,,10,0.154937,0.174498,0
김승민(KimSeungmin),김승민(KimSeungmin),,10,0.219168,0.24636,6.474754
Colde,Colde,,8,0.211016,0.233983,0
화사(HwaSa),화사(HwaSa),,8,0.188378,0.210847,17.940243
UNEDUCATEDKID(언에듀케이티드키드),UNEDUCATEDKID(언에듀케이티드키드),,10,0.200817,0.226542,88.447149
KIRIN(기린),KIRIN(기린),,10,0.19281,0.211929,11.881246
IanPurp,IanPurp,,11,0.195364,0.218214,0
ROCKITPRODUCTIONS,ROCKITPRODUCTIONS,,2,0.666667,0.75,0
AirAir,AirAir,,11,0.225708,0.258331,0
Dvwn,Dvwn,,9,0.205862,0.224147,0
HOTCHKISS,HOTCHKISS,,11,0.184375,0.200902,0
monoman,monoman,,11,0.205862,0.230486,0
TOIL,TOIL,,11,0.214078,0.247754,261.562909
SimonDominic,SimonDominic,,9,0.23906,0.267376,112.298857
에픽하이(EPIKHIGH),에픽하이(EPIKHIGH),,10,0.236568,0.279023,1906.26248
DevineChannel,DevineChannel,,10,0.154937,0.174498,0
Godic,Godic,,11,0.183686,0.204989,146.5
박경(PARKKYUNG),박경(PARKKYUNG),,10,0.220808,0.251808,1170
IlseyJuber,IlseyJuber,,11,0.191434,0.211519,0
나플라(nafla),나플라(nafla),,8,0.233017,0.259427,294
CHANGMO,CHANGMO,,9,0.245629,0.284418,1020.522059
SanE(산이),SanE(산이),,2,0.75,0.833333,0.5
Zion.T,Zion.T,,8,0.211016,0.233983,0
Nutty,Nutty,,12,0.119627,0.136682,292.5
Deepflow,Deepflow,,9,0.223654,0.25717,61.358668
JBird,JBird,,11,0.190815,0.210704,0
쿠기(Coogie),쿠기(Coogie),,8,0.237712,0.263366,511.384719
블랙넛(BlackNut),블랙넛(BlackNut),,10,0.225535,0.254496,0
Jetti,Jetti,,8,0.211016,0.233983,0
양홍원(YANGHONGWON),양홍원(YANGHONGWON),,10,0.258999,0.315609,1941.236509
박성준,박성준,,9,0.230469,0.250144,0
Sik-K,Sik-K,,9,0.202889,0.224018,100.609529
Deanfluenza,Deanfluenza,,9,0.21315,0.236351,267.135775
Primary,Primary,,10,0.1551,0.176758,146.5
팔로알토(Paloalto),팔로알토(Paloalto),,10,0.238288,0.282058,606.427711
싸이(PSY),싸이(PSY),,2,0.75,0.833333,0.5
BigPie,BigPie,,11,0.195883,0.221434,0
조원우(Jowonu),조원우(Jowonu),,10,0.206294,0.224617,31.295002
BewhY,BewhY,,9,0.260831,0.309918,1555.492283
Noheul,Noheul,,8,0.211318,0.236243,97.333333
권영훈(TANGTHEAWESOME),권영훈(TANGTHEAWESOME),,10,0.226575,0.261275,216.833789
유재석,유재석,,9,0.212078,0.25265,26.443131
그루비룸(GroovyRoom),그루비룸(GroovyRoom),,10,0.235623,0.271009,792.4242
J.Litz,J.Litz,,11,0.181427,0.198073,0
딘딘(DINDIN),딘딘(DINDIN),,1,1,1,10
ChillinHomie(칠린호미),ChillinHomie(칠린호미),,10,0.226923,0.262123,40.996589
마미손(MommySon),마미손(MommySon),,8,0.263158,0.313705,1674.623559
VAN.C,VAN.C,,11,0.181427,0.198073,0
빈첸(VINXEN),빈첸(VINXEN),,10,0.221471,0.254915,1291.087023
DelaneyBramlett,DelaneyBramlett,,11,0.148018,0.160094,0
GooseBumps,GooseBumps,,8,0.258772,0.292312,1654.136466
프리마비스타,프리마비스타,,11,0.194848,0.21522,0
millic,millic,,9,0.256745,0.300878,1127.521685
염따(YUMDDA),염따(YUMDDA),,10,0.25,0.29954,1134.350371
Heize,Heize,,11,0.23906,0.276999,738.248191
Esta,Esta,,11,0.190815,0.210704,0
스윙스(Swings),스윙스(Swings),,10,0.260371,0.309903,1095.93026
홍소진,홍소진,,9,0.212078,0.25265,26.443131
매드클라운(MadClown),매드클라운(MadClown),,10,0.240816,0.270952,153.907659
WoodieGochild,WoodieGochild,,11,0.228328,0.266297,130.345495
youra,youra,,11,0.225708,0.258331,0
이수호,이수호,,9,0.235811,0.258506,0
StayTuned,StayTuned,,9,0.241013,0.268655,469.782476
GLOVE,GLOVE,,11,0.183686,0.204989,146.5
다이나믹듀오(Dynamicduo),다이나믹듀오(Dynamicduo),,9,0.18323,0.225143,5115.5
WelcomeIan,WelcomeIan,,11,0.152297,0.162883,0
Loco,Loco,,8,0.21439,0.24613,138.90151
GRAY,GRAY,,7,0.302875,0.366844,9265.368747
김성욱,김성욱,,11,0.196144,0.223278,9.398063
KIRIN,KIRIN,,9,0.233756,0.257117,173.05326
Svng,Svng,,8,0.211016,0.233983,0
NOD,NOD,,9,0.179659,0.198284,0
Ye-Yo!,Ye-Yo!,,9,0.208481,0.230164,0
twlv,twlv,,9,0.218034,0.243723,323.98058
COUPD'ETAT,COUPD'ETAT,,2,0.555556,0.6,0
GIRIBOY,GIRIBOY,,9,0.290927,0.363106,5613.415272
GAEKO,GAEKO,,10,0.1551,0.176758,146.5
JISU,JISU,,11,0.225708,0.258331,0
KRAK,KRAK,,11,0.181427,0.198073,0
BewhY(비와이),BewhY(비와이),,8,0.257417,0.29343,886.146709
JayPark,JayPark,,9,0.225191,0.254022,512.297058
펀치넬로(punchnello),펀치넬로(punchnello),,8,0.223316,0.256437,1144.042513
브라더수,브라더수,,11,0.190815,0.210704,0
권세영,권세영,,11,0.183458,0.20273,0
ELCAPITXN,ELCAPITXN,,11,0.191434,0.211519,0
DPRCREAM,DPRCREAM,,11,0.182099,0.1989,146.5
최자(Choiza),최자(Choiza),,8,0.243399,0.286344,205.109725
BIGNaughty,BIGNaughty,,11,0.246244,0.294965,408.698168
우원재(WooWonjae),우원재(WooWonjae),,8,0.25475,0.289734,585.745987
WayChed,WayChed,,10,0.237329,0.278729,733.155813
JUSTHIS,JUSTHIS,,9,0.244408,0.278675,121.017558
protonebula,protonebula,,11,0.225708,0.258331,0
CurtisF,CurtisF,,11,0.211167,0.240115,13.095826
Cashbanger,Cashbanger,,11,0.197193,0.225558,75.349456
JvckiWai,JvckiWai,,9,0.25453,0.298506,1157.876613
프라이머리(Primary),프라이머리(Primary),,11,0.134458,0.149436,0.5
pH-1,pH-1,,7,0.275187,0.305658,1863.603699
양세형,양세형,,2,0.555556,0.6,0
BOYCOLD,BOYCOLD,,9,0.270642,0.322937,2571.440124
MINO,MINO,,2,0.666667,0.75,1
BRLLNT,BRLLNT,,9,0.280685,0.336133,2499.6908
Mokyo,Mokyo,,7,0.252568,0.275997,414.579033
pH-1(피에이치원),pH-1(피에이치원),,8,0.299189,0.344633,3900.475384
길,길,,11,0.148018,0.160094,0
DPRLIVE,DPRLIVE,,11,0.182099,0.1989,146.5
호치키스(HOTCHKISS),호치키스(HOTCHKISS),,10,0.225881,0.256755,294
AVIN,AVIN,,11,0.183458,0.20273,0
ChaChaMalone,ChaChaMalone,,9,0.220808,0.240124,0
Gist(윤현선),Gist(윤현선),,10,0.221139,0.244439,0
적재,적재,,9,0.212078,0.25265,26.443131
KidMilli,KidMilli,,9,0.27114,0.319038,2785.394235
키드밀리(KidMilli),키드밀리(KidMilli),,8,0.308255,0.363882,5367.635575
기리보이(GIRIBOY),기리보이(GIRIBOY),,10,0.291214,0.373971,7829.347923
YunB,YunB,,11,0.211167,0.240115,13.095826
MadeByMe,MadeByMe,,9,0.179659,0.198284,0
Crush,Crush,,8,0.25,0.308616,2616.041682
CosmicBoy,CosmicBoy,,11,0.225708,0.258331,0
nafla,nafla,,9,0.189103,0.202981,0
OLNL(오르내림),OLNL(오르내림),,8,0.23265,0.257167,0
머쉬베놈(MUSHVENOM),머쉬베놈(MUSHVENOM),,12,0.161202,0.179616,294
은지원(EunJiwon),은지원(EunJiwon),,3,0.571429,0.708333,0.5
JvckiWai(재키와이),JvckiWai(재키와이),,10,0.234499,0.268612,351.765221
Smob,Smob,,11,0.19357,0.214529,0
PENOMECO,PENOMECO,,8,0.225019,0.250145,492.607599
Neal,Neal,,11,0.18165,0.199683,0
김농밀(nongmillkim),김농밀(nongmillkim),,12,0.161026,0.177356,0
DJ투컷,DJ투컷,,11,0.191434,0.211519,0
MINO(송민호),MINO(송민호),,2,0.8,0.875,3.5
헤이즈(Heize),헤이즈(Heize),,10,0.235623,0.278571,2341.533194
Doplamingo,Doplamingo,,11,0.205862,0.230486,0
2xxx,2xxx,,11,0.195883,0.221434,0
루이,루이,,2,0.571429,0.625,0
sokodomo,sokodomo,,11,0.19131,0.210345,0
ganguk,ganguk,,2,0.571429,0.625,0
양홍원,양홍원,,11,0.229393,0.269856,191.363515
UNTITLEDS,UNTITLEDS,,11,0.200136,0.222508,0
sokodomo(소코도모),sokodomo(소코도모),,10,0.236378,0.274092,873.677779
CODEKUNST,CODEKUNST,,9,0.283654,0.338417,5037.75001
Sojeso,Sojeso,,8,0.211016,0.233983,0
빈지노(Beenzino),빈지노(Beenzino),,10,0.195753,0.222556,1006.692362
ZENETHEZILLA(제네더질라),ZENETHEZILLA(제네더질라),,10,0.229037,0.267425,1175.542173
코스믹사운드,코스믹사운드,,2,0.75,0.833333,0.5
Ryo,Ryo,,9,0.205862,0.224147,0
Tablo,Tablo,,11,0.191434,0.211519,0
Coogie,Coogie,,9,0.218519,0.244244,98.168465
권영찬,권영찬,,9,0.212078,0.25265,26.443131
샘김(SamKim),샘김(SamKim),,8,0.243399,0.286344,205.109725
피아노맨,피아노맨,,11,0.181427,0.198073,0
WOODZ,WOODZ,,11,0.190815,0.208589,0
iHwak,iHwak,,9,0.182663,0.199108,0
TEXU,TEXU,,3,0.5,0.583333,0
Poptime,Poptime,,9,0.205862,0.224147,0
SanE,SanE,,2,0.75,0.833333,0.5
DINDIN,DINDIN,,2,0.555556,0.6,0
Jclef,Jclef,,11,0.225708,0.258331,0
수퍼비(SUPERBEE),수퍼비(SUPERBEE),,8,0.276995,0.325061,3009.294635
강민수(AQUINAS),강민수(AQUINAS),,13,0.106962,0.119681,0.333333
보이비(BoiB),보이비(BoiB),,8,0.243399,0.286344,205.109725
Rohann(이로한),Rohann(이로한),,12,0.161026,0.177356,0
유주(YUJU),유주(YUJU),,9,0.17497,0.192584,1.5
WoodieGochild(우디고차일드),WoodieGochild(우디고차일드),,10,0.252568,0.295722,1239.452064
FUTUREBOUNCE,FUTUREBOUNCE,,2,0.666667,0.75,1
badassgatsby,badassgatsby,,11,0.190815,0.21501,14.709209
YUMDDA,YUMDDA,,9,0.282838,0.339692,4147.291678
긱스(Geeks),긱스(Geeks),,1,1,1,6
WooWonjae,WooWonjae,,9,0.221139,0.242384,6.683758
SamKim,SamKim,,9,0.212078,0.25265,26.443131
레이나(Raina),레이나(Raina),,2,0.75,0.833333,0.5
sAewoo,sAewoo,,11,0.225708,0.258331,0
DellyBoi,DellyBoi,,11,0.190815,0.210704,0
noisemasterminsu,noisemasterminsu,,9,0.223654,0.25717,61.358668
박재범(JayPark),박재범(JayPark),,8,0.283109,0.327191,3078.391883
DK,DK,,11,0.190815,0.210704,0
유희열,유희열,,9,0.212078,0.25265,26.443131
지구인(Geegooin),지구인(Geegooin),,8,0.243399,0.286344,205.109725
hoiwave,hoiwave,,11,0.234127,0.273585,79.021652
버벌진트(VerbalJint),버벌진트(VerbalJint),,10,0.207309,0.231562,0.709229
리쌍(LEESSANG),리쌍(LEESSANG),,10,0.173632,0.196016,1170
BlueWhale,BlueWhale,,11,0.190077,0.213262,1.980406
MoonMean,MoonMean,,11,0.189833,0.211002,0
GroovyRoom,GroovyRoom,,9,0.280952,0.335592,7562.777336
Mook,Mook,,2,0.555556,0.6,0
이진우($IGAA),이진우($IGAA),,11,0.13557,0.157572,1454.333333
Truthislonely,Truthislonely,,9,0.217071,0.238356,0
TAKUWA(타쿠와),TAKUWA(타쿠와),,10,0.213459,0.237667,22.00294
똘아이박,똘아이박,,8,0.211318,0.236243,97.333333
WOOGIE,WOOGIE,,7,0.227623,0.259451,811.501971
릴러말즈(Leellamarz),릴러말즈(Leellamarz),,10,0.239837,0.283495,1533.253438
김민규(YoungKay),김민규(YoungKay),,10,0.223147,0.249354,219.01866
HAON,HAON,,11,0.183458,0.20273,0
TANGTHEAWESOME,TANGTHEAWESOME,,11,0.190077,0.213262,1.980406
LeonRussell,LeonRussell,,11,0.148018,0.160094,0
Padi,Padi,,10,0.15592,0.180204,1734
원슈타인(Wonstein),원슈타인(Wonstein),,8,0.243399,0.286344,205.109725
PEEJAY,PEEJAY,,9,0.208776,0.235447,1779.318532
Choiza,Choiza,,10,0.154937,0.174498,0
ZICO,ZICO,,9,0.215486,0.238158,60.043709
HyukShin,HyukShin,,11,0.190815,0.210704,0
YUNHWAY,YUNHWAY,,11,0.232101,0.272512,157.598997
YUNHWAY(윤훼이),YUNHWAY(윤훼이),,10,0.23752,0.285876,895.508677
Minit,Minit,,11,0.23906,0.290252,417.668891
OsshunGum(오션검),OsshunGum(오션검),,10,0.233756,0.264092,42.546426
plusNONE,plusNONE,,10,0.154937,0.174498,0
Liltachi(릴타치),Liltachi(릴타치),,10,0.242599,0.291211,1073.653805
지코(ZICO),지코(ZICO),,8,0.258999,0.300274,3663.669545
Slom,Slom,,11,0.225708,0.258331,0
이상순,이상순,,9,0.212078,0.25265,26.443131
GLEAM,GLEAM,,11,0.225708,0.258331,0
루피(Loopy),루피(Loopy),,8,0.272643,0.316481,1152.365055
블루(BLOO),블루(BLOO),,1,1,1,1
개코(GAEKO),개코(GAEKO),,8,0.243399,0.286344,205.109725
OLIVER,OLIVER,,11,0.196144,0.223278,9.398063
CoaWhite,CoaWhite,,11,0.196667,0.223864,9.668287
Dbo,Dbo,,9,0.20068,0.229083,121.248124
HANYOHAN,HANYOHAN,,11,0.207309,0.232463,4.902648
SUPERBEE,SUPERBEE,,9,0.217391,0.240616,31.98058
SHIMMYTWICE,SHIMMYTWICE,,11,0.163798,0.177929,0
THAMA,THAMA,,10,0.154937,0.174498,0
VINXEN,VINXEN,,11,0.194848,0.217056,56.105683
NO:EL(노엘),NO:EL(노엘),,8,0.270891,0.310823,831.979317
Vendy,Vendy,,10,0.154937,0.174498,0
CJAMM,CJAMM,,9,0.204861,0.222077,0
SLO,SLO,,11,0.191808,0.222637,1183.709209
Zoorumpug,Zoorumpug,,11,0.20387,0.232169,10.19083
트웰브(twlv),트웰브(twlv),,10,0.17955,0.197541,294.333333
Yosi,Yosi,,11,0.193316,0.219687,75.82068
딥플로우(Deepflow),딥플로우(Deepflow),,10,0.234873,0.272397,155.690348
Beenzino,Beenzino,,11,0.163798,0.177929,0
D.Ark(디아크),D.Ark(디아크),,10,0.197324,0.215885,0
TheQuiett(더콰이엇),TheQuiett(더콰이엇),,10,0.246862,0.294318,1187.276015
피터팬,피터팬,,8,0.211318,0.236243,97.333333
유건형,유건형,,2,0.75,0.833333,0.5
UNEDUCATEDKID,UNEDUCATEDKID,,9,0.248526,0.28263,396.023172
방인재,방인재,,2,0.571429,0.625,0
최엘비(CHOILB),최엘비(CHOILB),,10,0.226923,0.262123,40.996589
SUGA,SUGA,,11,0.191434,0.211519,0
sogumm,sogumm,,9,0.182663,0.199108,0
식케이(Sik-K),식케이(Sik-K),,8,0.248735,0.277789,1128.057142
KeroOne,KeroOne,,11,0.180982,0.196773,0
Lellamarz,Lellamarz,,10,0.219657,0.248898,60.274806
