Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
우효(OOHYO),우효(OOHYO),,1,1,1,1
오혁,오혁,,2,0.6,0.666667,0
에피톤프로젝트(EpitoneProject),에피톤프로젝트(EpitoneProject),,1,1,1,0
빅가이로빈,빅가이로빈,,7,0.234637,0.28305,0
볼빨간사춘기(BOL4),볼빨간사춘기(BOL4),,5,0.431373,0.584091,93.5
로브,로브,,2,0.545455,0.583333,0
장덕철(JANGDEOKCHEOL),장덕철(JANGDEOKCHEOL),,7,0.282353,0.353175,23
정일호,정일호,,1,1,1,0
적재(Jukjae),적재(Jukjae),,5,0.45283,0.602083,228
818,818,,6,0.275,0.323485,0
멜로망스(MeloMance),멜로망스(MeloMance),,7,0.205128,0.279464,23
밤그늘,밤그늘,,2,0.555556,0.6,0
크래커(CRACKER),크래커(CRACKER),,1,1,1,0
잠골버스(잠자는골방의버스커들),잠골버스(잠자는골방의버스커들),,1,1,1,0
문성욱(MoonSeongWook),문성욱(MoonSeongWook),,4,0.6,0.787037,7.5
도깨비,도깨비,,9,0.167331,0.206274,0
서익주,서익주,,2,0.555556,0.6,0
Fuxxy,Fuxxy,,8,0.214286,0.265327,0
오왠(O.WHEN),오왠(O.WHEN),,5,0.381818,0.515079,90
신현희,신현희,,2,0.666667,0.75,0
뜨거운감자(HotPotato),뜨거운감자(HotPotato),,3,0.5,0.611111,0
적재,적재,,6,0.315789,0.372917,0
nineoff,nineoff,,2,0.555556,0.6,0
LAGOON,LAGOON,,3,0.529412,0.592593,0.5
줍에이,줍에이,,2,0.6,0.666667,0
한희준,한희준,,2,0.6,0.666667,0
멜로망스,멜로망스,,8,0.171429,0.220635,0
반하나,반하나,,8,0.230769,0.288244,0
피아노맨(PIANOMAN),피아노맨(PIANOMAN),,7,0.230769,0.289286,80
임정규,임정규,,2,0.642857,0.722222,11.833333
센티멘탈시너리,센티멘탈시너리,,2,0.6,0.666667,0
최현석,최현석,,4,0.375,0.490741,0
VIP,VIP,,1,1,1,3
임영우,임영우,,3,0.529412,0.592593,0.5
김한주,김한주,,2,0.666667,0.75,0
반하나(BANHANA),반하나(BANHANA),,7,0.296296,0.40873,66
가현,가현,,2,0.6,0.666667,0
Thaibeats,Thaibeats,,2,0.666667,0.75,0
루빈,루빈,,2,0.666667,0.75,0
김승재,김승재,,7,0.213198,0.262812,0
마크툽,마크툽,,2,0.625,0.7,1.5
문문,문문,,2,0.666667,0.75,0
So!YoON!,So!YoON!,,2,0.666667,0.75,0
스탠딩에그,스탠딩에그,,5,0.271605,0.383333,60
권브라더스,권브라더스,,2,0.6,0.666667,0
더필름,더필름,,4,0.409091,0.472222,0
10CM,10CM,,4,0.368421,0.424603,0
이윤혁,이윤혁,,4,0.368421,0.424603,0
정동원(JeongDongWon),정동원(JeongDongWon),,3,0.642857,0.759259,17.833333
한밤,한밤,,7,0.251497,0.328685,216
이찬영,이찬영,,2,0.555556,0.6,0
고닥,고닥,,2,0.6,0.666667,0
O.YEON,O.YEON,,7,0.213198,0.262812,0
카더가든,카더가든,,2,0.6,0.666667,0
새봄,새봄,,1,1,1,0
#안녕,#안녕,,3,0.5,0.611111,2.833333
마크툽(MAKTUB),마크툽(MAKTUB),,2,0.833333,0.9,7.5
윈드밀,윈드밀,,7,0.213198,0.262812,0
방인재,방인재,,4,0.368421,0.424603,0
Zion.T,Zion.T,,6,0.315789,0.372917,0
한승연,한승연,,7,0.213198,0.262812,0
박가영,박가영,,5,0.330709,0.401984,549
짙은,짙은,,2,0.666667,0.75,0
스트레이,스트레이,,2,0.6,0.666667,0
권영찬,권영찬,,2,0.666667,0.75,0
Noheul,Noheul,,4,0.333333,0.393939,72
YOSEP),YOSEP),,2,0.6,0.666667,0
공기남(Airman),공기남(Airman),,1,1,1,1
Dan,Dan,,2,0.521739,0.541667,0
정수민,정수민,,2,0.666667,0.75,0
스무살(20YEARSOFAGE),스무살(20YEARSOFAGE),,5,0.372881,0.462879,41
CHEEZE(치즈),CHEEZE(치즈),,8,0.212121,0.324433,195
김홍준,김홍준,,7,0.234637,0.28305,0
WH3N,WH3N,,6,0.314286,0.399242,1.666667
Ryo,Ryo,,2,0.666667,0.75,0
Liss,Liss,,6,0.241379,0.29127,0
이라온(LEERAON),이라온(LEERAON),,3,0.5,0.633333,0.5
구현모,구현모,,2,0.6,0.666667,0
스트레이(TheStray),스트레이(TheStray),,1,1,1,3
Reynolds,Reynolds,,2,0.521739,0.541667,0
김영철,김영철,,2,0.666667,0.75,0
안지영,안지영,,6,0.305556,0.368939,0
우디,우디,,2,0.545455,0.583333,0
에피톤프로젝트,에피톤프로젝트,,1,1,1,0
Veltz,Veltz,,2,0.521739,0.541667,0
서정일,서정일,,2,0.666667,0.75,0
황세준,황세준,,6,0.215686,0.273485,0
두번째별,두번째별,,4,0.45,0.546296,1
송호일,송호일,,2,0.545455,0.583333,0
SCORE,SCORE,,4,0.375,0.440972,108
10CM(십센치),10CM(십센치),,3,0.567568,0.730159,183
크라잉넛(CRYINGNUT),크라잉넛(CRYINGNUT),,1,1,1,0
박종득,박종득,,6,0.28,0.338889,0
Ye-Yo,Ye-Yo,,2,0.6,0.666667,0
JamesShay,JamesShay,,2,0.521739,0.541667,0
혁오(HYUKOH),혁오(HYUKOH),,1,1,1,3
보라미유(BORAMIYU),보라미유(BORAMIYU),,3,0.415094,0.462121,85
하은요셉(HAEUN,하은요셉(HAEUN,,2,0.6,0.666667,0
이준호(LEEJUNHO),이준호(LEEJUNHO),,8,0.2,0.26729,81
이재성,이재성,,8,0.214286,0.265327,0
정효빈(JeongHyoBean),정효빈(JeongHyoBean),,6,0.304348,0.415079,483
정혜원,정혜원,,3,0.529412,0.592593,0.5
윤딴딴,윤딴딴,,2,0.555556,0.6,0
다운(Dvwn),다운(Dvwn),,1,1,1,1
정준일,정준일,,2,0.666667,0.75,0
김지수(KimJisu),김지수(KimJisu),,5,0.349206,0.402273,0
오지현,오지현,,2,0.555556,0.6,0
T.PRETRO(타디스프로젝트舊),T.PRETRO(타디스프로젝트舊),,3,0.529412,0.666667,6.166667
안예은,안예은,,1,1,1,0
레터플로우(Letterflow),레터플로우(Letterflow),,5,0.349206,0.402273,0
StandingEgg,StandingEgg,,2,0.521739,0.541667,0
주성근,주성근,,2,0.555556,0.6,0
황종하,황종하,,6,0.305556,0.368939,0
이래언,이래언,,6,0.242775,0.278571,0
해일,해일,,7,0.213198,0.262812,0
잔나비,잔나비,,2,0.538462,0.571429,0
학선,학선,,3,0.5,0.611111,2.166667
Egg3,Egg3,,2,0.521739,0.541667,0
다운,다운,,2,0.666667,0.75,0
캡틴락,캡틴락,,1,1,1,0
HYUNKI,HYUNKI,,2,0.6,0.666667,0
L.NDN,L.NDN,,2,0.6,0.666667,0
숀,숀,,8,0.190045,0.239938,41
임재현(LimJaeHyun),임재현(LimJaeHyun),,2,0.818182,0.888889,21.5
정준일(JungJoonIl),정준일(JungJoonIl),,1,1,1,1
윤토벤(YounToven),윤토벤(YounToven),,1,1,1,0
검정치마(TheBlackSkirts),검정치마(TheBlackSkirts),,1,1,1,0
DOKO,DOKO,,6,0.375,0.470139,116
바닐라맨,바닐라맨,,4,0.52381,0.662879,186.666667
김장원,김장원,,2,0.666667,0.75,0
VAN.C,VAN.C,,8,0.206897,0.297874,26.966667
이날치,이날치,,1,1,1,0
구름,구름,,9,0.175732,0.230083,0
오왠,오왠,,6,0.28,0.338889,0
성수용,성수용,,4,0.368421,0.424603,0
윤형로,윤형로,,2,0.666667,0.75,0
노틸러스(nautilus),노틸러스(nautilus),,1,1,1,3
OhashiTrio,OhashiTrio,,9,0.175732,0.230083,0
순순희(SOONSOONHEE),순순희(SOONSOONHEE),,5,0.318182,0.394444,480
어쿠스틱콜라보(AcousticCollabo),어쿠스틱콜라보(AcousticCollabo),,6,0.269231,0.380952,231
JosephK,JosephK,,2,0.6,0.666667,0
김지용,김지용,,6,0.28,0.338889,0
재희,재희,,2,0.6,0.666667,0
GDLO,GDLO,,6,0.315789,0.372917,0
성재,성재,,4,0.409091,0.472222,0
심현,심현,,2,0.555556,0.6,0
이라온,이라온,,2,0.625,0.7,1.5
김동휘,김동휘,,2,0.545455,0.583333,0
NODAY,NODAY,,4,0.368421,0.424603,0
죠지,죠지,,6,0.241379,0.29127,0
Smyers,Smyers,,2,0.521739,0.541667,0
BrianU,BrianU,,2,0.6,0.666667,0
박중훈,박중훈,,6,0.24,0.292361,0
윤결,윤결,,2,0.538462,0.571429,0
Clau:D,Clau:D,,7,0.213198,0.262812,0
잔나비최정훈,잔나비최정훈,,2,0.538462,0.571429,0
유승우,유승우,,2,0.666667,0.75,0
추대관,추대관,,6,0.315789,0.372917,0
잔나비(Jannabi),잔나비(Jannabi),,1,1,1,21
김훈식,김훈식,,6,0.242775,0.278571,0
정바비,정바비,,1,1,1,0
런치(LUNCH),런치(LUNCH),,9,0.179487,0.291478,8
스탠딩에그(StandingEgg),스탠딩에그(StandingEgg),,1,1,1,66
TripleSynergy,TripleSynergy,,3,0.5,0.566667,0
이민혁,이민혁,,2,0.666667,0.75,0
Jordan,Jordan,,2,0.521739,0.541667,0
라경외,라경외,,3,0.529412,0.592593,0.5
J.Litz,J.Litz,,8,0.202899,0.266128,0
스텔라장,스텔라장,,6,0.24,0.292361,0
정지찬,정지찬,,1,1,1,0
이날치(LEENALCHI),이날치(LEENALCHI),,1,1,1,0
VAN.C(반씨),VAN.C(반씨),,9,0.173554,0.237906,0.333333
이승표,이승표,,2,0.6,0.666667,0
김C,김C,,3,0.5,0.611111,0
이성훈,이성훈,,3,0.529412,0.592593,0.5
그_냥,그_냥,,2,0.666667,0.75,0
스무살,스무살,,6,0.275,0.323485,0
정동환,정동환,,6,0.25,0.330556,44
TonyDoogan,TonyDoogan,,2,0.666667,0.75,0
런치,런치,,8,0.204878,0.282001,6.966667
에이치코드(H:CODE),에이치코드(H:CODE),,1,1,1,3
유영현,유영현,,2,0.538462,0.571429,0
찬현,찬현,,2,0.666667,0.75,0
가을방학(Autumnvacation),가을방학(Autumnvacation),,1,1,1,0
Egg1,Egg1,,2,0.521739,0.541667,0
WH3N(웬),WH3N(웬),,5,0.372881,0.462879,15.5
김지수,김지수,,6,0.305556,0.368939,0
우디(Woody),우디(Woody),,1,1,1,15
민연재,민연재,,2,0.545455,0.583333,0
오안,오안,,4,0.368421,0.424603,0
Laura,Laura,,2,0.521739,0.541667,0
1415(일사일오),1415(일사일오),,1,1,1,10
전우철,전우철,,2,0.555556,0.6,0
B.a.B,B.a.B,,1,1,1,0
이준호,이준호,,9,0.167331,0.206274,0
크래커,크래커,,1,1,1,0
매드클라운,매드클라운,,2,0.6,0.666667,0
새봄(saevom),새봄(saevom),,1,1,1,0
Egg2,Egg2,,2,0.521739,0.541667,0
혁오,혁오,,2,0.6,0.666667,0
새소년(SESONEON),새소년(SESONEON),,1,1,1,1
유승우(YuSeungWoo),유승우(YuSeungWoo),,1,1,1,1
장경준,장경준,,2,0.538462,0.571429,0
이주형,이주형,,6,0.315789,0.372917,0
스텔라장(StellaJang),스텔라장(StellaJang),,5,0.311688,0.414583,102
김건,김건,,2,0.555556,0.6,0
디어,디어,,8,0.230769,0.288244,0
CSP,CSP,,8,0.204878,0.282001,6.966667
달총,달총,,9,0.175732,0.230083,0
캥거루,캥거루,,7,0.234637,0.28305,0
하은(포맨),하은(포맨),,2,0.6,0.666667,0
이아일,이아일,,4,0.368421,0.424603,0
에이치코드,에이치코드,,2,0.6,0.666667,0
최상언,최상언,,7,0.234637,0.28305,0
Chan,Chan,,2,0.666667,0.75,0
피아노맨,피아노맨,,6,0.289655,0.370635,425
Mooney,Mooney,,2,0.521739,0.541667,0
그_냥(J_ust),그_냥(J_ust),,1,1,1,1
안예은(AHNYEEUN),안예은(AHNYEEUN),,1,1,1,0
낯선아이,낯선아이,,6,0.305556,0.368939,0
공기남,공기남,,2,0.666667,0.75,0
Francis,Francis,,2,0.545455,0.583333,0
REPROJECT,REPROJECT,,9,0.175732,0.230083,0
최지훈,최지훈,,6,0.215686,0.273485,0
박문치,박문치,,4,0.411765,0.480159,54
권박사,권박사,,2,0.538462,0.571429,0
이민혁(LeeMinHyuk),이민혁(LeeMinHyuk),,1,1,1,1
빌리어코스티,빌리어코스티,,6,0.28,0.338889,0
매드클라운(MadClown),매드클라운(MadClown),,1,1,1,3
덕인,덕인,,8,0.222222,0.267411,0
2soo,2soo,,3,0.529412,0.592593,8
