Id,Label,timeset,Weighted Degree,eigencentrality
ChillinHomie,ChillinHomie,,0.018468,0.004932
한해(HANHAE),한해(HANHAE),,0.018565,0.005273
Sean,Sean,,0.03809,0.139409
TouchtheSky,TouchtheSky,,0.004939,0.056752
365LIT(365릿),365LIT(365릿),,0.084561,0.077417
Fisherman,Fisherman,,0.713683,0.316067
DJ투컷,DJ투컷,,0.227682,0.015544
hoiwave,hoiwave,,0.032302,0.022183
TheQuiett,TheQuiett,,0.02656,0.057631
ChillinHomie(칠린호미),ChillinHomie(칠린호미),,0.782174,0.15554
권한얼,권한얼,,0.210186,0.004921
TouchtheSky(터치더스카이),TouchtheSky(터치더스카이),,0.009879,0.255554
ZICO,ZICO,,0.418424,0.002354
MINO(송민호),MINO(송민호),,0.288073,0.035643
유희열,유희열,,0.004939,0.005288
길,길,,0.215762,0.005273
KevinJacoutot,KevinJacoutot,,0.021165,0.056996
BewhY,BewhY,,0.198003,0.038731
stevenc4stle,stevenc4stle,,0.004411,0.002354
헤이즈(Heize),헤이즈(Heize),,1.099483,0.093821
CK,CK,,0.574876,0.01789
MoonSujin,MoonSujin,,0.046827,0.027617
dsel(디젤),dsel(디젤),,0.07343,0.064714
리시,리시,,0.018565,0.005273
김건우,김건우,,0.058535,0.005273
WoodieGochild(우디고차일드),WoodieGochild(우디고차일드),,0.025054,0.081574
래원(Layone),래원(Layone),,0.447787,0.18744
허성현(Huh),허성현(Huh),,0.07343,0.064714
키드밀리(KidMilli),키드밀리(KidMilli),,0.67839,0.162204
DAUL,DAUL,,0.037409,0.008477
염따(YUMDDA),염따(YUMDDA),,0.588663,0.178604
RohYoonha,RohYoonha,,0.017275,0.061805
BMTJ,BMTJ,,0.005525,0.022183
KidWine,KidWine,,0.017645,0.057631
IOAH,IOAH,,0.027746,0.066704
moocean,moocean,,0.044181,0.096774
Acade,Acade,,0.006246,0.002354
HDBL4CK,HDBL4CK,,0.004031,0.007095
HIPPO,HIPPO,,0.039484,0.017835
D-Hack,D-Hack,,0.293707,0.010324
GRAY,GRAY,,1.0384,1
가오가이(kaogaii),가오가이(kaogaii),,0.07343,0.064714
전홍준,전홍준,,0.01548,0.008544
PENOMECO,PENOMECO,,0.221204,0.013385
SkinnyBrown(스키니브라운),SkinnyBrown(스키니브라운),,0.030553,0.033169
HuckleberryP,HuckleberryP,,0.41352,0.129993
전병일,전병일,,0.221204,0.013385
FRANKIEONTHEGUITAR,FRANKIEONTHEGUITAR,,0.008063,0.034198
MUSHVENOM,MUSHVENOM,,0.433936,0.069813
CK(씨케이),CK(씨케이),,0.283756,0.011806
Kidstone,Kidstone,,0.078446,0.01789
noisemasterminsu,noisemasterminsu,,0.452037,0.226767
Chin,Chin,,1.353489,0.032266
antisocialkid,antisocialkid,,0.008063,0.034198
JUSTHIS,JUSTHIS,,1.277392,0.292172
팔로알토(Paloalto),팔로알토(Paloalto),,0.442648,0.213285
HANYOHAN,HANYOHAN,,0.178164,0.060064
Ontheroad,Ontheroad,,0.119493,0.013353
김승민(KimSeungmin),김승민(KimSeungmin),,0.030553,0.033169
RYUYOUNGMIN,RYUYOUNGMIN,,0.042885,0.015544
Sik-K,Sik-K,,1.02115,0.089764
BIGNaughty,BIGNaughty,,0.315945,0.102513
한요한(HANYOHAN),한요한(HANYOHAN),,0.517911,0.061176
버벌진트(VerbalJint),버벌진트(VerbalJint),,0.018565,0.005273
TREVOR,TREVOR,,0.213916,0.211441
Slom,Slom,,1.980469,0.50311
수퍼비(SUPERBEE),수퍼비(SUPERBEE),,0.283756,0.011806
Heondred,Heondred,,0.09456,0.060064
미란이(Mirani),미란이(Mirani),,1.449206,0.212002
MommySon,MommySon,,0.210186,0.004921
SkinnyBrown,SkinnyBrown,,0.944433,0.03762
사이먼도미닉(SimonDominic),사이먼도미닉(SimonDominic),,0.593842,0.343697
조광일(GwangilJo),조광일(GwangilJo),,0.523627,0.247277
ASHISLAND,ASHISLAND,,1.377342,0.116724
디핵(D-Hack),디핵(D-Hack),,0.355889,0.010424
에이체스(A-Chess),에이체스(A-Chess),,0.168391,0.152853
ZZINSOO,ZZINSOO,,0.01548,0.008544
Big$hot,Big$hot,,0.01548,0.008544
george,george,,0.044181,0.096774
이찬혁,이찬혁,,0.040789,0.048901
DellyBoi,DellyBoi,,0.14499,0.015516
obiegogle(오비고글),obiegogle(오비고글),,0.017645,0.076126
LeonRussell,LeonRussell,,0.176318,0.005273
베이식(Basick),베이식(Basick),,0.45154,0.262965
싸이(PSY),싸이(PSY),,0.333445,0.01957
Tabber(태버),Tabber(태버),,0.253236,0.189907
TRADEL(트레이드엘),TRADEL(트레이드엘),,0.06134,0.102525
리쌍(LEESSANG),리쌍(LEESSANG),,0.921035,0.018296
CHANGMO,CHANGMO,,0.878996,0.087751
Tablo,Tablo,,0.365579,0.015544
Illjun,Illjun,,0.020282,0.006938
DAX,DAX,,0.460615,0.91214
유건형,유건형,,0.581182,0.033667
이영지(LeeYoung-ji),이영지(LeeYoung-ji),,0.149635,0.05418
우원재(WooWonjae),우원재(WooWonjae),,0.223994,0.111007
MILLENNIUM,MILLENNIUM,,0.057602,0.002354
KhundiPanda(쿤디판다),KhundiPanda(쿤디판다),,1.137581,0.094818
레이나(Raina),레이나(Raina),,0.429745,0.015882
안성현,안성현,,0.064393,0.001717
릴보이(lIlBOI),릴보이(lIlBOI),,4.199573,0.511987
로스(Los),로스(Los),,0.034551,0.298456
JumalofSMGS,JumalofSMGS,,0.013832,0.019299
김태훈,김태훈,,0.004939,0.005288
basecamp,basecamp,,0.066975,0.079833
DeVita,DeVita,,0.069101,0.374123
ROCKITPRODUCTIONS,ROCKITPRODUCTIONS,,0.247847,0.003725
린다G(LindaG),린다G(LindaG),,0.019147,0.139117
Wonstein,Wonstein,,0.53916,0.146717
H4RDY,H4RDY,,0.008145,0.025196
KVHN,KVHN,,0.0359,0.033719
Northfacegawd(노스페이스갓),Northfacegawd(노스페이스갓),,0.173916,0.156433
KidMilli,KidMilli,,0.425502,0.090757
황지상(HWANGJISANG),황지상(HWANGJISANG),,0.084561,0.077417
SIU,SIU,,0.01548,0.008544
박재범(JayPark),박재범(JayPark),,0.170229,0.512836
민켄,민켄,,0.036626,0.005273
로코,로코,,0.212384,0.187603
Lean$moke,Lean$moke,,0.013579,0.01789
Paloalto,Paloalto,,0.748045,0.188849
Zbeatz,Zbeatz,,0.028595,0.056996
NERD,NERD,,0.008962,0.003725
FLIP_00,FLIP_00,,0.03809,0.139409
Coogie,Coogie,,0.063008,0.071095
PATEKO(파테코),PATEKO(파테코),,1.02029,0.032164
SimonDominic,SimonDominic,,0.20939,0.231325
SPACEONE,SPACEONE,,0.141676,0.013385
MCSniper,MCSniper,,0.006246,0.002354
GIRIBOY,GIRIBOY,,1.366708,0.205273
vibin,vibin,,0.17997,0.066704
강서빈(YUNGCHENS),강서빈(YUNGCHENS),,0.034589,0.020951
MINO,MINO,,0.349768,0.218379
pH-1,pH-1,,0.735268,0.283886
박준우,박준우,,1.073447,0.157822
7Aurelius,7Aurelius,,0.085265,0.001717
권세영,권세영,,0,0
Chrli,Chrli,,0.059256,0.325666
AHWU,AHWU,,0.044812,0.029466
deemarc,deemarc,,0.100945,0.01789
Jetti,Jetti,,0.02935,0.044541
Noden,Noden,,0.032302,0.022183
박현진(PARKHYEONJIN),박현진(PARKHYEONJIN),,0.037504,0.08732
개코(GAEKO),개코(GAEKO),,0.319925,0.488364
Hyeon,Hyeon,,0.03809,0.139409
HyukShin,HyukShin,,0.14499,0.015516
맥대디(Mckdaddy),맥대디(Mckdaddy),,0.213154,0.156533
Heize,Heize,,0.080729,0.178993
RAVI,RAVI,,0.018468,0.004932
27corazones,27corazones,,0.440762,0.01789
SINCE(신스),SINCE(신스),,0.426836,0.488364
JBird,JBird,,0.14499,0.015516
Primary,Primary,,0.112648,0.051486
프리스타일(FreeStyle),프리스타일(FreeStyle),,0.141878,0.001717
기리보이(GIRIBOY),기리보이(GIRIBOY),,0.784083,0.570482
Choo(추),Choo(추),,0.017645,0.076126
JAEHA,JAEHA,,0.101261,0.067917
CODEKUNST,CODEKUNST,,1.525602,0.657205
피터팬,피터팬,,0.242008,0.102989
로코베리,로코베리,,0.175448,0.109832
SupremeTeam(슈프림팀),SupremeTeam(슈프림팀),,0.058535,0.005273
Cashbanger,Cashbanger,,0.657217,0.082189
THAMA,THAMA,,0.087383,0.228506
유주(YUJU),유주(YUJU),,0.363012,0.038577
SoundKim,SoundKim,,0.032302,0.022183
긱스(Geeks),긱스(Geeks),,0.085265,0.001717
PSY,PSY,,0.354185,0.033667
에픽하이(EPIKHIGH),에픽하이(EPIKHIGH),,0.75872,0.10774
김진표(JP),김진표(JP),,0.031826,0.015045
Poptime,Poptime,,0.418424,0.002354
똘아이박,똘아이박,,0.242008,0.102989
키드킹(KiddKing),키드킹(KiddKing),,0.025054,0.081574
YoBoy(강요셉),YoBoy(강요셉),,0.051826,0.270433
Vangdale,Vangdale,,0,0
Clayheart,Clayheart,,0.052985,0.024219
UNEDUCATEDKID(언에듀케이티드키드),UNEDUCATEDKID(언에듀케이티드키드),,0.283756,0.011806
Pick!,Pick!,,1.013904,0.471242
김유정(KimYoujung),김유정(KimYoujung),,0.073871,0.080583
DPRLIVE(디피알라이브),DPRLIVE(디피알라이브),,0.022921,0.003679
Off,Off,,0.004787,0.066704
홀리뱅(HolyBang),홀리뱅(HolyBang),,0.013902,0.045678
창모(CHANGMO),창모(CHANGMO),,0.940771,0.34746
루피(Loopy),루피(Loopy),,0.67839,0.162204
pH-1(피에이치원),pH-1(피에이치원),,0.997469,0.349906
원슈타인(Wonstein),원슈타인(Wonstein),,1.484727,0.227989
Untell(언텔),Untell(언텔),,0.07343,0.064714
Baggie,Baggie,,0.035981,0.017454
SOLE,SOLE,,0.086752,0.403589
DPRCREAM,DPRCREAM,,0.011247,0.002354
Chin(친),Chin(친),,0.283756,0.011806
LilBemo(김다현),LilBemo(김다현),,0.037504,0.08732
BOYCOLD,BOYCOLD,,0.001254,0.010415
Minit,Minit,,0.42616,0.121094
Mantra,Mantra,,0.091019,0.056996
ganguk,ganguk,,0.022542,0.06103
GooseBumps,GooseBumps,,0.020853,0.14605
딥플로우(Deepflow),딥플로우(Deepflow),,0.41352,0.12791
VerbalJint,VerbalJint,,0.018565,0.005273
저스디스(JUSTHIS),저스디스(JUSTHIS),,0.378808,0.39925
DJco.kr,DJco.kr,,0.008145,0.025196
GEMINI,GEMINI,,0.156272,0.033774
박인영,박인영,,0.016123,0.040504
GRAY(그레이),GRAY(그레이),,0.043963,0.120375
Shyun,Shyun,,0.210489,0.175605
릴러말즈(Leellamarz),릴러말즈(Leellamarz),,0.804361,0.058251
이하이,이하이,,0.132708,0.070602
YoBoy,YoBoy,,0.017275,0.061805
WayChed,WayChed,,0.158523,0.036542
Yosi,Yosi,,0.011407,0.024219
Baggie(배기),Baggie(배기),,0.107403,0.029484
TheKontrabandz,TheKontrabandz,,0.046827,0.027617
Theevoni,Theevoni,,0.008063,0.034198
DK,DK,,0.14499,0.015516
정인,정인,,0.02906,0.019299
PATEKO,PATEKO,,0.578336,0.020739
JohnJohn,JohnJohn,,0.203458,0.013385
지코(ZICO),지코(ZICO),,0.836847,0.003679
Esta,Esta,,0.14499,0.015516
BE'O,BE'O,,0.238269,0.056996
KimSeungmin,KimSeungmin,,0.020802,0.079833
머쉬베놈(MUSHVENOM),머쉬베놈(MUSHVENOM),,1.682581,0.145281
황세현(h3hyeon),황세현(h3hyeon),,0.042686,0.105168
이해리(다비치),이해리(다비치),,0.036626,0.005273
Loopy,Loopy,,0.407034,0.085825
Deepflow,Deepflow,,0.41352,0.129993
JayPark,JayPark,,0.167585,0.36911
아넌딜라이트(Anandelight),아넌딜라이트(Anandelight),,0.275462,0.418822
sogumm,sogumm,,0.011407,0.024219
DEREK,DEREK,,0.015277,0.01313
LeeYoung-ji,LeeYoung-ji,,0.06002,0.032697
지구인(Geegooin),지구인(Geegooin),,0.187665,0.262194
SanE(산이),SanE(산이),,0.523054,0.030241
이성경(Leesungkyung),이성경(Leesungkyung),,0.350897,0.102112
B.I(비아이),B.I(비아이),,0.115203,0.003679
PJNOTREBLE,PJNOTREBLE,,0.210489,0.175605
Deanfluenza,Deanfluenza,,0.14499,0.015516
nomad,nomad,,0.119493,0.013353
지오,지오,,0.141878,0.001717
비비(BIBI),비비(BIBI),,0.008822,0.003679
HashSwan(해쉬스완),HashSwan(해쉬스완),,0.131273,0.012349
Zion.T,Zion.T,,1.448748,0.432858
DONNA,DONNA,,0.141676,0.013385
BIGNaughty(서동현),BIGNaughty(서동현),,0.234391,0.153152
Khakii(카키),Khakii(카키),,0.381545,0.309386
YUMDDA,YUMDDA,,1.151941,0.349299
KETAMcCUE,KETAMcCUE,,0.055028,0.015544
MightyMike,MightyMike,,0.055877,0.015544
스카이민혁(Skyminhyuk),스카이민혁(Skyminhyuk),,0.782174,0.15554
다이나믹듀오(Dynamicduo),다이나믹듀오(Dynamicduo),,0.052259,0.096077
NoIdentity,NoIdentity,,0.039117,0.048901
D.Ark,D.Ark,,0.125566,0.017454
i,i,,0.01548,0.008544
YLNForeign(이정운),YLNForeign(이정운),,0.032463,0.08732
Stally,Stally,,0.03495,0.060064
호미들(Homies),호미들(Homies),,2.719576,0.119575
youngkimj,youngkimj,,0.050065,0.017508
박종우,박종우,,0.011975,0.028262
UNEDUCATEDKID,UNEDUCATEDKID,,0.03753,0.040044
SMHOfSMGS,SMHOfSMGS,,0.040738,0.033719
로꼬(Loco),로꼬(Loco),,1.233056,0.836575
TOIL(토일),TOIL(토일),,0.477107,0.100887
nafla,nafla,,0.004031,0.007095
Mokyo,Mokyo,,0.02935,0.044541
B.I,B.I,,0.057602,0.002354
쿠기(Coogie),쿠기(Coogie),,0,0
YerinBaek,YerinBaek,,0.02935,0.044541
DAVII,DAVII,,0.00247,0.015516
제시(Jessi),제시(Jessi),,2.264925,0.057186
